stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,13.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,2.63,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.51,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,0,18.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651.42,0,0,0,25.18,0,12.59,0,0,9.44,0,3.15,0,0,0,0,0
 14-21,0,0,1,24,832,1,0,19,0,6,0,1,30,1,8,0,5,0,1,1,0,33,1,0,24,234,0,17,53,0,0,75,0,1,12,7,142,0,0,0,0,0
 24-34,0.82,0,1.64,32.83,337.37,0.82,0,47.61,0,31.19,0.82,5.75,28.73,0,13.95,0,12.31,0.82,16.42,9.03,0.82,174.02,5.75,0,41.04,553.26,1.64,36.94,22.16,0,0.82,175.66,0,0,15.6,1.64,238.05,0,0,3.28,0,0
 36-46,0.81,0,0,3.22,158.72,0.81,0,65.26,0,33.03,1.61,7.25,16.11,0,13.7,0,8.86,0.81,6.45,4.03,3.22,140.19,5.64,2.42,23.36,866.9,0,25.78,9.67,0,1.61,129.71,0,0,8.86,0,241.7,0,0,2.42,0,0
 48-58,0,0,0.57,0,114.76,0,0,215.75,0.57,49.35,6.89,21.8,13.77,1.72,4.59,0,4.59,1.15,13.77,3.44,5.16,142.88,7.46,6.31,23.53,888.82,0.57,8.03,6.31,0,1.72,64.27,0,0,5.74,0,218.62,0,0.57,1.15,0,0
 60-70,0.98,0,1.96,0,145.27,0,0,527.08,0.98,58.89,8.83,52.02,20.61,0.98,6.87,0.98,4.91,5.89,11.78,6.87,9.82,181.58,2.94,9.82,23.56,1045.32,1.96,7.85,11.78,0,2.94,64.78,0,0,5.89,0,199.25,1.96,8.83,0.98,1.96,1.96
 72-82,0,0,11.78,0.98,175.72,2.94,1.96,499.67,0,57.92,10.8,108.96,41.23,0,2.94,0,9.82,2.94,25.52,8.83,11.78,259.16,10.8,8.83,42.21,753.92,0.98,11.78,18.65,0,8.83,76.57,0,0,6.87,0,122.71,0.98,5.89,4.91,21.6,2.94
 84-94,0,0,9.56,0,318.61,1.06,4.25,360.03,0,114.7,13.81,79.65,56.29,5.31,6.37,2.12,10.62,4.25,25.49,32.92,16.99,170.99,15.93,10.62,30.8,447.12,0,9.56,20.18,0,3.19,150.81,0,0,23.36,0,74.34,2.12,6.37,3.19,23.36,0
 96-106,1.09,0,14.21,3.28,323.48,3.28,8.74,360.64,0,91.8,10.93,80.87,63.39,0,6.56,4.37,13.11,7.65,40.44,44.81,18.58,169.39,24.04,8.74,27.32,370.48,1.09,21.86,25.14,0,9.84,162.83,1.09,0,13.11,0,39.34,3.28,2.19,0,20.76,1.09
108-118,0,0,10.72,4.6,374.56,2.3,38.3,292.6,1.53,160.85,17.62,80.43,59.75,0,3.83,2.3,20.68,19.15,22.21,109.53,25.28,159.32,12.26,5.36,31.4,421.28,3.06,17.62,24.51,0,9.19,157.02,0,0,11.49,0,28.34,6.13,6.89,6.89,17.62,0.77
120,0,0,0,5.88,288.09,3.92,15.68,209.7,0,109.75,5.88,90.15,66.63,0,7.84,0,11.76,5.88,11.76,64.67,15.68,180.3,7.84,15.68,33.32,450.75,5.88,11.76,17.64,0,13.72,135.23,0,0,13.72,0,27.44,5.88,17.64,5.88,25.48,0
