stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,52.71,368.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.53,0,0,0,0,0,0,0,0,0,0,0
  5-6,55.17,521.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,12.26,0,0,12.26,0,6.13,0,0,0,0,0,0,0,0,0,0,0
  7-9,7.89,2.63,0,18.4,0,0,0,52.57,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,312.82,18.4,0,0,157.72,0,0,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,9.44,0,34.62,0,0,0,31.47,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,355.61,3.15,0,0,141.61,0,0,6.29,3.15,12.59,0,0,0,0,0,0,0,0
 14-21,0,0,0,2,32,3,0,15,0,0,7,0,0,0,0,0,0,0,0,0,23,0,0,10,155,0,0,4,8,0,0,1,22,1,0,25,65,0,0,0,0,0
 24-34,0,0,0,0,22.98,1.64,0,37.76,1.64,0,9.03,0.82,0,0.82,0,0.82,0,1.64,0,0,62.39,0.82,0,29.55,378.41,4.1,0.82,4.93,0,0,4.1,0,0.82,0,0,9.85,100.97,0,0,13.13,0,0.82
 36-46,0,0,0,0,8.06,0.81,0,91.85,0.81,4.83,28.2,0,0.81,3.22,0,0.81,0,0.81,0,0.81,84.6,0,1.61,34.64,293.26,1.61,0.81,3.22,0,0.81,1.61,0.81,0,1.61,0,0,95.87,0,0,5.64,0,1.61
 48-58,0,0,0.57,0,6.31,0,0,77.46,1.72,6.31,33.85,0,0,1.15,0,0,0,0.57,0,1.15,134.27,0,0.57,22.95,84.35,1.15,0,2.3,0,0,3.44,0,0,0,0,0,37.3,0,0,6.31,0,1.15
 60-70,0,0,0,0,7.85,0,0,54.97,0.98,5.89,78.52,1.96,0,1.96,0,0,0,2.94,0,2.94,183.54,0,3.93,22.58,50.06,0.98,0,2.94,0,0,5.89,0,0,0,0.98,0,18.65,0,1.96,5.89,0,3.93
 72-82,0,0,0,0,10.8,5.89,0,52.03,0.98,14.72,132.52,0.98,0.98,1.96,0,0.98,0.98,4.91,0,0.98,322.97,0,10.8,32.39,65.77,0.98,0.98,4.91,0,1.96,8.83,0,0,0.98,0.98,0,7.85,0.98,3.93,24.54,5.89,2.94
 84-94,0,0,1.06,0,22.3,1.06,0,45.67,0,8.5,72.22,2.12,1.06,1.06,1.06,1.06,4.25,1.06,0,1.06,189.04,0,6.37,20.18,37.17,6.37,6.37,4.25,0,1.06,11.68,0,0,2.12,0,0,9.56,1.06,6.37,10.62,2.12,9.56
 96-106,0,0,1.09,0,15.3,2.19,1.09,45.9,5.46,7.65,72.13,4.37,0,6.56,0,0,3.28,5.46,1.09,4.37,207.64,1.09,9.84,12.02,40.44,3.28,2.19,8.74,0,3.28,13.11,0,0,3.28,0,0,7.65,1.09,1.09,18.58,6.56,5.46
108-118,0,0,2.3,0,22.98,0.77,0,28.34,4.6,12.26,71.23,4.6,0,3.06,2.3,0,6.13,0.77,3.83,0.77,165.45,0.77,10.72,16.85,65.11,4.6,1.53,10.72,0,2.3,14.55,0,0,2.3,0,0,3.06,1.53,3.06,20.68,5.36,6.89
120,0,0,0,0,21.56,3.92,0,27.44,1.96,1.96,56.83,1.96,0,0,1.96,0,1.96,5.88,0,0,113.67,1.96,3.92,7.84,45.08,7.84,0,7.84,0,0,3.92,0,0,3.92,0,0,1.96,0,3.92,9.8,3.92,0
