stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,26.36,224.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0,0
  5-6,24.52,281.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0
  7-9,5.26,0,2.63,0,0,0,21.03,0,0,0,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,144.58,5.26,0,0,68.35,0,0,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,6.29,9.44,0,3.15,0,25.18,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,185.67,25.18,0,0,88.12,0,0,0,0,9.44,0,0,0,0,0,0,0,0
 14-21,0,0,7,40,12,0,32,0,0,0,6,0,0,0,0,1,0,0,0,0,22,0,0,29,305,8,0,0,9,0,1,2,23,1,0,41,107,0,0,1,0,0
 24-34,0,0,1.64,18.06,1.64,0,61.56,0,0.82,1.64,18.88,2.46,0.82,0.82,0,3.28,0.82,1.64,0,0,73.06,0,0.82,38.58,524.53,5.75,1.64,4.93,0,0,13.13,0,0,4.1,0,9.85,141.19,0,0,2.46,0,1.64
 36-46,0,0,0,8.86,0,0,40.28,0,4.03,4.03,22.56,0,0,0,0,0.81,0.81,1.61,0,0,56.4,0.81,2.42,20.95,186.11,3.22,0,0.81,0,0,4.83,0,0,0,0,0,78.15,0,0,1.61,0,0.81
 48-58,0,0,0,7.46,0,0,29.26,0,0.57,6.89,31.56,0.57,0,1.15,0,0,1.15,1.15,0,0,102.71,0,4.59,12.05,71.73,2.87,0.57,2.87,0,1.15,1.72,0,0,0,0,0,44.18,0,0,2.3,0,0.57
 60-70,0,0,0,12.76,0.98,0,17.67,0,0.98,2.94,41.22,1.96,0.98,1.96,0,0.98,1.96,0.98,0.98,0,77.54,0,1.96,11.78,46.13,0.98,0,0,0,0,0.98,0.98,0,1.96,0,0,12.76,0,2.94,3.93,0,0.98
 72-82,0,0,0,5.89,0,0.98,18.65,0,0.98,5.89,47.12,2.94,0,3.93,0,2.94,0.98,4.91,0,0,182.59,0,4.91,18.65,50.06,1.96,0.98,2.94,0,1.96,3.93,0,0,0,0,0,9.82,0,5.89,5.89,8.83,1.96
 84-94,0,0,0,14.87,0,0,20.18,1.06,6.37,6.37,26.55,3.19,0,2.12,0,1.06,2.12,2.12,0,4.25,111.51,2.12,4.25,15.93,44.61,2.12,0,4.25,0,2.12,7.43,0,0,0,0,0,8.5,0,4.25,6.37,6.37,1.06
 96-106,0,0,0,22.95,0,1.09,18.58,0,5.46,7.65,32.79,5.46,0,3.28,2.19,0,4.37,2.19,2.19,1.09,93.98,0,7.65,10.93,40.44,0,2.19,14.21,0,4.37,13.11,0,0,1.09,0,0,4.37,0,5.46,4.37,7.65,3.28
108-118,0,0,0,21.45,0,2.3,20.68,0,3.06,4.6,37.53,1.53,0,2.3,0,0.77,3.83,0.77,1.53,0.77,104.17,0,5.36,17.62,55.15,1.53,1.53,6.13,0,1.53,7.66,0.77,0,0,1.53,0,1.53,0.77,1.53,9.19,0.77,2.3
120,0,0,0,21.56,1.96,0,15.68,0,7.84,3.92,39.2,3.92,0,1.96,1.96,0,3.92,0,0,0,113.67,1.96,11.76,19.6,47.03,1.96,0,5.88,0,1.96,15.68,0,0,1.96,0,0,0,1.96,3.92,0,1.96,0
