stage,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.89,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.56,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63,0,0,0,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,3.15,0,0,0,3.15,0,0,3.15,0,0,0,0,0,0,0,0,0,0
 14-21,2,0,57,1,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,1,2,0,2,11,0,1,3,0,0,0,0,3,0,1,6,7,0,0,0,0,0
 24-34,1.64,0,34.48,0,0,3.28,0.82,1.64,0,0.82,0,0,0,0,0.82,0,38.58,0,0,2.46,0.82,0,1.64,34.48,0.82,25.45,3.28,0,0,2.46,0,0,0,2.46,0.82,2.46,0,0,1.64,0,0
 36-46,0.81,0,7.25,0,0,2.42,0,0.81,0,0.81,0,0,0,0.81,0,0,35.45,0,0,1.61,1.61,0,0.81,54.79,0,22.56,5.64,0,0,3.22,0,0,0,0,0,0.81,0,0,0,0,0.81
 48-58,0,0,1.72,0,0,4.59,0.57,0.57,0.57,1.72,0.57,0,0,0,0.57,0.57,39.59,0,0,2.87,0.57,0,1.15,27.54,0,20.66,6.31,0,0,1.72,0,0,0,0,0,3.44,0,0,0,0,0.57
 60-70,3.93,0,15.7,0,0,4.91,0,0,0,0.98,1.96,0,0,0,0,0,53.98,0.98,0,7.85,0.98,0,0.98,25.52,0,23.56,10.8,0,0,0.98,0,0,0,0,0,1.96,0.98,0,0,0,0.98
 72-82,9.82,0,20.61,1.96,0,21.6,0,0,0,3.93,13.74,0,0,0.98,0,0,84.42,0,0,35.34,1.96,0.98,2.94,45.16,0,31.41,8.83,0,0,4.91,0.98,0,0,0,0,1.96,6.87,0.98,2.94,0.98,0
 84-94,8.5,0,31.86,0,0,19.12,1.06,1.06,0,3.19,49.92,0,1.06,3.19,0,0,131.69,0,2.12,15.93,0,2.12,2.12,30.8,0,110.45,3.19,0,0,8.5,0,0,0,0,0,4.25,15.93,0,1.06,0,1.06
 96-106,7.65,0,33.88,2.19,1.09,15.3,0,5.46,0,6.56,66.66,0,1.09,5.46,4.37,0,171.58,1.09,0,15.3,1.09,0,0,41.53,0,149.72,16.39,0,0,12.02,3.28,0,0,0,0,0,14.21,0,1.09,5.46,2.19
108-118,1.53,0.77,14.55,2.3,2.3,13.02,0,0.77,1.53,8.43,103.41,0,0,0,5.36,0.77,117.19,1.53,0,16.85,0,0.77,2.3,34.47,0,99.58,4.6,0,0.77,8.43,0,0,0.77,0,0,1.53,19.15,0,2.3,3.06,0.77
120,0,0,19.6,1.96,0,7.84,0,1.96,0,1.96,45.08,0,0,3.92,0,0,78.39,1.96,0,1.96,0,0,3.92,33.32,0,58.79,3.92,0,0,5.88,0,0,1.96,0,0,0,7.84,0,0,1.96,0
