stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,579.83,8275.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382.16,0,0,0,0,0,0,0,0,0,0,0
  5-6,612.96,7643.65,0,0,0,0,0,0,0,0,0,0,0,24.52,0,0,0,0,0,0,0,0,0,0,0,220.67,18.39,0,0,104.2,0,140.98,0,0,0,0,0,0,0,0,0,0,0
  7-9,194.52,89.38,0,136.69,0,0,0,215.55,0,0,0,0,0,160.35,0,0,0,0,0,0,0,0,0,0,0,2063.54,223.44,0,0,872.73,0,2.63,26.29,0,0,0,0,0,0,0,0,0,0
 10-12,0,59.79,0,191.97,0,9.44,0,204.55,0,0,0,0,0,107,0,0,0,0,0,3.15,0,0,0,0,0,1966.86,308.4,0,0,827.65,0,3.15,18.88,6.29,75.53,0,15.73,12.59,0,0,0,0,0
 14-21,1,0,1,27,529,171,0,69,0,7,0,20,19,11,7,3,5,1,0,3,5,153,0,0,123,782,272,2,11,43,0,3,7,208,36,195,418,331,0,0,34,0,4
 24-34,0,0,1.64,10.67,243.79,13.95,0,128.05,26.27,29.55,11.49,44.33,8.21,0.82,12.31,7.39,18.06,6.57,12.31,4.93,15.6,314.39,3.28,0.82,206.86,1285.46,50.89,13.95,16.42,0,0,6.57,0,2.46,16.42,47.61,114.1,392.37,0,0,131.34,0,13.95
 36-46,0,0,0.81,0,89.43,4.03,0,237.67,33.84,20.95,25.78,88.62,5.64,0,8.86,14.5,9.67,7.25,11.28,2.42,22.56,382.69,1.61,12.89,146.63,1195.61,23.36,13.7,14.5,0,0,4.03,2.42,1.61,8.06,16.92,3.22,365.77,0,3.22,81.37,0.81,29.81
 48-58,0,0.57,0.57,0,85.5,8.61,0,256.49,31.56,26.4,35.58,127.96,2.3,1.15,17.21,15.49,7.46,11.48,4.59,3.44,20.08,521.01,1.72,21.8,107.3,633.48,16.64,4.59,12.05,0,2.3,4.59,1.15,0,3.44,14.35,0,231.82,0,5.16,69.43,1.15,37.3
 60-70,0.98,0,0,0,71.65,13.74,0,315.07,43.19,31.41,27.48,184.53,11.78,3.93,9.82,12.76,3.93,26.5,4.91,3.93,8.83,601.67,0.98,36.32,59.87,475.06,7.85,8.83,12.76,0.98,9.82,2.94,0.98,0.98,5.89,2.94,0,120.73,1.96,27.48,74.6,20.61,31.41
 72-82,0,0,4.91,0,85.4,63.81,0,219.89,35.34,16.69,50.06,224.8,34.36,4.91,14.72,32.39,11.78,33.38,7.85,1.96,9.82,783.37,4.91,55.95,67.73,415.24,5.89,14.72,16.69,0,13.74,3.93,0,0,4.91,5.89,0,57.92,1.96,47.12,128.6,66.75,34.36
 84-94,0,0,6.37,2.12,144.44,50.98,1.06,173.11,47.79,48.85,28.68,129.57,50.98,3.19,6.37,42.48,25.49,42.48,8.5,7.43,19.12,433.31,3.19,49.92,47.79,277.19,8.5,10.62,14.87,0,9.56,9.56,1.06,0,10.62,5.31,0,24.43,9.56,41.42,118.95,65.85,18.05
 96-106,0,0,2.19,0,136.61,71.04,0,123.49,44.81,33.88,17.49,131.14,42.62,1.09,25.14,77.59,29.51,44.81,14.21,6.56,13.11,483.04,3.28,37.16,39.34,205.46,8.74,14.21,20.76,0,18.58,9.84,0,0,4.37,9.84,0,27.32,10.93,57.92,137.7,99.45,30.6
108-118,0,0,1.53,1.53,141.7,40.6,6.13,87.32,34.47,55.15,19.92,121.79,52.09,0,4.6,74.3,24.51,70.47,11.49,8.43,19.92,336.26,2.3,23.74,39.83,218.3,9.19,11.49,15.32,0,21.45,8.43,1.53,0,7.66,6.89,0,13.02,11.49,43.66,92.68,52.09,32.17
120,1.96,0,0,1.96,129.35,37.24,1.96,90.15,31.36,33.32,9.8,109.75,56.83,0,3.92,64.67,17.64,25.48,11.76,11.76,7.84,252.81,3.92,29.4,52.91,197.94,11.76,7.84,7.84,0,11.76,1.96,1.96,0,5.88,3.92,0,15.68,3.92,48.99,94.07,60.75,9.8
