stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,237.2,4520.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.96,0,0,0,0,0,0,0,0,0,0
  5-6,128.72,1317.87,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,18.39,6.13,0,0,6.13,0,24.52,0,0,0,0,0,0,0,0,0,0
  7-9,13.14,21.03,0,28.92,0,0,0,70.98,0,0,0,0,0,13.14,0,0,0,0,0,0,0,0,0,0,0,457.4,13.14,0,0,210.3,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,25.18,0,37.76,0,3.15,0,59.79,0,0,0,0,0,15.73,0,0,0,0,0,3.15,0,0,0,0,0,799.33,18.88,0,0,280.08,0,6.29,0,40.91,0,0,0,0,0,0,0,0
 14-21,0,0,1,2,62,11,0,29,0,0,0,7,5,0,2,0,5,0,0,2,0,23,0,0,27,429,17,4,3,12,0,5,41,3,0,41,125,0,0,4,0,1
 24-34,0,0,0,2.46,48.43,4.1,0,98.5,0,4.93,1.64,18.06,3.28,0,5.75,1.64,4.93,0.82,2.46,0.82,0,112.46,0,0,50.07,1248.52,4.1,12.31,6.57,0,0,59.1,0,2.46,3.28,18.06,288.94,0,0,21.34,0,3.28
 36-46,0,0,0,0,26.59,0.81,0,236.87,2.42,8.86,5.64,53.17,0.81,0,4.03,2.42,1.61,0.81,1.61,0.81,1.61,121.66,0,3.22,41.09,1636.31,10.47,11.28,7.25,0,0,37.87,0,1.61,1.61,0.81,389.14,0,0,15.31,0,3.22
 48-58,0,0,0,0,16.64,2.87,0,327.07,2.3,4.02,2.3,71.15,1.15,0.57,1.15,2.87,1.72,1.72,2.3,1.72,1.72,140.01,0.57,6.31,25.25,1217.04,2.87,5.16,5.74,0,0,18.94,0,0.57,2.3,0,274.28,0,0,9.18,0,4.02
 60-70,0,0,0,0,30.43,5.89,0,546.71,7.85,10.8,5.89,100.12,0,0,2.94,4.91,0,2.94,0,1.96,0,207.1,0,10.8,24.54,1478.17,2.94,5.89,8.83,0,0,23.56,0,2.94,1.96,0,209.06,0,2.94,8.83,2.94,4.91
 72-82,0,0,0.98,0.98,24.54,32.39,0,430.95,2.94,4.91,4.91,116.82,5.89,0,1.96,3.93,2.94,4.91,7.85,1.96,3.93,235.6,6.87,5.89,23.56,856.99,3.93,11.78,13.74,0,0.98,25.52,0,0.98,0.98,0,89.33,1.96,6.87,17.67,2.94,3.93
 84-94,0,0,1.06,1.06,46.73,28.68,1.06,331.36,3.19,8.5,7.43,84.96,10.62,2.12,2.12,15.93,7.43,3.19,5.31,1.06,1.06,167.8,2.12,7.43,16.99,485.35,2.12,4.25,12.74,0,0,74.34,0,3.19,0,0,63.72,3.19,7.43,28.68,8.5,9.56
 96-106,1.09,0,2.19,0,38.25,31.69,0,242.61,6.56,7.65,6.56,74.31,7.65,0,5.46,9.84,7.65,5.46,9.84,4.37,3.28,156.28,4.37,7.65,9.84,379.22,3.28,13.11,15.3,0,0,50.27,0,3.28,2.19,0,25.14,3.28,4.37,16.39,5.46,8.74
108-118,0,0,0.77,0,52.85,24.51,4.6,166.98,6.13,7.66,4.6,81.96,9.96,0,3.83,16.85,5.36,9.19,3.83,1.53,1.53,125.62,3.06,6.13,20.68,468,0.77,11.49,14.55,0,0,47.49,0,2.3,0.77,0,14.55,8.43,1.53,14.55,2.3,7.66
120,0,0,0,0,43.12,19.6,1.96,143.06,3.92,7.84,3.92,72.51,7.84,0,1.96,25.48,1.96,1.96,7.84,0,0,139.14,1.96,11.76,21.56,403.72,5.88,5.88,5.88,0,1.96,50.95,0,3.92,0,0,13.72,1.96,1.96,21.56,5.88,1.96
