stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,289.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,6.13,208.41,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,18.39,6.13,0,0,6.13,0,24.52,0,0,0,0,0,0,0,0,0,0,0
  7-9,65.72,2.63,0,10.51,0,0,0,15.77,0,0,0,0,68.35,0,0,0,0,0,0,0,0,0,0,0,165.61,26.29,0,0,118.29,0,13.14,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,0,31.47,0,12.59,0,15.73,0,0,0,0,88.12,0,0,0,0,0,0,0,0,0,0,0,295.82,81.82,0,0,176.23,0,3.15,3.15,3.15,15.73,0,0,3.15,0,0,0,0,0
 14-21,0,0,0,2,18,5,0,4,0,0,3,1,7,2,0,4,0,0,0,0,3,0,0,2,30,7,1,1,0,0,4,0,5,0,0,1,25,0,0,0,0,0
 24-34,0,0,0.82,1.64,5.75,0,0,15.6,0,0.82,0.82,0,1.64,0,1.64,3.28,0.82,0.82,1.64,4.93,4.93,2.46,0,6.57,156.78,1.64,2.46,2.46,0,0,29.55,0,0,0.82,0,2.46,55.82,0,0,4.1,0,2.46
 36-46,0,0,0,0.81,4.03,0,0,20.14,0,0.81,9.67,0,0,0.81,1.61,2.42,0.81,0.81,0,4.03,8.06,0,0.81,3.22,321.46,0.81,3.22,0,0,0,22.56,0,0,0.81,0,0,77.34,0,0,0.81,0,1.61
 48-58,0,0,0,0,1.72,0,0,96.4,0,1.15,22.38,0,0,1.72,2.87,0,0.57,0,0,2.87,20.08,1.72,0.57,2.3,315.59,1.15,2.87,2.87,0,0,7.46,0,0,0.57,0,0,68.28,0,0,1.15,0,1.15
 60-70,0,0,0,0,1.96,0,0,236.55,0,0.98,23.56,0.98,0,0.98,1.96,1.96,2.94,0.98,0,0.98,30.43,2.94,0,1.96,397.52,0.98,3.93,3.93,0,0,13.74,0,0,0,0,0,82.45,1.96,3.93,3.93,0.98,2.94
 72-82,0,0,1.96,0,12.76,2.94,0,218.91,0.98,3.93,27.49,5.89,0,2.94,3.93,1.96,1.96,0,0,0,40.25,1.96,0.98,0.98,321.99,0,2.94,2.94,0,0.98,13.74,0,0,0.98,0,0,42.21,4.91,1.96,3.93,0.98,1.96
 84-94,0,0,1.06,0,13.81,2.12,0,151.87,2.12,2.12,30.8,9.56,0,1.06,5.31,1.06,2.12,2.12,1.06,0,48.85,2.12,3.19,0,200.73,1.06,3.19,5.31,0,1.06,50.98,0,0,2.12,1.06,0,36.11,2.12,4.25,5.31,3.19,1.06
 96-106,0,0,1.09,0,15.3,4.37,0,136.61,3.28,1.09,44.81,4.37,0,0,12.02,6.56,2.19,6.56,1.09,1.09,28.41,2.19,1.09,5.46,153,0,4.37,9.84,0,1.09,45.9,1.09,0,0,0,0,14.21,3.28,2.19,3.28,4.37,0
108-118,0,0,0.77,0,13.79,0.77,0.77,98.04,2.3,1.53,26.81,13.02,0,0,6.13,1.53,3.83,2.3,0.77,0.77,25.28,0.77,1.53,1.53,196.09,0,5.36,3.83,0,0.77,29.11,0,0,0,0,0,9.19,1.53,0,5.36,0.77,1.53
120,0,0,0,0,7.84,1.96,0,72.51,5.88,0,27.44,5.88,0,1.96,9.8,3.92,1.96,3.92,0,0,13.72,0,0,3.92,203.82,1.96,3.92,5.88,0,0,25.48,0,0,3.92,0,0,7.84,3.92,1.96,1.96,0,0
