stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,52.71,1106.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.71,0,0,0,0,0,0,0,0,0,0,0
  5-6,42.91,404.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0
  7-9,7.89,5.26,0,10.51,0,0,7.89,0,0,0,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,155.09,5.26,0,0,47.32,0,2.63,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,6.29,0,6.29,0,3.15,9.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.58,3.15,0,0,18.88,0,3.15,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,5,78,3,8,0,0,0,1,3,0,1,0,2,0,0,0,0,12,0,0,10,111,1,1,2,1,0,2,1,14,2,0,7,45,0,0,0,0,0
 24-34,0,0,0,1.64,21.34,0,24.63,0,0.82,0.82,9.03,0.82,0,0,0,5.75,0,0,0,3.28,21.34,0,0,7.39,247.08,3.28,8.21,2.46,0,0,15.6,0,0.82,3.28,0,1.64,74.7,0,0,4.93,0,0.82
 36-46,0,0,0,0,13.7,0.81,24.17,0,3.22,2.42,4.03,0,0,0.81,0,0.81,0.81,0.81,0,17.72,8.86,0.81,0,5.64,319.85,0,8.86,0.81,0,0,20.95,0.81,0,2.42,0,0,98.29,0,0,3.22,0,2.42
 48-58,0.57,0,0,0,11.48,0.57,59.68,0,7.46,1.15,12.62,0,1.15,0.57,0.57,0,0.57,1.15,0,28.69,32.13,0.57,0.57,4.02,356.33,0.57,8.03,1.72,0,0,20.66,0,0,0.57,0,0,75.74,0,0,2.87,0,4.59
 60-70,0,0,0,0,24.54,5.89,119.75,0,5.89,0,19.63,0.98,0,0,0.98,0,0,2.94,0,12.76,21.59,0,0,1.96,548.67,0,17.67,1.96,0,0.98,43.19,0,0,0,0,0,76.56,0.98,0,0.98,0,2.94
 72-82,0,0,0.98,0,17.67,16.69,135.47,0,8.83,1.96,31.41,8.83,1.96,0,0.98,2.94,1.96,3.93,1.96,15.71,29.45,0.98,0,2.94,365.18,0,18.65,4.91,0,0,49.08,0,0,0,0,0,48.1,1.96,0.98,4.91,0.98,5.89
 84-94,0,0,3.19,0,58.41,4.25,161.43,1.06,23.36,2.12,26.55,5.31,1.06,0,2.12,5.31,2.12,3.19,0,20.18,27.61,1.06,0,6.37,251.7,0,19.12,13.81,0,0,160.37,0,0,2.12,0,0,35.05,10.62,2.12,6.37,2.12,5.31
 96-106,0,0,2.19,0,46.99,13.11,136.61,1.09,17.49,2.19,30.6,14.21,0,1.09,3.28,12.02,1.09,4.37,3.28,14.21,29.51,2.19,0,0,205.46,0,22.95,17.49,0,0,142.07,0,0,0,1.09,0,13.11,4.37,1.09,9.84,2.19,0
108-118,0,0,0,0,79.66,6.89,137.87,0,40.6,0,22.21,23.74,0,0,1.53,15.32,8.43,14.55,1.53,13.79,32.94,4.6,0.77,3.06,263.49,2.3,17.62,12.26,0,0,212.17,0,0,0.77,0,0,6.89,19.15,0.77,8.43,1.53,3.06
120,0,0,1.96,1.96,54.87,5.88,97.99,0,27.44,5.88,19.6,19.6,0,3.92,0,3.92,1.96,5.88,0,13.72,25.48,3.92,0,5.88,248.89,1.96,9.8,13.72,0,0,121.51,0,0,3.92,0,0,15.68,3.92,0,7.84,0,0
