stage,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,26.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0,0
  5-6,30.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.91,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.03,0,0,0,5.26,0,7.89,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,9.44,0,0,0,0,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,25.18,0,0,0,50.35,0,6.29,0,0,6.29,0,9.44,0,0,0,0,0,0
 14-21,0,0,4,15,15,0,1,0,0,0,0,4,3,0,0,1,0,0,26,0,4,0,0,13,8,9,1,0,0,0,1,0,3,0,365,188,5,0,0,0,0,0
 24-34,0,0,0,18.88,263.49,0,18.88,224.09,0,2.46,4.1,0,3.28,0.82,0,2.46,0,1.64,27.09,1.64,23.8,2.46,0.82,36.12,163.35,3.28,4.93,4.93,0,0,10.67,0.82,0,0,255.29,238.05,27.09,0,0,4.93,0,0.82
 36-46,0,0,0,9.67,308.57,0,26.59,456.01,0.81,2.42,4.03,0.81,0.81,0.81,0,1.61,0.81,0,11.28,0.81,38.67,0,0.81,33.84,116.82,6.45,8.06,2.42,0,0,11.28,0,0,1.61,186.11,23.36,40.28,0,0,4.83,0,1.61
 48-58,0,0,0,10.9,840.62,0,81.48,448.14,1.72,1.72,12.62,1.72,0,0.57,1.72,0,0.57,0.57,3.44,2.3,61.4,0.57,0.57,24.67,226.08,2.3,5.16,4.02,0,0,18.94,0,0,0,144.6,0,55.66,0,0.57,2.3,0,3.44
 60-70,0,0,0,15.7,935.39,0,117.78,333.72,1.96,2.94,17.67,1.96,0.98,0.98,3.93,0.98,1.96,0,4.91,0.98,84.41,0,0.98,29.45,176.67,4.91,8.83,3.93,1.96,0,21.59,0,0,0,86.37,0,32.39,6.87,0,0,0,3.93
 72-82,0,0.98,0,15.71,795.15,0,75.59,249.34,1.96,1.96,14.72,7.85,0,1.96,5.89,2.94,0.98,3.93,11.78,0,101.11,1.96,1.96,21.6,133.51,0,6.87,10.8,0,1.96,5.89,0,0,0.98,53.01,0,7.85,31.41,1.96,6.87,0.98,4.91
 84-94,0,1.06,0,25.49,635.1,0,66.91,398.26,3.19,2.12,14.87,50.98,0,2.12,9.56,4.25,4.25,1.06,28.68,0,67.97,3.19,1.06,28.68,91.34,3.19,1.06,9.56,0,0,54.16,0,0,0,103.02,0,6.37,113.64,0,6.37,2.12,2.12
 96-106,0,0,0,37.16,627.29,0,69.94,661.17,8.74,3.28,24.04,57.92,0,3.28,5.46,7.65,4.37,4.37,24.04,1.09,106.01,4.37,2.19,36.06,139.88,3.28,10.93,13.11,1.09,0,45.9,0,0,1.09,101.63,0,1.09,167.21,2.19,12.02,7.65,8.74
108-118,0,1.53,0,34.47,467.24,6.89,56.68,511.66,2.3,0,25.28,97.28,0,0,2.3,3.06,2.3,0.77,45.96,1.53,73.53,1.53,1.53,36.77,128.68,4.6,5.36,13.79,0,0,23.74,0,0,0.77,85.79,0,1.53,148.6,1.53,5.36,2.3,5.36
120,0,0,0,7.84,560.5,3.92,45.08,297.89,3.92,1.96,9.8,54.87,0,1.96,1.96,0,3.92,0,39.2,0,45.08,0,1.96,37.24,66.63,3.92,5.88,13.72,0,0,5.88,0,1.96,0,27.44,0,1.96,52.91,1.96,5.88,0,0
