stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,79.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,6.13,42.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.44,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,1,0,157,11,0,3,0,0,0,11,1,0,0,0,0,0,0,0,0,4,0,0,1,35,0,0,0,0,3,0,1,0,1,5,42,0,0,11,0,0
 24-34,0,0,0,0.82,589.37,4.1,0,9.85,0,12.31,0,10.67,0,0,0,0,4.1,0,8.21,0.82,0,13.13,10.67,0,5.75,118.2,1.64,3.28,1.64,0,17.24,0,0,1.64,0,0,50.07,0,0,23.8,0,0
 36-46,0,0,0,0,706.57,0.81,0,17.72,0,49.15,0.81,4.03,0,0,0.81,0,3.22,0,12.09,0,0.81,8.86,11.28,0,4.83,93.46,0,2.42,0,0,17.72,0.81,0,0,0,0,53.17,0,0,8.06,0,0.81
 48-58,0,0,0,0,719.55,0.57,0,45.33,0.57,112.47,1.15,9.75,0,0.57,1.15,0.57,1.15,0,6.31,0.57,0,25.82,7.46,0,6.89,116.48,0,1.72,1.72,0,15.49,0,0,0.57,1.15,0,37.87,0,0,8.61,0,1.15
 60-70,0,0,0,0,751.85,0,0,33.37,0,101.1,0,8.83,0,0,0,0,0,0,2.94,0,0,24.54,16.69,0,3.93,88.34,0,1.96,0,0,11.78,0,0,0.98,0,0,16.69,0.98,0.98,4.91,0.98,2.94
 72-82,0,0,0,0,868.77,3.93,0,43.19,0.98,141.36,0.98,12.76,3.93,0,2.94,0.98,3.93,0,0.98,0.98,0,70.68,12.76,2.94,2.94,129.58,0,2.94,1.96,0,2.94,0,0,0,0,0,16.69,0.98,0.98,11.78,0.98,1.96
 84-94,0,0,0,0,1669.52,5.31,0,29.74,3.19,283.56,1.06,8.5,1.06,0,0,0,4.25,0,0,0,1.06,38.23,23.36,1.06,5.31,69.03,0,1.06,2.12,0,14.87,0,0,1.06,0,0,5.31,2.12,1.06,12.74,2.12,1.06
 96-106,0,0,0,0,2061.11,13.11,1.09,38.25,2.19,312.55,0,15.3,10.93,0,3.28,6.56,5.46,1.09,3.28,3.28,1.09,57.92,34.97,2.19,4.37,97.26,1.09,6.56,2.19,0,16.39,0,0,0,0,0,6.56,8.74,0,14.21,2.19,1.09
108-118,0,0,1.53,0,2151.59,2.3,0.77,18.38,0.77,445.79,0.77,16.09,17.62,0,2.3,3.83,4.6,2.3,0,3.06,0,45.96,16.09,0,1.53,79.66,0.77,7.66,1.53,0,10.72,0,0,3.06,0.77,0,4.6,4.6,0,9.19,3.06,0
120,0,0,0,0,1522.75,1.96,1.96,21.56,3.92,325.32,0,11.76,3.92,0,0,0,3.92,0,0,0,0,35.28,21.56,3.92,1.96,92.11,0,5.88,0,0,7.84,0,0,0,0,0,0,1.96,0,1.96,0,0
