stage,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,26.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,55.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,2.63,0,0,0,0,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,7.89,0,0,0,13.14,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.73,0,0,0,3.15,0,3.15,3.15,3.15,0,3.15,0,0,0,0,0,0
 14-21,0,0,0,5,1,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,27,0,0,0,0,0,7,6,0,0,7,6,0,0,0,0,0
 24-34,0,0.82,0,1.64,0,0,9.85,0,0,0,0.82,0,0,0.82,0,0.82,0,0,0,0,21.34,0,0,18.88,45.15,0,0,0,0,0,4.93,0,0.82,0,0.82,4.1,0,0,5.75,0,2.46
 36-46,0,0,0,5.64,0,0,11.28,0,0,0,1.61,0,0,0,0,0.81,0,0.81,0,0.81,64.45,0,0,9.67,41.09,0,0.81,0,0,0,18.53,0,0,0,0,1.61,0,0,0.81,0,0
 48-58,0,0.57,0,6.89,0,0,30.99,0,0,0.57,1.15,1.15,1.72,0,0,0.57,0,1.72,0,6.89,65.41,0,0,10.33,49.35,0,1.15,0,0,0,101.56,0,0,0,0,8.61,0,0,5.74,0,6.31
 60-70,0,0,0,25.52,0,0,92.26,0,4.91,0,3.93,2.94,0,0,0.98,3.93,0,1.96,0,4.91,63.8,1.96,0.98,5.89,73.61,0,0.98,0.98,0,0,148.21,0,0,0,0,7.85,0.98,0,3.93,0,5.89
 72-82,0,5.89,0.98,53.01,0.98,0,192.41,0.98,5.89,3.93,19.63,10.8,2.94,0,0.98,4.91,2.94,9.82,0,7.85,108.96,1.96,0.98,10.8,110.93,0,1.96,1.96,0,0,280.76,0,2.94,0,0,2.94,5.89,0,9.82,0.98,4.91
 84-94,0,5.31,1.06,88.15,0,1.06,140.19,1.06,14.87,1.06,6.37,10.62,4.25,0,0,8.5,1.06,14.87,1.06,8.5,82.84,3.19,1.06,11.68,53.1,0,4.25,1.06,0,0,539.52,0,4.25,1.06,0,3.19,18.05,0,8.5,2.12,6.37
 96-106,0,9.84,1.09,88.52,4.37,1.09,195.62,0,7.65,1.09,15.3,16.39,0,3.28,1.09,6.56,2.19,15.3,3.28,2.19,69.94,3.28,1.09,12.02,64.48,1.09,6.56,5.46,0,2.19,398.89,0,2.19,0,0,4.37,38.25,1.09,9.84,1.09,3.28
108-118,0,5.36,2.3,72,0,0.77,163.92,0.77,6.13,1.53,11.49,13.79,0,0.77,0.77,10.72,1.53,11.49,0,6.13,67.4,5.36,6.13,9.96,70.47,0,3.83,1.53,0,0.77,267.32,0,1.53,0.77,0,0.77,40.6,0.77,12.26,0,6.13
120,0,1.96,0,56.83,0,0,97.99,0,5.88,0,5.88,17.64,0,0,0,5.88,0,9.8,0,9.8,56.83,1.96,1.96,11.76,82.31,0,1.96,1.96,0,0,97.99,0,0,0,0,0,15.68,0,5.88,1.96,3.92
