stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,395.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0,0
  5-6,24.52,380.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,6.13,0,0,18.39,0,6.13,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,5.26,0,15.77,0,0,36.8,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,336.48,2.63,0,0,134.06,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,0,12.59,0,6.29,6.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.52,15.73,0,0,72.38,0,0,0,0,12.59,0,0,3.15,0,0,0,0,0
 14-21,0,0,0,5,23,2,3,0,0,0,0,2,0,0,0,0,0,0,0,0,12,0,0,8,86,4,0,2,1,0,3,1,8,0,0,11,34,0,0,1,0,0
 24-34,0,0,0,0.82,11.49,0,26.27,0,0,0,4.93,1.64,0,0.82,0,0.82,1.64,0.82,0.82,1.64,34.48,0.82,0,22.16,196.18,0,1.64,2.46,0,0,9.03,0,0,0,0.82,4.1,70.59,0,0,4.1,0,0
 36-46,0,0,0,0,6.45,0,33.03,0,0.81,0.81,8.06,0,0,0,0.81,0,0,1.61,0,0,37.87,0,0,16.11,116.82,1.61,2.42,1.61,0,0,3.22,0.81,0,0,0,0,41.89,0,0,2.42,0,1.61
 48-58,0,0,0,0,2.3,0,39.59,0,1.15,2.3,11.48,0.57,0,0,0.57,0,1.72,0.57,0.57,0.57,28.12,0,0,7.46,85.5,0,0.57,0.57,0,0,2.3,0.57,0,0,0,0,25.25,0,0,1.15,0,1.15
 60-70,0,0,0,0,2.94,0.98,36.32,0,1.96,0.98,11.78,0,0,0.98,2.94,0,0,0,0,1.96,31.41,0,0,4.91,59.87,0.98,0.98,0,0,0,3.93,0,0,0,0,0,20.61,0,0.98,0.98,0,0.98
 72-82,0,0,1.96,0,2.94,0.98,48.1,0,0.98,0.98,32.39,1.96,0,1.96,1.96,0.98,0.98,3.93,0,0,67.73,0.98,3.93,8.83,64.79,0,1.96,2.94,0,0,3.93,0,0,0,0,0,5.89,1.96,2.94,7.85,1.96,0
 84-94,0,0,0,0,10.62,3.19,40.36,0,2.12,3.19,26.55,4.25,0,0,4.25,4.25,3.19,3.19,1.06,2.12,36.11,0,1.06,10.62,40.36,1.06,0,2.12,0,0,19.12,0,0,2.12,0,0,3.19,0,1.06,4.25,2.12,1.06
 96-106,0,0,0,0,10.93,6.56,25.14,1.09,2.19,3.28,15.3,2.19,0,0,6.56,1.09,0,1.09,1.09,1.09,42.62,0,2.19,4.37,49.18,1.09,4.37,3.28,0,0,13.11,0,0,0,0,0,4.37,1.09,2.19,5.46,0,0
108-118,0,0,0,0,13.79,0,26.81,0,1.53,3.06,19.92,3.83,0,0.77,3.06,0,2.3,0.77,1.53,0.77,40.6,1.53,1.53,4.6,49.79,1.53,1.53,3.83,0,1.53,9.96,0.77,0,0,0,0,3.06,0.77,0.77,9.96,1.53,0.77
120,0,0,1.96,0,9.8,1.96,11.76,0,0,3.92,3.92,0,0,0,9.8,3.92,3.92,0,0,0,43.12,1.96,0,3.92,33.32,1.96,0,3.92,0,0,11.76,1.96,0,1.96,0,0,1.96,0,0,13.72,7.84,3.92
