stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,92.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,30.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,5.26,0,0,0,0,0,5.26,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,47.32,2.63,0,0,13.14,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,0,3.15,0,0,0,12.59,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,69.23,9.44,0,0,28.32,0,0,0,3.15,0,0,0,0,0,0,0,0
 14-21,0,0,0,1,10,0,0,3,0,0,0,3,1,0,0,0,0,0,0,0,0,2,0,0,5,59,0,0,2,1,0,3,5,0,0,11,30,0,0,0,0,0
 24-34,0,0,0.82,0,6.57,0,0,22.98,0,2.46,0.82,0,0,0,1.64,1.64,0,0,0,0,0.82,9.85,0,0,4.93,133.8,2.46,2.46,1.64,0,0,19.7,0,1.64,0.82,1.64,35.3,0,0,4.93,0,1.64
 36-46,0,0,0,0,2.42,0.81,0,27.39,0,0,1.61,10.47,0,0,0.81,1.61,1.61,0,0,0,1.61,12.09,0,0.81,3.22,203.03,0,0.81,0.81,0,0,17.72,0,1.61,0,0,50.76,0,0,4.03,0,0
 48-58,0,0,0,0,2.3,1.15,0,57.38,1.15,0,3.44,22.38,0.57,0,1.72,1.15,1.15,1.15,0,0,2.3,33.85,0.57,1.15,8.61,237.56,0.57,0.57,2.3,0,0,12.05,0,0,0.57,0,48.2,0,0,5.74,0,4.59
 60-70,0,0,0,0,5.89,0,0,93.24,0.98,2.94,0.98,52.02,0.98,0,0,3.93,0,5.89,1.96,0,0,38.28,0,0.98,2.94,246.36,0,0.98,0.98,0,0,10.8,0,0.98,1.96,0,31.41,0,1.96,5.89,0,4.91
 72-82,0,0,2.94,0,8.83,4.91,0,100.13,1.96,0,2.94,47.12,1.96,0,3.93,6.87,0.98,0.98,0.98,0,0,58.9,0.98,4.91,3.93,221.86,2.94,4.91,5.89,0,0.98,23.56,0,0,0,0,19.63,0,1.96,14.72,4.91,2.94
 84-94,0,0,1.06,0,14.87,3.19,0,78.59,1.06,1.06,4.25,40.36,3.19,0,0,7.43,2.12,7.43,1.06,0,2.12,33.99,0,2.12,5.31,143.38,0,4.25,5.31,0,1.06,47.79,0,6.37,0,0,8.5,1.06,1.06,10.62,2.12,0
 96-106,0,0,0,0,13.11,4.37,0,50.27,0,0,0,26.23,7.65,0,2.19,8.74,2.19,3.28,0,3.28,6.56,28.41,0,2.19,3.28,92.89,0,3.28,2.19,0,1.09,39.34,0,3.28,0,0,6.56,1.09,1.09,14.21,2.19,1.09
108-118,0,0,0.77,0,12.26,3.06,3.83,45.96,0,2.3,1.53,23.74,6.13,0,0.77,5.36,2.3,4.6,0.77,1.53,1.53,26.81,0.77,3.83,3.06,88.85,0.77,3.06,4.6,0,0,37.53,0,2.3,3.83,0,1.53,1.53,0.77,6.89,0,0.77
120,0,0,0,0,19.6,3.92,0,31.36,0,1.96,1.96,29.4,3.92,0,0,5.88,1.96,0,1.96,0,0,23.52,1.96,0,3.92,127.39,0,3.92,5.88,0,0,35.28,0,0,0,0,3.92,1.96,0,5.88,3.92,0
