stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,13.18,65.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,6.13,79.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,15.77,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,55.2,2.63,0,0,23.66,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,3.15,0,0,3.15,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,56.65,6.29,0,0,25.18,0,0,0,12.59,0,0,0,0,0,0,0,0
 14-21,0,0,1,4,60,15,15,0,2,0,16,0,0,0,0,0,0,1,0,0,31,0,0,19,263,6,1,4,8,0,3,49,4,2,33,108,0,0,1,0,0
 24-34,0,0,0,1.64,7.39,0.82,9.03,0,0,0,5.75,0,0,0,0,0.82,0,0.82,0,0,15.6,0,0,8.21,104.25,1.64,1.64,1.64,0,0,5.75,0,0,0,0.82,27.09,0,0,5.75,0,0
 36-46,0,0,0,0,4.03,0,36.26,0,0.81,1.61,1.61,0,0,0,0,0,0,0,0,0,24.17,0.81,0,2.42,155.49,0,2.42,0,0,0,5.64,0,0,0,0,38.67,0,0,3.22,0,0.81
 48-58,0,0,0,0,0.57,0,40.74,0,0.57,0,10.33,0.57,0,0,0,0,0,0,0,0.57,29.26,0.57,0.57,7.46,134.84,0,2.3,1.15,0,0,1.72,0,0,0,0,19.51,0,0,1.72,0,0
 60-70,0,0,0,0,2.94,0,31.41,0.98,0,0,15.7,0,0.98,0,0,0,0,0,0,0,28.46,0,1.96,4.91,66.74,0,0.98,0.98,0,0.98,0.98,0,1.96,0,0,7.85,0,1.96,0.98,0,0
 72-82,0,0,0,0,2.94,1.96,46.14,0,0,0.98,27.49,0,0,0,0,0,0,0.98,0.98,0,51.05,0,0,1.96,114.85,0.98,8.83,2.94,0,0.98,4.91,0,0,0,0,4.91,0,1.96,0,0,2.94
 84-94,0,0,0,0,2.12,2.12,12.74,0,0,0,14.87,0,0,0,1.06,0,2.12,0,0,0,16.99,0,0,2.12,37.17,0,2.12,2.12,0,0,6.37,0,0,0,0,5.31,0,1.06,2.12,0,0
 96-106,0,0,0,0,5.46,2.19,13.11,0,0,1.09,9.84,1.09,0,1.09,2.19,1.09,0,0,1.09,0,17.49,1.09,1.09,2.19,46.99,0,3.28,2.19,0,0,13.11,0,0,0,0,2.19,0,0,5.46,1.09,1.09
108-118,0,0,0,0,3.06,0.77,10.72,0,4.6,0.77,9.96,0,0,0,0,0,0.77,0,0,0,13.02,0,0,1.53,32.17,0,0.77,2.3,0,0,4.6,0,0,0.77,0,1.53,0.77,0,3.06,1.53,0
120,0,0,0,0,0,0,7.84,1.96,3.92,3.92,7.84,0,0,0,1.96,0,0,0,0,0,13.72,0,0,0,31.36,0,0,0,0,0,5.88,0,0,0,0,3.92,0,0,1.96,0,0
