stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,52.71,1620.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.71,0,0,0,0,0,0,0,0,0,0
  5-6,79.69,937.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.52,6.13,0,0,6.13,0,12.26,0,0,0,0,0,0,0,0,0,0
  7-9,28.92,31.54,0,99.89,0,2.63,0,123.55,0,0,0,0,0,73.6,0,0,0,0,0,0,0,0,0,0,0,964.74,34.17,0,0,512.6,0,5.26,7.89,0,0,0,0,0,0,0,0,0
 10-12,0,44.06,0,88.12,0,18.88,0,97.56,0,0,0,0,0,18.88,0,0,0,0,0,0,0,0,0,0,0,972.41,31.47,0,0,365.05,0,3.15,6.29,3.15,47.2,3.15,6.29,0,0,0,0,0
 14-21,0,0,0,3,38,13,0,13,0,0,0,7,4,0,0,0,2,0,0,0,0,19,0,0,19,311,14,3,6,9,0,11,2,34,2,23,100,0,0,4,0,0
 24-34,0,0,0,0,9.85,1.64,0,81.26,0,1.64,0,13.95,0,0,3.28,2.46,4.93,0,3.28,0,0.82,54.18,0.82,0.82,27.91,532.74,3.28,4.93,9.03,0,0,23.8,0,0.82,1.64,2.46,126.41,0,0,13.13,0,3.28
 36-46,0,0,0.81,0,4.03,2.42,0,182.08,0,0.81,0,12.89,0,0,0.81,0.81,0,1.61,0,0.81,0.81,49.95,1.61,0.81,13.7,427,2.42,3.22,3.22,0,0,3.22,0,0.81,0,0,107.96,0,0,7.25,0,2.42
 48-58,0,0,0,0,4.02,0.57,0,204.85,0,0.57,1.72,21.23,1.15,0,1.15,0,0,0.57,1.72,0.57,0,62.54,0.57,1.15,15.49,188.78,1.15,2.3,0.57,0,0,4.02,0,0,0.57,0,35,0,0,6.31,0,1.72
 60-70,0,0,0,0,8.83,0,0,181.58,0,1.96,0.98,52.02,0,0,0,1.96,0,0.98,0.98,0.98,0,41.22,0.98,1.96,2.94,141.34,0,1.96,0.98,0,0,0.98,0,0,0,0,19.63,0,0,3.93,0,1.96
 72-82,0,0,0.98,0,8.83,0.98,0,72.64,0,0.98,0.98,77.55,0,0,0.98,0.98,0.98,0,0,0,0,76.57,0,0.98,13.74,115.84,0.98,0.98,3.93,0,0.98,2.94,0,0,0,0,6.87,0.98,1.96,7.85,0,1.96
 84-94,0,0,1.06,0,8.5,1.06,0,46.73,2.12,2.12,0,46.73,6.37,0,1.06,3.19,1.06,2.12,1.06,1.06,1.06,50.98,0,7.43,7.43,65.85,0,2.12,4.25,0,0,3.19,0,0,2.12,0,4.25,0,0,10.62,0,1.06
 96-106,0,0,0,0,5.46,3.28,2.19,48.09,0,1.09,0,44.81,4.37,0,0,4.37,0,1.09,0,0,0,38.25,0,1.09,4.37,61.2,0,4.37,1.09,0,0,2.19,0,0,0,0,7.65,0,0,6.56,3.28,0
108-118,0,0,0,0,7.66,2.3,0,22.98,0,2.3,0.77,62.04,3.83,0,0,3.06,0,2.3,0,0,0,17.62,0.77,2.3,3.06,78.13,1.53,1.53,5.36,0,1.53,4.6,0,0,1.53,0,0.77,0,0,3.06,0.77,0
120,0,0,0,0,7.84,0,0,29.4,0,0,0,31.36,5.88,0,0,3.92,0,0,0,0,0,19.6,0,3.92,3.92,64.67,0,3.92,3.92,0,1.96,1.96,0,0,0,0,3.92,0,0,5.88,0,0
