stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,289.91,5205.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289.91,0,0,0,0,0,0,0,0,0,0,0
  5-6,306.48,2899.32,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.56,6.13,0,0,12.26,0,79.69,0,0,0,0,0,0,0,0,0,0,0
  7-9,49.95,28.92,0,65.72,0,0,0,110.41,0,0,0,0,0,39.43,0,0,0,0,0,0,0,0,0,0,0,1269.67,115.66,0,0,446.88,0,23.66,7.89,0,0,0,0,0,0,0,0,0,0
 10-12,0,47.2,0,103.85,0,12.59,0,110.14,0,0,0,0,0,62.94,0,0,0,0,0,0,0,0,0,0,0,1699.36,195.11,0,0,519.25,0,25.18,3.15,9.44,47.2,0,12.59,3.15,0,0,0,0,0
 14-21,1,0,5,21,1234,79,0,80,0,6,0,39,11,16,8,4,32,0,1,1,4,175,8,0,161,1268,348,9,26,26,0,349,2,158,37,92,397,633,0,0,21,0,3
 24-34,0.82,0,4.1,13.13,943.16,34.48,0,266.78,22.16,75.52,9.85,75.52,6.57,3.28,20.52,19.7,44.33,2.46,18.88,7.39,22.16,480.2,31.19,2.46,265.96,2973.14,59.92,33.66,49.25,0,2.46,960.4,0,3.28,37.76,108.35,207.68,925.1,0,0,105.89,0,21.34
 36-46,0,0,1.61,1.61,485.82,16.11,0,654.2,36.26,112.79,25.78,121.66,4.83,0,20.14,44.31,22.56,6.45,16.92,5.64,32.23,621.98,25.78,10.47,215.92,4166.92,48.34,37.87,33.84,0,1.61,884.62,0.81,0,16.11,91.04,11.28,1160.16,0,0.81,63.65,0.81,22.56
 48-58,1.15,0,4.02,1.72,442.98,16.64,0,1069.57,21.23,170.99,40.74,215.18,4.59,2.87,14.35,32.71,14.35,15.49,13.77,5.16,28.12,818.82,21.23,17.21,178.45,3726.86,27.54,29.84,28.12,0,2.3,750.54,0,0.57,9.75,64.27,0,899.73,0,4.59,61.97,0.57,32.13
 60-70,0.98,0,5.89,0.98,438.74,14.72,0,1731.4,57.91,148.21,26.5,219.86,23.56,2.94,17.67,43.19,16.69,33.37,15.7,7.85,12.76,912.82,20.61,37.3,115.82,4060.56,17.67,20.61,32.39,0.98,9.82,593.82,0,0,15.7,38.28,0,576.15,7.85,16.69,51.04,4.91,22.58
 72-82,0,0,18.65,0,573.29,50.06,1.96,1634.47,49.08,175.72,48.1,282.72,61.84,0.98,18.65,83.44,46.14,41.23,31.41,9.82,5.89,1140.69,43.19,41.23,120.74,3426.98,12.76,44.17,69.7,0,10.8,661.64,0,0,16.69,11.78,0,298.43,27.49,35.34,114.85,38.28,23.56
 84-94,0,0,10.62,3.19,902.73,40.36,5.31,983.45,62.66,299.49,44.61,198.6,83.9,7.43,10.62,92.4,75.4,52.04,15.93,15.93,22.3,755.11,33.99,42.48,87.09,1683.33,18.05,35.05,65.85,0,5.31,1445.43,1.06,0,11.68,15.93,0,166.74,61.6,35.05,79.65,30.8,24.43
 96-106,0,0,18.58,3.28,1160.6,61.2,3.28,815.26,68.85,330.04,32.79,229.5,100.54,0,21.86,142.07,98.36,33.88,34.97,20.76,15.3,607.62,59.01,31.69,66.66,1450.21,20.76,52.46,85.24,1.09,17.49,1422.89,0,0,17.49,25.14,0,93.98,91.8,27.32,98.36,49.18,32.79
108-118,0,0,7.66,3.83,1104.52,38.3,27.57,546.9,63.57,440.43,30.64,173.87,101.87,0.77,5.36,116.43,108.77,50.55,23.74,16.85,21.45,507.07,36.77,20.68,75.83,1713.46,16.85,32.94,56.68,0,8.43,1219.41,0,0,18.38,25.28,0,64.34,111.83,16.09,78.13,21.45,24.51
120,1.96,0,7.84,0,756.48,52.91,11.76,513.46,47.03,303.77,21.56,152.86,80.35,0,7.84,152.86,39.2,25.48,19.6,15.68,7.84,399.8,27.44,17.64,92.11,1726.57,11.76,27.44,39.2,0,7.84,662.41,0,1.96,13.72,11.76,0,74.47,25.48,11.76,62.71,17.64,3.92
