stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,184.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.36,0,0,0,0,0,0,0,0,0,0
  5-6,0,171.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,5.26,0,0,0,0,0,44.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.69,0,0,0,36.8,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,25.18,0,25.18,0,0,0,119.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,959.83,0,0,0,125.88,0,0,0,0,15.73,0,0,0,0,0,0,0
 14-21,0,0,1,2,14,12,0,22,0,0,0,14,0,0,0,0,0,0,0,0,0,1,0,0,2,1231,0,16,6,1,0,1,0,1,0,2,617,0,0,0,0,0
 24-34,0,0,1.64,0,1.64,4.1,0,157.6,0,0,0,15.6,0,0,0,0,1.64,0,0,0.82,0.82,7.39,0,0,3.28,2995.3,0.82,42.68,10.67,0,0,1.64,0,0,0,0,815.93,0,0,4.1,0,0
 36-46,0,0,0,0.81,4.03,2.42,0,704.15,0,0,1.61,45.92,0,0.81,1.61,0.81,0,0,0.81,0.81,1.61,6.45,0,0,3.22,5045.1,0,44.31,3.22,0,0,4.03,0.81,0,0,0,1069.12,0,0,0,0,1.61
 48-58,0.57,0,0,0,16.64,8.03,0,1542.96,1.15,1.15,1.72,135.99,0,0,0.57,0,2.3,0,1.72,0.57,0.57,30.41,0,1.72,4.59,4896.28,0.57,21.23,8.61,0,0,0.57,0,0,1.15,0,1042.6,0,0,2.87,0,3.44
 60-70,0,0,0,0,7.85,16.69,0,2133.83,1.96,0,1.96,121.71,0,0,0.98,1.96,0,0.98,5.89,0,0,24.54,0.98,0,3.93,4237.23,0,22.58,10.8,0,0.98,0.98,0,0,0,0,658.6,0,0,0.98,0,0
 72-82,0,0,4.91,0,18.65,34.36,0,1918.17,0.98,0.98,2.94,116.82,2.94,0.98,1.96,2.94,0.98,0.98,3.93,0.98,0.98,39.27,0,3.93,2.94,3638.04,0,30.43,29.45,0,0,0.98,0,0,0,0,348.49,2.94,4.91,7.85,0.98,0.98
 84-94,0,0,0,0,16.99,39.3,0,1101.33,0,4.25,2.12,115.76,2.12,0,0,10.62,5.31,2.12,1.06,0,2.12,35.05,0,5.31,5.31,1921.23,1.06,8.5,32.92,0,0,3.19,0,0,0,0,195.41,2.12,3.19,4.25,2.12,0
 96-106,0,0,0,0,20.76,48.09,0,778.11,0,0,0,95.08,3.28,1.09,0,16.39,3.28,1.09,8.74,4.37,1.09,27.32,0,1.09,4.37,1461.14,1.09,30.6,28.41,0,1.09,5.46,0,0,0,0,68.85,2.19,1.09,1.09,2.19,2.19
108-118,0,0,1.53,0,17.62,34.47,1.53,573.71,0.77,2.3,0,45.96,2.3,0,1.53,16.85,3.83,1.53,3.83,1.53,0,10.72,0,0,1.53,1585.54,0,20.68,17.62,0,0,2.3,0,0,0.77,0,47.49,1.53,0,1.53,0,1.53
120,0,0,0,0,25.48,23.52,1.96,429.19,0,0,1.96,43.12,0,0,1.96,11.76,0,0,1.96,0,0,21.56,0,0,3.92,1301.3,0,13.72,7.84,0,0,1.96,0,0,0,0,47.03,1.96,0,3.92,0,1.96
