stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,13.18,52.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,24.52,24.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,0,0,89.38,0,0,0,0,0,0,0,0,0,97.26,0,0,0,0,0,0,0,0,0,0,0,23.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,37.76,0,0,0,0,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,66.09,0,0,0,37.76,0,0,0,22.03,0,3.15,0,0,0,0,0,0
 14-21,0,0,0,1,33,25,0,1,0,0,0,0,2,0,16,0,0,0,0,1,0,101,0,0,41,11,0,0,0,1,0,0,11,0,0,5,11,0,0,42,0,0
 24-34,0,0,0,0,28.73,8.21,0,6.57,0,2.46,1.64,0.82,0,0,27.91,0,0,0,0.82,1.64,0.82,438.34,0,1.64,85.37,64.85,0.82,0,0,0,0.82,0.82,0,0.82,0.82,0.82,10.67,0,0,227.38,0,0
 36-46,0,0,0,0,16.11,2.42,0,12.89,0,3.22,8.06,8.86,4.03,0,34.64,0,0.81,2.42,0,0.81,0,551.08,0,17.72,167.58,66.06,0.81,0,0,0,1.61,0.81,0.81,0,0,0,12.89,0,4.03,232.03,0.81,0
 48-58,0,0,0,0,12.62,1.72,0,29.26,0,5.74,18.36,6.31,0.57,0,34.43,0.57,0,5.74,0.57,0,0.57,795.29,0.57,25.25,134.27,83.2,0,0.57,0.57,0,4.59,0.57,0,0.57,1.15,0,12.05,0,7.46,197.39,0,0.57
 60-70,0.98,0,0,0,14.72,3.93,0,35.33,0.98,4.91,22.58,7.85,0.98,0,20.61,2.94,0,6.87,0,2.94,0,1080.66,0,31.41,112.88,72.63,0,0,0,0,19.63,0,0,0.98,0,0,3.93,0,28.46,171.77,10.8,0
 72-82,0,0,0,0,9.82,14.72,0,89.33,4.91,5.89,44.17,21.6,0.98,0,24.54,0.98,0,5.89,0.98,0.98,0.98,1227.08,0,48.1,113.87,87.37,0.98,0,2.94,0,28.47,0.98,0.98,0,0.98,0,2.94,0.98,50.06,330.82,22.58,2.94
 84-94,0,0,0,0,22.3,7.43,0,104.08,0,11.68,20.18,6.37,0,1.06,24.43,3.19,1.06,6.37,1.06,0,0,746.61,0,40.36,64.78,50.98,1.06,1.06,2.12,0,16.99,1.06,0,0,0,0,2.12,0,31.86,270.82,28.68,0
 96-106,0,0,0,0,18.58,6.56,1.09,80.87,2.19,7.65,16.39,14.21,1.09,0,29.51,2.19,0,8.74,3.28,3.28,1.09,736.58,0,36.06,57.92,88.52,0,0,2.19,0,48.09,3.28,0,4.37,0,0,2.19,1.09,39.34,325.67,36.06,0
108-118,0,0,0.77,0,13.02,5.36,0,48.26,1.53,9.19,15.32,14.55,0.77,0,13.79,4.6,0,6.89,0,0,0,617.37,0.77,28.34,49.02,72,0.77,0,3.83,0,52.09,1.53,0,2.3,0.77,0,1.53,0,22.21,258.13,10.72,0
120,0,0,0,0,11.76,1.96,0,35.28,3.92,7.84,7.84,3.92,0,0,19.6,0,0,1.96,1.96,0,0,480.15,1.96,33.32,35.28,62.71,0,0,5.88,0,39.2,0,0,0,0,0,1.96,1.96,31.36,244.97,31.36,0
