stage,axial,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  7-9,0,0,2.63,0,0,0,0,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,21.03,2.63,0,0,10.51,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.65,18.88,0,0,18.88,0,0,3.15,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,4,50,6,0,13,0,0,0,1,1,0,0,0,0,0,0,0,0,9,0,0,5,95,167,0,1,2,0,0,1,3,0,0,6,40,0,0,2,0,0
 24-34,0,0.82,0.82,13.13,0.82,0,20.52,0,0,0,3.28,0.82,0,0.82,0,0.82,0,0,0,0,11.49,0.82,0,6.57,229.84,94.4,1.64,2.46,0,0,2.46,0,0,1.64,0,3.28,73.06,0,0,4.1,0,0
 36-46,0,0,0,5.64,0,0,24.98,0,0,0.81,3.22,0,0,0,0,0,0.81,0,0.81,0,17.72,0,0,3.22,205.45,106.35,2.42,0,0,0,1.61,0,0,0,0,0.81,38.67,0,0,3.22,0,0.81
 48-58,1.72,0,0,4.02,0,0,43.61,0,1.15,0.57,22.38,0,0,0,0,0,0,0,0,0.57,22.38,0,1.15,2.87,154.93,102.14,1.15,1.15,0,0.57,1.15,0.57,0,0,0,0,40.17,0,0.57,1.15,0,0
 60-70,0.98,0,0,5.89,0,0,32.39,0,0,0,28.46,0,0,0.98,0,0,0,1.96,0,0,27.48,0,1.96,0.98,90.3,105.02,0,2.94,0,0,0.98,0,0,1.96,0,0,10.8,0,1.96,0,0,0
 72-82,0,0,0,3.93,0,0,29.45,0.98,0,0.98,24.54,0.98,0.98,0,0,0.98,0,0,0,0,28.47,0,0.98,0,107.98,83.44,0.98,2.94,0,0,1.96,0,0,2.94,0,0,5.89,0,0.98,0,0.98,0
 84-94,1.06,1.06,0,6.37,0,0,16.99,0,3.19,0,16.99,2.12,0,0,0,0,0,1.06,1.06,0,13.81,0,1.06,0,37.17,141.25,0,4.25,0,1.06,3.19,0,0,0,1.06,0,5.31,0,1.06,0,0,0
 96-106,0,0,0,7.65,0,0,14.21,0,0,1.09,15.3,1.09,0,0,2.19,1.09,1.09,1.09,0,0,25.14,0,1.09,2.19,28.41,111.47,2.19,2.19,0,3.28,0,0,0,0,0,0,2.19,0,0,0,0,0
108-118,0,0,0,3.83,0,0.77,17.62,0,0.77,0.77,14.55,1.53,0,0,1.53,0,0,1.53,0.77,0.77,13.79,0,2.3,2.3,45.96,132.51,1.53,5.36,0,0.77,3.06,0,0,0,0,0,0.77,0.77,0.77,2.3,1.53,0.77
120,1.96,0,0,3.92,0,0,19.6,0,1.96,0,11.76,1.96,0,0,1.96,0,0,0,0,1.96,13.72,0,0,0,37.24,188.14,0,7.84,0,0,3.92,0,0,0,0,0,0,3.92,0,1.96,0,0
