stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,52.71,1054.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.42,0,0,0,0,0,0,0,0,0,0,0
  5-6,147.11,1783.72,0,12.26,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,85.81,12.26,0,0,6.13,0,24.52,0,0,0,0,0,0,0,0,0,0,0
  7-9,63.09,86.75,0,157.72,0,2.63,0,331.22,0,0,0,0,0,113.03,0,0,0,0,0,0,0,0,0,0,0,2055.65,92,0,0,893.76,0,5.26,10.51,0,0,0,0,0,0,0,0,0,0
 10-12,0,125.88,0,226.58,0,25.18,0,361.9,0,0,0,0,0,69.23,0,0,0,0,0,0,0,0,0,0,3.15,3090.32,138.47,0,0,1110.88,0,3.15,22.03,9.44,144.76,0,6.29,6.29,0,0,0,0,0
 14-21,0,1,3,45,931,249,0,450,0,1,0,73,34,18,9,7,10,1,2,3,12,359,0,0,295,4070,125,20,74,127,0,20,8,796,69,44,953,1278,0,0,36,0,8
 24-34,0,0,2.46,17.24,230.66,36.94,0,698.55,0,5.75,9.03,87.01,14.78,1.64,10.67,15.6,18.06,4.93,13.95,13.13,15.6,492.51,4.1,0.82,234.76,4116.59,22.98,32.01,45.97,0,1.64,68.95,0,8.21,15.6,9.03,176.48,971.89,0,0,135.44,0,13.95
 36-46,0,0,2.42,2.42,73.32,11.28,0,1007.89,1.61,2.42,22.56,163.55,10.47,0,10.47,21.75,3.22,8.86,9.67,7.25,7.25,478.57,1.61,7.25,136.96,3413.62,12.89,32.23,33.84,0.81,1.61,67.68,4.03,1.61,11.28,1.61,3.22,873.35,0,1.61,53.98,0,9.67
 48-58,0.57,0,0.57,0.57,59.1,8.03,0,1319.75,0.57,9.75,28.12,232.96,9.75,1.15,9.18,25.82,4.59,6.31,12.62,5.74,5.16,630.61,1.72,17.21,124.52,2202.84,6.89,16.07,25.25,0,1.15,36.72,0.57,0,7.46,0.57,0,554.87,0,4.02,59.68,0.57,12.62
 60-70,0,0,3.93,0,73.61,6.87,0.98,1350.57,4.91,9.82,21.59,240.47,24.54,0,13.74,25.52,6.87,4.91,13.74,10.8,9.82,685.1,1.96,35.33,77.54,1625.4,1.96,18.65,20.61,0,5.89,57.91,0.98,0,4.91,1.96,0,224.77,1.96,10.8,38.28,6.87,12.76
 72-82,0,0,13.74,0,118.78,32.39,0.98,890.37,4.91,6.87,30.43,265.05,43.19,0.98,14.72,71.66,17.67,13.74,24.54,9.82,6.87,815.76,6.87,33.38,122.71,1304.63,1.96,28.47,25.52,0.98,2.94,66.75,0.98,0,13.74,1.96,0,102.09,7.85,19.63,98.17,19.63,10.8
 84-94,0,0,13.81,5.31,215.59,22.3,7.43,676.52,3.19,29.74,28.68,194.35,69.03,1.06,9.56,99.83,25.49,15.93,18.05,14.87,9.56,576.69,16.99,28.68,111.51,786.97,10.62,31.86,26.55,0,4.25,253.83,0,0,12.74,2.12,0,76.47,42.48,16.99,108.33,21.24,11.68
 96-106,0,0,17.49,4.37,261.19,31.69,2.19,453.53,3.28,18.58,30.6,174.86,86.33,0,24.04,150.81,26.23,20.76,20.76,17.49,4.37,566.09,6.56,15.3,111.47,668.82,6.56,39.34,36.06,0,12.02,234.96,3.28,0,26.23,2.19,0,26.23,26.23,20.76,132.23,26.23,15.3
108-118,0,0,5.36,3.83,322.47,36.77,8.43,416.68,5.36,55.15,21.45,160.09,58.98,0,9.96,130.21,29.11,32.17,15.32,22.21,10.72,554.56,6.89,18.38,112.6,823.41,13.79,29.87,35.23,0,6.89,210.64,0.77,0,18.38,3.83,0,30.64,28.34,6.89,94.21,13.79,32.94
120,1.96,0,7.84,3.92,288.09,56.83,0,301.81,3.92,35.28,29.4,143.06,50.95,0,5.88,129.35,21.56,13.72,5.88,27.44,1.96,444.87,5.88,17.64,103.87,740.8,27.44,15.68,27.44,0,7.84,197.94,1.96,0,21.56,1.96,0,27.44,15.68,13.72,103.87,15.68,7.84
