stage,axial,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
 14-21,0,0,4,34,7,0,33,0,0,0,3,2,0,1,0,1,0,0,0,3,16,0,0,21,177,0,0,3,3,0,2,1,13,1,1,25,53,0,0,1,0,0
 24-34,0,0.82,9.03,20.52,2.46,0,89.47,0,1.64,1.64,10.67,4.1,0,4.1,0,2.46,0.82,2.46,1.64,1.64,134.62,0,0.82,47.61,416.17,4.1,3.28,9.03,0,0.82,9.85,0,0,8.21,1.64,7.39,90.29,0,0,27.09,0,1.64
 36-46,0,1.61,0.81,22.56,1.61,0,89.43,4.03,0,2.42,33.84,3.22,0.81,4.83,0.81,0.81,2.42,2.42,1.61,5.64,189.33,0.81,5.64,51.56,429.42,11.28,3.22,6.45,0,0,4.83,0,0,7.25,0,0,107.96,0,0.81,31.42,0,4.03
 48-58,0.57,0,0,17.21,0,0,109.6,2.87,2.87,9.18,59.68,2.87,0,8.03,0,1.72,2.3,1.72,1.15,5.16,224.36,0,8.03,40.74,398.22,2.87,3.44,5.74,0,1.15,6.31,0,0,2.3,2.3,0,112.47,0,0.57,25.82,0,5.74
 60-70,0,0,0,19.63,0,0,173.73,1.96,4.91,10.8,132.51,4.91,0,3.93,1.96,0,2.94,5.89,3.93,0.98,318.99,1.96,5.89,40.24,609.53,8.83,7.85,14.72,0,1.96,2.94,0,0,0,1.96,0,94.23,0,11.78,25.52,0.98,14.72
 72-82,0,3.93,0,44.17,2.94,0,175.72,5.89,13.74,17.67,244.43,9.82,1.96,13.74,6.87,6.87,3.93,8.83,1.96,4.91,483.96,3.93,20.61,67.73,685.2,3.93,8.83,23.56,0,3.93,9.82,0,0,8.83,0,0,81.48,2.94,12.76,65.77,17.67,4.91
 84-94,0,3.19,0,66.91,5.31,2.12,175.24,5.31,18.05,9.56,135.94,15.93,0,8.5,6.37,18.05,9.56,11.68,5.31,2.12,292.06,5.31,23.36,38.23,364.28,14.87,8.5,31.86,0,3.19,43.54,0,0,12.74,2.12,0,48.85,3.19,12.74,55.23,14.87,4.25
 96-106,0,4.37,0,85.24,8.74,2.19,179.23,5.46,13.11,9.84,192.34,22.95,0,12.02,24.04,14.21,12.02,16.39,4.37,2.19,357.36,4.37,16.39,42.62,365.01,12.02,18.58,36.06,0,7.65,53.55,0,0,13.11,3.28,0,27.32,8.74,9.84,72.13,27.32,7.65
108-118,0,0,0.77,101.87,8.43,9.19,152.43,10.72,21.45,11.49,155.49,22.98,0,3.06,16.85,17.62,13.02,15.32,10.72,3.83,301.79,4.6,13.79,48.26,444.26,11.49,12.26,40.6,0,9.19,25.28,0,0,8.43,5.36,0,29.11,8.43,9.19,62.04,11.49,9.96
120,0,1.96,0,133.27,13.72,1.96,162.66,11.76,25.48,11.76,150.9,43.12,0,7.84,17.64,9.8,9.8,7.84,5.88,1.96,244.97,3.92,13.72,58.79,495.83,21.56,13.72,33.32,0,11.76,37.24,0,1.96,9.8,0,0,23.52,3.92,3.92,80.35,17.64,0
