stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,118.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,91.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,6.13,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,2.63,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.2,0,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.5,3.15,0,0,22.03,0,0,0,6.29,0,0,0,0,0,0,0,0
 14-21,0,0,0,54,502,67,0,12,0,0,0,0,19,1,5,2,1,0,0,8,0,200,4,0,113,123,51,0,0,0,0,0,9,15,2,151,54,0,0,86,0,0
 24-34,0,0,0,63.21,1219.79,9.85,0,92.76,11.49,40.22,9.03,0.82,39.4,0.82,19.7,3.28,2.46,1.64,0.82,27.91,2.46,735.49,18.88,0.82,288.12,206.03,178.13,4.93,2.46,0.82,0.82,10.67,1.64,18.88,0,146.93,74.7,0,0,319.31,0,0.82
 36-46,0,0,0,12.09,638.9,1.61,0,105.54,10.47,67.68,50.76,4.03,41.09,0,21.75,6.45,0.81,4.83,0,21.75,0,892.68,7.25,12.09,323.88,124.07,178.86,4.83,2.42,0,0.81,3.22,0.81,15.31,1.61,6.45,49.95,0,1.61,139.38,0.81,0
 48-58,0,0,0,5.74,478.55,1.15,0,135.42,2.87,111.32,78.61,6.89,51.07,21.8,18.94,16.64,0,4.59,0,22.95,0,974.32,5.74,30.41,239.28,119.35,89.51,0.57,4.59,0,4.59,2.3,0.57,7.46,0.57,0,37.87,0,4.59,77.46,0.57,0
 60-70,0.98,0,0,0,292.49,0,0,135.45,3.93,98.15,90.3,6.87,70.67,10.8,9.82,24.54,0,0.98,0.98,37.3,0.98,821.53,3.93,47.11,130.54,56.93,56.93,0,0,0,9.82,2.94,0,10.8,0,0,8.83,0,15.7,44.17,8.83,1.96
 72-82,0,0,0,1.96,208.11,2.94,0.98,120.74,1.96,93.26,143.32,8.83,67.73,7.85,7.85,27.49,0,0,0,42.21,0,665.57,1.96,29.45,182.59,55.95,43.19,2.94,0.98,0,8.83,1.96,0,11.78,0,0,8.83,2.94,25.52,50.06,23.56,1.96
 84-94,1.06,0,0,7.43,397.2,2.12,1.06,225.15,4.25,163.55,109.39,7.43,95.58,13.81,4.25,54.16,2.12,2.12,1.06,128.51,0,522.52,2.12,44.61,169.93,37.17,55.23,4.25,1.06,0,9.56,4.25,0,13.81,0,0,10.62,3.19,20.18,55.23,20.18,1.06
 96-106,0,0,1.09,9.84,323.48,7.65,2.19,189.06,3.28,155.18,96.17,9.84,79.78,0,18.58,59.01,1.09,3.28,0,128.96,0,499.43,1.09,27.32,130.05,66.66,32.79,6.56,1.09,0,17.49,8.74,0,18.58,0,0,7.65,12.02,13.11,74.31,37.16,1.09
108-118,1.53,0,0,10.72,240.51,1.53,3.06,175.41,1.53,210.64,91.92,7.66,39.83,0,8.43,49.79,1.53,1.53,0,246.64,0,409.02,1.53,22.98,142.47,61.28,33.7,1.53,3.06,0,16.09,1.53,0,6.13,0,0,5.36,26.04,6.89,59.75,29.11,0.77
120,1.96,0,0,0,211.66,1.96,0,76.43,5.88,119.55,62.71,13.72,41.16,0,7.84,45.08,3.92,3.92,0,94.07,0,280.25,3.92,5.88,111.71,43.12,39.2,0,0,0,7.84,1.96,0,13.72,0,0,3.92,11.76,3.92,35.28,15.68,0
