stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,26.36,79.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,12.26,128.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,2.63,0,0,0,7.89,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,57.83,0,0,0,10.51,0,0,5.26,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,3.15,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.09,3.15,0,0,12.59,0,0,0,3.15,3.15,0,0,0,0,0,0,0,0
 14-21,0,0,0,5,2,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,22,0,0,19,43,3,0,1,0,0,2,0,2,0,0,9,12,0,0,0,0,0
 24-34,0,0,0,43.51,0,0,6.57,0,5.75,0,0,0.82,0,3.28,0,0,0,0,0,0.82,38.58,0,0.82,13.13,35.3,31.19,0,5.75,0,0.82,3.28,0,0,1.64,0.82,0,19.7,0,0,0,0,4.1
 36-46,0,0,0,16.92,0,0,4.03,0,5.64,0,0,0,0,2.42,0,0,0,0,0,0.81,25.78,0,8.06,1.61,33.03,24.98,0.81,8.86,0,0,2.42,0.81,0,0,1.61,0,7.25,0,0,0,0,1.61
 48-58,0,0,0,25.82,0,0,2.87,0,10.33,0,2.87,0,0,0,0,0.57,0,0.57,0,0.57,22.95,0,14.35,0.57,20.66,13.77,0.57,19.51,0,0,3.44,0,0,0,1.15,0,9.18,0,0.57,0,0,5.16
 60-70,0,0,0,51.04,0,0,3.93,0,4.91,0,5.89,0,0,0,0.98,0.98,0,0,0,0.98,57.91,0,16.69,2.94,48.09,4.91,0.98,16.69,0,1.96,5.89,0,0,0,0,0,5.89,0,2.94,0,0.98,6.87
 72-82,0,0,0,91.29,0,0,17.67,0,13.74,0,42.21,0.98,0,2.94,0,2.94,0,0.98,0,0,59.88,1.96,23.56,3.93,47.12,2.94,5.89,31.41,0,2.94,0.98,0,0,0,0,0,6.87,0.98,5.89,1.96,14.72,2.94
 84-94,0,0,0,176.3,0,0,11.68,0,21.24,0,24.43,1.06,0,1.06,0,6.37,1.06,0,0,2.12,39.3,0,19.12,4.25,21.24,4.25,4.25,36.11,0,0,9.56,0,0,0,0,0,4.25,1.06,3.19,0,8.5,4.25
 96-106,0,0,0,240.43,1.09,0,9.84,0,29.51,0,37.16,2.19,0,2.19,1.09,9.84,1.09,1.09,0,1.09,28.41,4.37,14.21,1.09,21.86,6.56,4.37,55.74,0,0,6.56,0,0,0,0,0,4.37,3.28,5.46,1.09,10.93,1.09
108-118,0,0,0,216,0.77,0.77,11.49,0.77,43.66,0.77,32.17,3.83,0,0,0.77,13.79,0,0,0.77,1.53,19.92,2.3,15.32,3.83,38.3,1.53,3.06,35.23,0,0,3.83,0,0,2.3,0,0,3.06,6.13,0,3.06,4.6,5.36
120,1.96,0,0,184.22,0,0,5.88,0,39.2,1.96,29.4,5.88,0,1.96,0,9.8,0,0,1.96,0,25.48,1.96,5.88,1.96,29.4,3.92,1.96,47.03,0,0,3.92,0,0,0,0,0,0,1.96,1.96,1.96,1.96,0
