stage,endocrine_pancreas,endoderm,epidermis,eye,glial,gut,immune,ionocyte,liver,mesenchyme,mucous,muscle,neural,notochord,olfactory,periderm,pronephros,spinal_cord,taste
 24-34,0,0.82,0,0,0,0,0,0,0,0,0,0,1.64,0,8.21,0,0,0,0
 36-46,0,0,0,0,0,0,0,0,0,0,0,0,0.81,0,24.98,0,0,0,0
 48-58,0,0,0,1.72,0,0.57,0,0,0,0.57,0.57,0,1.72,0,26.4,0,0,0,0
 60-70,0,0,0,0,0,2.94,0,0,0.98,0,0,0,0.98,0,29.45,0,0,0.98,0
 72-82,0.98,0,4.91,0,0,1.96,0,2.94,0,0,0,0,4.91,0,81.48,0.98,0,0,0
 84-94,0,0,6.37,0,0,15.93,0,0,0,2.12,0,2.12,2.12,0,100.89,2.12,0,0,1.06
 96-106,1.09,0,13.11,2.19,1.09,13.11,2.19,3.28,0,2.19,0,0,2.19,0,179.23,1.09,1.09,0,3.28
108-118,0,0,15.32,0,0.77,15.32,0,3.83,0,1.53,1.53,0,2.3,0,98.04,1.53,0,0,3.06
120,0,0,7.84,0,0,1.96,3.92,0,0,1.96,0,0,0,1.96,72.51,0,1.96,0,0
