stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,13.18,26.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0
  5-6,0,42.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,2.63,0,2.63,0,2.63,0,23.66,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,294.42,2.63,0,0,31.54,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,12.59,0,56.65,0,18.88,0,59.79,0,0,0,0,0,12.59,0,0,0,0,0,3.15,0,0,0,0,0,1302.85,31.47,0,0,100.7,0,0,0,6.29,0,3.15,3.15,0,0,0,0,0
 14-21,0,0,0,0,84,94,0,9,0,0,0,37,2,0,32,0,1,0,0,0,0,120,0,0,25,696,28,0,3,4,0,0,5,0,48,27,292,0,0,59,0,0
 24-34,0.82,0,0,0,16.42,18.06,0,15.6,0.82,0,1.64,41.86,0.82,0,48.43,0,0.82,0.82,0.82,0,0.82,119.02,0.82,4.93,34.48,1342.1,1.64,0,0,0,1.64,2.46,0,1.64,4.1,3.28,283.2,0,0,307.82,0,0
 36-46,0,0,0,0,12.09,4.83,0,16.11,0,0.81,0,194.17,0,0,46.73,0,0,0,0.81,0,0,96.68,0,17.72,15.31,1297.93,1.61,0.81,0.81,0,3.22,0.81,0,0,2.42,0,232.84,0,1.61,265.07,0,0.81
 48-58,0,0,0,0,5.74,2.3,0,43.61,1.15,0.57,0,382.15,0,0.57,44.18,0.57,0,0,0,0.57,0,78.04,0,25.82,12.62,639.79,1.15,0.57,1.15,0,3.44,2.87,0,0,6.31,0,157.8,0,1.72,216.9,0,1.15
 60-70,0,0,1.96,0,2.94,3.93,0,25.52,1.96,1.96,1.96,384.76,0,0,34.35,0.98,0,0,0,0,0,97.17,0,44.17,14.72,360.22,0,1.96,0.98,0,8.83,0.98,0,0.98,3.93,0,73.61,0,3.93,199.25,0,0.98
 72-82,0,0,0,0,11.78,3.93,2.94,53.01,0.98,0,0,321,0.98,1.96,34.36,1.96,0.98,0,0,1.96,0,150.19,0,74.61,18.65,268.98,0,0.98,0.98,0,11.78,0,0,1.96,0.98,0,41.23,0.98,3.93,342.6,0.98,0.98
 84-94,0,0,0,0,6.37,4.25,2.12,59.47,2.12,0,3.19,201.79,2.12,0,31.86,0,0,1.06,0,0,1.06,123.2,0,82.84,7.43,185.86,0,1.06,1.06,0,6.37,2.12,0,1.06,2.12,0,32.92,0,4.25,294.18,5.31,0
 96-106,0,0,0,0,12.02,7.65,20.76,55.74,5.46,2.19,2.19,190.16,4.37,0,56.83,4.37,1.09,0,1.09,2.19,0,119.12,1.09,71.04,14.21,185.78,1.09,0,0,0,12.02,4.37,0,3.28,1.09,0,17.49,0,2.19,387.96,8.74,0
108-118,0.77,0,0,0,5.36,3.06,133.28,32.17,4.6,3.06,0.77,138.64,2.3,0,26.81,1.53,2.3,1.53,0,3.06,0,84.26,1.53,76.6,4.6,190.72,1.53,1.53,0.77,0,8.43,3.06,0,3.83,2.3,0,14.55,0,0.77,288.77,0.77,0.77
120,0,0,0,0,19.6,1.96,48.99,31.36,1.96,5.88,0,123.47,0,0,43.12,3.92,1.96,0,1.96,0,1.96,96.03,0,101.91,7.84,201.86,0,0,0,0,11.76,3.92,0,0,0,0,7.84,0,1.96,362.56,5.88,0
