stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,197.67,2240.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.96,0,0,0,0,0,0,0,0,0,0,0
  5-6,196.15,2758.34,0,6.13,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,36.78,0,0,0,30.65,0,42.91,0,0,0,0,0,0,0,0,0,0,0
  7-9,23.66,47.32,0,105.15,0,2.63,236.58,0,0,0,0,0,31.54,0,0,0,0,0,0,0,0,0,0,0,1532.54,42.06,0,0,646.66,0,5.26,0,0,2.63,0,0,0,0,0,0,0,0
 10-12,3.15,75.53,0,113.29,0,12.59,232.88,0,0,0,0,0,9.44,0,0,0,0,0,0,0,0,0,0,0,2121.06,28.32,0,0,881.15,0,0,3.15,3.15,100.7,0,3.15,9.44,0,0,0,0,0
 14-21,0,1,0,8,96,77,97,0,0,0,27,2,1,1,1,1,0,1,2,0,82,0,0,46,1278,14,6,9,37,0,0,0,197,8,4,110,405,0,0,3,0,0
 24-34,0,0,0.82,6.57,32.01,11.49,154.32,0.82,0.82,0.82,26.27,0.82,0.82,1.64,0,0.82,2.46,4.93,3.28,0.82,135.44,1.64,0.82,51.71,1147.56,3.28,4.1,10.67,0,0,8.21,0,0,3.28,1.64,14.78,271.7,0,0,16.42,0,0.82
 36-46,0,0,0,0.81,25.78,2.42,334.35,0,0,0.81,20.95,0,0,2.42,2.42,0.81,0,0.81,1.61,0,132.94,0,3.22,37.87,816.14,1.61,5.64,4.03,0,0,7.25,0,0,0,0,0,196.58,0,0.81,8.86,0,2.42
 48-58,0,0,0,1.15,14.35,0,232.39,0,0,1.72,34.43,3.44,0,1.72,5.74,0,4.02,2.87,2.3,1.72,131.98,0,9.75,24.1,291.49,2.3,1.72,2.3,0,0,2.87,0,0,0,0.57,0,63.12,0,0,1.72,0,1.15
 60-70,0,0,0.98,0,11.78,0,79.5,0.98,0.98,3.93,27.48,4.91,0,0,1.96,0.98,0,3.93,0.98,0,57.91,0,3.93,10.8,178.64,1.96,0.98,2.94,0,0,6.87,0,0,0.98,0,0,14.72,0,0.98,2.94,0,2.94
 72-82,0,0,1.96,0.98,19.63,0.98,82.46,1.96,0,3.93,37.3,4.91,0,2.94,3.93,3.93,0.98,0,0.98,0,142.34,0,7.85,22.58,226.76,2.94,1.96,3.93,0,1.96,6.87,0,0,0,0,0,19.63,0,0,7.85,1.96,0.98
 84-94,0,0,1.06,0,23.36,2.12,89.21,0,2.12,5.31,39.3,2.12,0,2.12,8.5,2.12,4.25,2.12,1.06,2.12,103.02,1.06,6.37,24.43,159.31,2.12,1.06,1.06,0,0,13.81,0,0,4.25,0,0,6.37,2.12,4.25,8.5,1.06,1.06
 96-106,0,0,0,0,22.95,5.46,57.92,0,2.19,4.37,39.34,9.84,0,5.46,17.49,0,1.09,5.46,1.09,0,132.23,0,4.37,18.58,119.12,3.28,7.65,17.49,0,0,12.02,0,0,2.19,0,0,5.46,1.09,0,8.74,3.28,3.28
108-118,0,0,0,0,16.85,2.3,61.28,0.77,3.06,6.13,32.94,7.66,0,0.77,13.79,3.06,5.36,2.3,1.53,0.77,108,0.77,3.06,13.79,167.75,1.53,0.77,0.77,0,0,4.6,0,0,0.77,0.77,0,4.6,1.53,2.3,7.66,1.53,3.83
120,0,0,0,0,29.4,3.92,45.08,0,5.88,9.8,23.52,5.88,0,3.92,13.72,1.96,0,1.96,1.96,0,96.03,0,3.92,21.56,141.1,0,3.92,1.96,0,1.96,17.64,0,0,0,0,0,1.96,1.96,0,1.96,0,5.88
