stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,65.89,3202.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,527.12,0,0,0,0,0,0,0,0,0,0
  5-6,30.65,484.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.65,0,0,0,6.13,0,367.78,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,10.51,0,15.77,0,0,0,18.4,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,231.33,5.26,0,0,73.6,0,42.06,5.26,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,0,37.76,0,3.15,0,25.18,0,0,0,0,0,9.44,0,0,0,0,0,0,0,0,0,0,0,478.34,12.59,0,0,135.32,0,12.59,12.59,0,18.88,0,0,0,0,0,0,0
 14-21,0,0,2,6,115,3,0,11,0,2,0,11,10,1,0,0,12,0,3,0,0,18,2,0,11,155,1,3,14,10,0,113,2,19,18,8,55,0,0,6,0,0
 24-34,0,0,2.46,3.28,98.5,0.82,0,50.07,0,13.13,0.82,8.21,9.85,1.64,0,0,27.09,0,32.83,0.82,0,42.68,10.67,0,17.24,403.86,0.82,49.25,24.63,0.82,0,377.59,0.82,0,9.85,0.82,102.61,0,0,18.88,0,0
 36-46,0,0,0.81,0,53.98,0,0,74.12,0,8.06,0.81,18.53,0.81,0.81,0,0,9.67,0.81,21.75,0,0,31.42,8.06,0.81,12.09,211.89,0,37.06,18.53,0,0,313.41,0.81,0,8.06,0,61.23,0,0,11.28,0,0
 48-58,0,0,0,0,45.9,0.57,0,52.79,0,7.46,0.57,29.84,1.72,13.77,1.72,0.57,9.75,0,21.8,0.57,0,35.58,5.16,1.15,6.31,79.76,1.15,20.66,19.51,0,0,186.49,0,0,3.44,0,24.67,0,0.57,10.9,0,0.57
 60-70,0,0,2.94,0,55.95,0,0,35.33,0,17.67,1.96,84.41,8.83,7.85,0,0.98,14.72,1.96,18.65,1.96,0,50.06,8.83,3.93,8.83,63.8,0.98,18.65,11.78,0,0,218.88,0,0,3.93,0,22.58,5.89,1.96,5.89,0,0
 72-82,0,0,2.94,0,102.09,1.96,0,48.1,0,17.67,1.96,203.2,20.61,4.91,2.94,6.87,24.54,2.94,37.3,0.98,0.98,94.24,9.82,6.87,12.76,93.26,0,39.27,31.41,0,0,280.76,0,0,2.94,0,34.36,12.76,3.93,17.67,2.94,0.98
 84-94,0,0,4.25,1.06,189.04,0,1.06,54.16,0,37.17,3.19,121.07,41.42,9.56,0,8.5,44.61,0,52.04,1.06,0,72.22,15.93,7.43,9.56,66.91,0,46.73,26.55,0,0,601.11,0,0,10.62,0,39.3,47.79,1.06,23.36,3.19,1.06
 96-106,0,0,6.56,0,263.38,6.56,1.09,44.81,1.09,43.71,0,182.51,65.57,1.09,5.46,12.02,55.74,3.28,68.85,3.28,0,106.01,25.14,9.84,9.84,99.45,1.09,89.61,37.16,0,4.37,674.29,0,0,13.11,0,38.25,92.89,3.28,16.39,2.19,3.28
108-118,0,0,2.3,1.53,205.28,0.77,0,28.34,1.53,49.79,1.53,174.64,61.28,0,2.3,10.72,52.85,3.06,43.66,6.13,1.53,101.11,18.38,13.02,14.55,108.77,1.53,65.11,24.51,0,1.53,488.68,0,0,7.66,0,17.62,78.13,0.77,16.85,2.3,2.3
120,0,0,1.96,0,135.23,5.88,0,27.44,0,52.91,1.96,113.67,47.03,0,0,17.64,21.56,5.88,21.56,3.92,0,90.15,11.76,11.76,3.92,115.63,0,41.16,25.48,0,0,403.72,0,0,7.84,0,17.64,33.32,1.96,9.8,1.96,0
