stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,210.85,3558.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.78,0,0,0,0,0,0,0,0,0,0,0
  5-6,361.65,4670.78,0,12.26,0,0,0,0,0,0,0,0,49.04,0,0,0,0,0,0,0,0,0,0,0,202.28,18.39,0,0,67.43,0,122.59,0,0,0,0,0,0,0,0,0,0,0
  7-9,128.81,110.41,0,223.44,0,2.63,0,283.9,0,0,0,0,226.07,0,0,0,0,0,0,0,0,0,0,0,2954.67,94.63,0,0,1248.64,0,34.17,15.77,0,0,0,0,0,0,0,0,0,0
 10-12,0,129.03,0,188.82,0,22.03,0,280.08,0,0,0,0,94.41,0,0,0,0,0,0,0,0,0,0,3.15,2690.66,50.35,0,0,1183.26,0,9.44,28.32,6.29,132.17,0,6.29,3.15,0,0,0,0,0
 14-21,1,0,0,21,182,66,0,87,0,0,27,7,1,0,3,14,0,0,1,0,114,0,0,81,1444,59,6,18,48,0,19,4,206,10,0,104,421,0,0,9,0,0
 24-34,0,0.82,0,4.93,45.97,13.95,0,279.09,1.64,0.82,38.58,2.46,0,2.46,3.28,4.93,3.28,4.93,1.64,0,180.59,0.82,1.64,64.85,1650.74,15.6,17.24,12.31,0,0,37.76,0.82,0,1.64,0.82,12.31,402.22,0,0,30.37,0,7.39
 36-46,0,0,0,0.81,20.14,1.61,0,489.85,0,1.61,23.36,1.61,0,1.61,8.86,0.81,1.61,0.81,1.61,0,126.49,0.81,3.22,40.28,855.62,2.42,8.06,1.61,0,0,14.5,0,0.81,0,0,0,224.78,0,0,6.45,0,5.64
 48-58,0,0,0,1.15,16.64,2.3,0,554.87,3.44,2.3,33.28,2.87,0,2.87,4.59,0.57,2.87,1.15,2.3,0,153.21,1.15,7.46,30.41,386.17,4.02,2.3,2.3,0,0,5.16,0,0,0.57,0,0,69.43,0,0,8.03,0,1.15
 60-70,0,0,0,0,21.59,0,0,376.9,1.96,0.98,41.22,5.89,0,1.96,1.96,0.98,1.96,3.93,1.96,0,91.28,0,8.83,17.67,234.58,1.96,0,2.94,0,0,2.94,0,0,1.96,0,0,14.72,0,1.96,2.94,0.98,0.98
 72-82,0,0,0,0,21.6,1.96,0,161.97,0,1.96,58.9,10.8,0,2.94,6.87,1.96,2.94,0.98,1.96,0,132.52,0,8.83,26.5,213.02,0.98,2.94,7.85,0,0.98,2.94,0,0,1.96,0,0,7.85,0,0,10.8,0.98,0
 84-94,0,0,1.06,1.06,26.55,9.56,0,166.74,0,4.25,37.17,14.87,0,0,5.31,2.12,3.19,1.06,2.12,1.06,131.69,0,9.56,23.36,148.69,3.19,2.12,6.37,0,0,12.74,0,0,2.12,0,0,6.37,5.31,0,7.43,0,0
 96-106,0,0,1.09,0,28.41,7.65,0,115.84,1.09,2.19,28.41,14.21,0,5.46,14.21,4.37,0,1.09,1.09,0,91.8,0,7.65,16.39,128.96,0,4.37,4.37,0,0,13.11,0,0,1.09,0,0,4.37,1.09,0,19.67,2.19,2.19
108-118,0,0,0,0,15.32,5.36,0.77,102.64,3.06,3.83,36.77,6.89,0,2.3,10.72,3.06,0.77,0,3.83,1.53,59.75,0,3.83,17.62,165.45,0.77,4.6,0.77,0,0.77,3.83,0.77,0,2.3,0,0,3.83,1.53,0,12.26,1.53,0
120,0,0,0,0,3.92,15.68,0,86.23,3.92,0,31.36,3.92,0,0,9.8,0,0,0,1.96,0,58.79,0,0,9.8,115.63,0,0,0,0,0,3.92,0,0,0,0,0,1.96,0,0,11.76,1.96,0
