stage,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,79.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0,0
  5-6,73.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,0,0,0,0,0,2.63,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,42.06,2.63,0,0,31.54,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,9.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.41,9.44,0,0,53.5,0,0,0,0,6.29,0,0,0,0,0,0,0,0
 14-21,0,1,9,416,17,0,29,0,3,0,8,7,0,3,1,10,0,1,0,1,52,1,0,53,262,33,3,4,15,0,7,0,76,4,3,137,116,0,0,10,0,4
 24-34,0,1.64,0.82,316.85,0.82,0,24.63,0,22.98,4.1,19.7,2.46,0,4.1,7.39,19.7,2.46,2.46,0,8.21,128.05,5.75,0,86.19,365.28,21.34,9.85,3.28,0,0,18.06,0,0,4.93,3.28,36.94,107.53,0,0,36.12,0,3.28
 36-46,0,0.81,0,116.02,0.81,0,17.72,0.81,17.72,3.22,43.51,1.61,0,4.83,11.28,7.25,0.81,3.22,0,2.42,225.59,6.45,3.22,78.15,273.12,17.72,15.31,1.61,0,0,37.87,0.81,0,1.61,0,0,85.4,0,1.61,21.75,0.81,6.45
 48-58,0,0.57,1.15,90.66,0,0,29.84,0,39.02,11.48,70.58,0.57,5.74,3.44,21.8,2.87,1.72,3.44,1.15,4.02,249.61,9.18,8.61,74.59,142.3,17.79,12.05,5.16,0,0,30.99,0,0,2.3,4.02,0.57,51.64,0,0,24.67,0,12.05
 60-70,0,0,0,100.12,2.94,0,37.3,1.96,40.24,19.63,139.38,1.96,2.94,4.91,28.46,6.87,4.91,6.87,0,5.89,457.39,6.87,14.72,71.65,152.14,11.78,10.8,2.94,0,7.85,61.84,0,0,4.91,0,0,31.41,2.94,11.78,25.52,1.96,12.76
 72-82,0,4.91,1.96,147.25,6.87,0,60.86,0.98,39.27,23.56,178.66,20.61,1.96,10.8,61.84,9.82,12.76,9.82,1.96,4.91,646.92,20.61,31.41,95.22,176.7,5.89,35.34,12.76,0,12.76,81.48,0,0,3.93,0.98,0,19.63,7.85,19.63,67.73,24.54,18.65
 84-94,0,3.19,0,320.74,0,0,65.85,3.19,113.64,19.12,104.08,23.36,4.25,8.5,77.53,22.3,9.56,10.62,0,8.5,498.1,18.05,24.43,88.15,118.95,24.43,20.18,11.68,0,10.62,216.66,0,0,12.74,0,0,19.12,18.05,23.36,57.35,26.55,23.36
 96-106,0,8.74,0,469.92,12.02,1.09,78.68,4.37,113.66,18.58,137.7,42.62,0,12.02,125.68,52.46,14.21,29.51,4.37,6.56,561.72,30.6,41.53,103.82,184.69,22.95,43.71,24.04,0,24.04,372.66,0,0,8.74,2.19,0,16.39,69.94,33.88,93.98,48.09,25.14
108-118,0,4.6,0.77,445.02,8.43,2.3,61.28,5.36,162.38,19.15,140.17,41.36,0,12.26,104.17,58.21,29.87,20.68,10.72,10.72,561.45,17.62,25.28,124.85,205.28,23.74,29.11,29.11,0,22.21,319.41,0,0,3.83,3.83,0,9.96,78.89,16.85,75.06,29.11,33.7
120,0,7.84,0,260.65,9.8,0,31.36,7.84,127.39,3.92,80.35,43.12,0,7.84,109.75,33.32,15.68,5.88,3.92,5.88,360.6,23.52,19.6,113.67,117.59,25.48,9.8,27.44,0,7.84,292.01,0,0,7.84,1.96,0,11.76,33.32,15.68,48.99,15.68,11.76
