stage,epidermis,eye,fin_mesenchyme,glial,mesenchyme,neural,paraxial_mesoderm,slow_muscle,spinal_cord,xanthophores
  7-9,0,0,0,0,0,0,5.26,0,0,0
 24-34,0,2.46,0,0,0,0,0,0,0,0
 36-46,0,4.03,0,0,0,0.81,0,0,0,0
 48-58,0,4.59,0,0,0,0,0,0,0,0
 60-70,0,106,0,0,0,0,0,0,0,0
 72-82,0,182.59,0.98,0,0,2.94,0,0,0,0.98
 84-94,2.12,183.73,0,0,0,2.12,0,0,0,0
 96-106,0,172.67,0,0,0,2.19,0,1.09,1.09,0
108-118,0,101.87,0,0.77,0,0.77,0,0,0,0
120,1.96,125.43,0,0,1.96,3.92,0,0,0,0
