stage,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,92.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,85.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,0,5.26,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.23,2.63,0,0,34.17,0,2.63,0,0,0,0,0,0,0,0,0,0,0
 10-12,3.15,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.65,0,0,0,28.32,0,0,0,0,3.15,0,0,0,0,0,0,0,0
 14-21,0,1,1,10,4,0,99,0,0,0,0,0,0,0,0,0,1,1,0,32,9,0,0,0,65,58,0,0,1,0,23,0,4,0,1,4,20,0,0,0,0,31
 24-34,0,0.82,1.64,14.78,0,0,326.7,0.82,0,0,5.75,0,0,0.82,0.82,5.75,8.21,0.82,1.64,139.55,41.04,0.82,0,22.98,322.6,32.83,3.28,2.46,0,0,29.55,0,0,0.82,0,3.28,50.89,0,0,4.93,0,73.06
 36-46,0,0,0,4.83,0.81,0,234.45,1.61,1.61,3.22,8.86,0,0,0.81,0,0.81,6.45,0,0.81,182.89,20.95,0.81,0,5.64,216.73,20.95,2.42,0,0,0,13.7,0,0,1.61,0,0.81,45.92,0,0,2.42,0,28.2
 48-58,0,0,0,7.46,1.15,0,279.44,0,0.57,2.3,17.79,0,0,1.15,0.57,0,8.03,0,1.72,139.43,52.22,0,1.15,9.75,232.96,11.48,2.87,1.72,0,0.57,12.05,0,0,0,0.57,0,50.49,0,0,2.3,0,25.25
 60-70,0,0,0,13.74,0,0,284.64,1.96,3.93,0,24.54,0.98,0,0.98,3.93,0.98,11.78,0,0.98,100.12,41.22,0,4.91,3.93,180.6,7.85,0,0.98,0,0.98,6.87,0,0,1.96,0.98,0,23.56,0,0.98,4.91,1.96,10.8
 72-82,0,0,0,10.8,8.83,0,245.42,0,3.93,4.91,31.41,0.98,0,0.98,1.96,1.96,5.89,0.98,3.93,83.44,90.31,0,0.98,1.96,187.5,3.93,3.93,1.96,0,0.98,11.78,0,0,0,0,0,14.72,1.96,0.98,9.82,6.87,10.8
 84-94,0,1.06,0,20.18,13.81,0,341.98,1.06,3.19,4.25,28.68,2.12,2.12,2.12,11.68,4.25,9.56,1.06,1.06,141.25,74.34,5.31,3.19,6.37,99.83,2.12,2.12,4.25,0,1.06,45.67,1.06,0,1.06,1.06,0,4.25,0,1.06,3.19,1.06,9.56
 96-106,0,0,0,19.67,21.86,3.28,348.62,1.09,1.09,2.19,37.16,9.84,0,3.28,13.11,5.46,13.11,1.09,8.74,83.06,95.08,4.37,4.37,14.21,158.46,2.19,7.65,7.65,0,1.09,38.25,0,0,0,1.09,0,9.84,3.28,4.37,12.02,3.28,9.84
108-118,0,1.53,0,22.21,8.43,6.89,320.17,0,5.36,2.3,36.77,4.6,0,0.77,8.43,6.13,16.85,1.53,11.49,124.09,79.66,0.77,0,7.66,164.68,2.3,3.06,3.83,0,0,28.34,0,0,1.53,0,0,9.19,2.3,0.77,9.19,2.3,9.19
120,0,1.96,0,13.72,15.68,1.96,152.86,1.96,3.92,3.92,33.32,5.88,0,1.96,5.88,0,1.96,1.96,1.96,50.95,39.2,1.96,1.96,7.84,107.79,1.96,0,5.88,0,0,17.64,0,0,1.96,0,0,9.8,0,0,1.96,3.92,1.96
