stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,329.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,18.39,527.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.39,0,0,0,6.13,0,12.26,0,0,0,0,0,0,0,0,0,0,0
  7-9,21.03,34.17,0,31.54,0,0,0,162.98,0,0,0,0,0,31.54,0,0,0,0,0,0,0,0,0,0,0,1154.01,23.66,0,0,357.5,0,0,5.26,0,0,0,0,0,0,0,0,0,0
 10-12,0,47.2,0,47.2,0,9.44,0,107,0,0,0,0,0,9.44,0,0,0,0,0,0,0,0,0,0,0,1069.97,44.06,0,0,314.7,0,0,6.29,0,50.35,0,0,0,0,0,0,0,0
 14-21,0,0,0,6,85,21,0,16,0,1,0,11,6,1,3,0,2,0,0,2,1,32,0,0,27,261,7,1,2,3,0,8,2,37,4,2,40,127,0,0,7,0,0
 24-34,0,0,2.46,1.64,39.4,1.64,0,41.86,0.82,2.46,2.46,18.06,0.82,0,2.46,0,0.82,0.82,1.64,1.64,0.82,50.89,0,0,32.01,601.69,3.28,13.95,4.93,0,0,14.78,0,0,2.46,0.82,8.21,160.89,0,0,34.48,0,2.46
 36-46,0,0,0,0,12.09,0,0,90.23,0,0,3.22,27.39,0,0,0.81,0.81,0.81,0.81,0.81,1.61,2.42,45.92,2.42,0.81,19.34,671.12,1.61,2.42,2.42,0,0,8.06,0,0.81,0.81,0,0,170.8,0,0,13.7,0,2.42
 48-58,0,0,0,0,6.89,0,0,170.99,1.72,3.44,6.89,55.09,0,0.57,2.87,2.87,0,0,2.3,0.57,1.72,87.79,3.44,2.87,16.07,607.09,1.15,5.16,2.3,0,0,7.46,0,0,1.72,1.15,0,144.6,0,0,16.64,0,6.31
 60-70,0,0,0,0,5.89,0.98,0,236.55,1.96,2.94,3.93,78.52,1.96,0.98,1.96,0.98,0,2.94,1.96,0,0.98,92.26,0.98,5.89,7.85,603.64,2.94,6.87,4.91,0,0,8.83,0,0,0,0,0,68.71,0,1.96,12.76,0,3.93
 72-82,0,0,1.96,0,19.63,4.91,0,206.15,0.98,4.91,4.91,82.46,3.93,0,2.94,0.98,2.94,6.87,3.93,0.98,0.98,162.96,0.98,6.87,12.76,585.07,0.98,14.72,8.83,0,2.94,13.74,0,0,1.96,0,0,47.12,6.87,2.94,23.56,5.89,0
 84-94,0,0,3.19,0,26.55,4.25,0,155.06,0,4.25,6.37,41.42,9.56,1.06,2.12,5.31,1.06,4.25,0,0,2.12,91.34,0,4.25,10.62,242.14,1.06,7.43,10.62,0,0,36.11,0,0,1.06,0,0,24.43,1.06,3.19,30.8,7.43,5.31
 96-106,0,0,4.37,0,28.41,10.93,0,120.21,1.09,6.56,3.28,53.55,8.74,0,3.28,10.93,2.19,5.46,6.56,1.09,1.09,115.84,0,5.46,9.84,231.68,1.09,17.49,9.84,0,0,18.58,0,0,2.19,0,0,10.93,1.09,0,18.58,8.74,4.37
108-118,0,0,3.06,1.53,23.74,6.89,1.53,77.36,0,7.66,6.89,47.49,9.96,0,1.53,6.89,3.06,9.19,2.3,2.3,3.06,82.72,1.53,5.36,11.49,300.26,3.83,13.02,6.89,0,1.53,15.32,0,0,3.06,0.77,0,10.72,3.06,1.53,19.15,0.77,6.13
120,0,0,0,0,31.36,5.88,1.96,90.15,0,7.84,3.92,43.12,11.76,0,1.96,9.8,3.92,11.76,1.96,3.92,0,58.79,0,0,15.68,358.64,5.88,9.8,5.88,0,1.96,15.68,0,0,5.88,0,0,9.8,1.96,3.92,21.56,3.92,0
