stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,105.42,2675.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.96,0,0,0,0,0,0,0,0,0,0
  5-6,73.56,1330.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.78,0,0,0,12.26,0,6.13,0,0,0,0,0,0,0,0,0,0
  7-9,21.03,31.54,0,34.17,0,0,0,81.49,0,0,0,0,0,21.03,0,0,0,0,0,0,0,0,0,0,0,646.66,10.51,0,0,215.55,0,2.63,10.51,0,0,0,0,0,0,0,0,0
 10-12,0,28.32,0,59.79,0,12.59,0,103.85,0,0,0,0,0,12.59,0,0,0,0,0,0,0,0,0,0,0,799.33,28.32,0,0,239.17,0,0,3.15,0,34.62,0,3.15,0,0,0,0,0
 14-21,0,0,0,8,116,20,0,65,0,0,0,13,5,0,0,0,2,0,0,0,0,58,0,0,29,805,5,4,9,12,0,3,0,81,9,35,240,0,0,3,0,0
 24-34,0,0,0,2.46,30.37,3.28,0,154.32,0,1.64,1.64,30.37,0.82,0.82,2.46,0,0.82,0.82,2.46,3.28,0.82,111.64,0.82,0.82,53.36,1187.78,4.93,16.42,19.7,0,0,32.83,0,1.64,4.93,14.78,322.6,0,0,13.13,0,0.82
 36-46,0,0,0.81,0,11.28,3.22,0,418.95,0.81,1.61,4.03,52.37,0.81,0,4.83,3.22,1.61,2.42,0,0,0,126.49,1.61,3.22,44.31,1215.75,4.03,15.31,4.03,0,0.81,15.31,0,0,3.22,0,335.96,0,0,9.67,0,0.81
 48-58,0,0,0,0,6.31,0.57,0,544.54,0.57,1.72,4.02,41.31,1.15,0.57,1.72,0.57,1.15,0,4.02,0.57,0,131.4,0,2.87,31.56,383.3,1.15,5.16,5.74,0,0.57,5.74,0,0,0.57,0,123.94,0,1.15,8.03,0,2.3
 60-70,0.98,0,0,0,12.76,0.98,0,586.95,0.98,2.94,3.93,41.22,2.94,0,2.94,0.98,0,3.93,1.96,0.98,0,127.6,1.96,1.96,12.76,196.3,1.96,3.93,5.89,0,0,10.8,0,0,0,0,33.37,0,0.98,6.87,2.94,3.93
 72-82,0,0,0,0,17.67,10.8,0,290.57,0,3.93,6.87,35.34,1.96,0.98,1.96,4.91,2.94,0.98,6.87,0,0,148.23,0.98,5.89,15.71,174.74,2.94,10.8,7.85,0,0.98,7.85,0,0,0,0,12.76,0.98,4.91,18.65,0,1.96
 84-94,0,0,2.12,0,19.12,14.87,0,248.52,0,4.25,6.37,15.93,4.25,0,2.12,8.5,6.37,3.19,2.12,1.06,0,91.34,3.19,3.19,11.68,105.14,3.19,7.43,8.5,0,0,22.3,1.06,0,1.06,0,7.43,2.12,2.12,8.5,2.12,2.12
 96-106,0,0,0,0,33.88,7.65,0,150.81,2.19,2.19,4.37,24.04,12.02,0,1.09,5.46,2.19,1.09,3.28,1.09,0,78.68,1.09,0,9.84,84.15,2.19,12.02,17.49,0,3.28,25.14,0,0,3.28,0,3.28,2.19,2.19,13.11,3.28,4.37
108-118,0,0,0.77,0,19.15,9.96,0.77,139.41,0.77,6.13,0.77,26.81,6.13,0,1.53,12.26,2.3,2.3,2.3,3.83,1.53,51.32,0,0,12.26,101.11,0.77,9.19,8.43,0,0.77,14.55,0,0,0.77,0,2.3,0.77,2.3,7.66,0.77,2.3
120,0,0,1.96,0,29.4,7.84,0,94.07,3.92,1.96,1.96,15.68,5.88,0,0,1.96,1.96,1.96,1.96,5.88,1.96,39.2,1.96,1.96,7.84,94.07,1.96,5.88,5.88,0,0,21.56,0,0,1.96,0,1.96,3.92,1.96,7.84,0,0
