stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,303.09,4480.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.42,0,0,0,0,0,0,0,0,0,0
  5-6,404.56,7012.3,0,12.26,0,0,0,0,0,0,0,0,0,18.39,0,0,0,0,0,0,0,0,0,0,0,190.02,6.13,0,0,104.2,0,18.39,0,0,0,0,0,0,0,0,0,0
  7-9,78.86,136.69,0,210.3,0,0,0,391.68,0,0,0,0,0,126.18,0,0,0,0,0,0,0,0,0,0,0,4200.68,110.41,0,0,1406.36,0,2.63,2.63,0,0,0,0,0,0,0,0,0
 10-12,0,94.41,0,157.35,0,9.44,0,336.73,0,0,0,0,0,31.47,0,0,0,0,0,3.15,0,0,0,0,0,2744.16,56.65,0,0,1243.05,0,0,3.15,3.15,103.85,9.44,12.59,0,0,0,0,0
 14-21,1,0,1,5,39,32,0,70,0,0,0,15,2,0,1,1,3,0,0,0,0,44,0,0,39,873,5,4,5,29,0,9,0,73,1,55,261,0,0,2,0,0
 24-34,0,0.82,2.46,4.1,16.42,15.6,0,201.93,0,0,1.64,36.12,0.82,0,0.82,4.1,4.1,0,2.46,1.64,1.64,128.05,0,0,50.89,1793.57,3.28,20.52,14.78,0,0,14.78,0,0,0.82,18.88,414.53,0,0,14.78,0,2.46
 36-46,0,0,0,0,12.09,11.28,0,487.43,0.81,0,2.42,52.37,0,0,0.81,2.42,1.61,0.81,0.81,0,1.61,98.29,0,4.03,30.62,1498.54,0.81,26.59,3.22,0,0,10.47,0,0,0.81,0,357.72,0,0,9.67,0,4.03
 48-58,0,0,0,0,9.18,5.16,0,506.67,0,0.57,5.74,46.48,1.72,0,2.87,1.72,2.87,1.15,2.87,0.57,1.15,108.45,0.57,5.16,21.23,754.55,0.57,8.61,6.89,0,0,1.72,0,0.57,0,0,152.63,0,0,6.31,0,1.15
 60-70,0,0,0.98,0,5.89,2.94,0,448.56,0,1.96,2.94,50.06,1.96,0,0,1.96,0,0.98,1.96,1.96,0,66.74,0,3.93,12.76,457.39,0.98,12.76,2.94,0,0,3.93,0,0,0.98,0,52.02,0.98,1.96,4.91,0.98,0
 72-82,0,0,3.93,0,14.72,8.83,0,343.58,1.96,0.98,3.93,79.51,11.78,0.98,2.94,2.94,3.93,0,1.96,0,0.98,125.65,0.98,2.94,16.69,413.28,0,24.54,3.93,0,0,2.94,0.98,0,0,0,38.28,0.98,1.96,8.83,1.96,1.96
 84-94,0,0,5.31,0,20.18,16.99,0,250.64,0,1.06,4.25,43.54,8.5,0,0,3.19,6.37,1.06,3.19,3.19,0,69.03,0,6.37,10.62,270.82,2.12,19.12,8.5,0,0,5.31,0,0,3.19,0,20.18,5.31,4.25,8.5,0,0
 96-106,0,0,4.37,0,20.76,15.3,1.09,213.11,1.09,0,2.19,67.76,12.02,0,2.19,14.21,3.28,1.09,7.65,0,1.09,59.01,0,0,14.21,224.03,1.09,34.97,13.11,0,1.09,6.56,0,0,1.09,0,16.39,4.37,2.19,18.58,2.19,2.19
108-118,0,0,4.6,0,21.45,26.04,2.3,198.38,0.77,0,2.3,65.11,9.19,0,0.77,13.02,0.77,3.06,3.83,4.6,0.77,40.6,0,2.3,18.38,317.87,1.53,22.21,9.96,0,0,5.36,0,0,0.77,0,6.89,6.89,0.77,12.26,1.53,1.53
120,0,0,3.92,0,13.72,17.64,1.96,156.78,0,0,3.92,37.24,7.84,0,1.96,5.88,9.8,1.96,1.96,1.96,1.96,29.4,0,0,15.68,274.37,0,19.6,11.76,0,0,3.92,0,0,0,0,9.8,1.96,0,7.84,0,1.96
