stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,13.18,118.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,380.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0
  7-9,7.89,5.26,0,13.14,0,0,0,28.92,0,0,0,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,233.96,5.26,0,0,78.86,0,0,2.63,0,0,0,0,0,0,0,0,0
 10-12,0,12.59,0,12.59,0,0,0,28.32,0,0,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,261.2,22.03,0,0,84.97,0,3.15,3.15,0,25.18,3.15,0,0,0,0,0,0
 14-21,1,0,0,3,48,14,0,6,0,0,0,5,3,0,0,0,2,0,0,0,0,10,0,0,5,66,1,2,2,0,0,4,0,20,2,14,21,0,0,2,0,0
 24-34,0,0,0.82,1.64,27.91,0,0,13.95,0,4.1,0,4.1,1.64,0,2.46,0,4.1,0,2.46,0,0,23.8,0.82,0,14.78,106.71,1.64,0.82,4.93,0,0,43.51,0,0,3.28,4.93,36.94,0,0,9.85,0,2.46
 36-46,0,0,0,0,10.47,1.61,0,13.7,0,0,0.81,4.03,2.42,0,1.61,0,0.81,2.42,1.61,0,1.61,24.98,0,0.81,11.28,73.32,1.61,2.42,0,0,0,34.64,0,0,2.42,0,12.09,0,0,5.64,0,1.61
 48-58,0,0,0,0,17.21,0,0,14.92,0,3.44,0.57,13.2,0.57,0.57,1.15,3.44,1.72,0.57,1.15,0.57,0.57,32.71,0.57,1.72,11.48,47.63,1.72,1.72,2.3,0,0.57,24.67,0,0,0.57,0,16.07,0,0,8.03,0,1.15
 60-70,0,0,0,0,18.65,2.94,0,18.65,0,5.89,0.98,19.63,1.96,0,1.96,4.91,0.98,1.96,0.98,0.98,0.98,45.15,0.98,0.98,7.85,40.24,1.96,5.89,2.94,0,0,24.54,0,0,0,0,2.94,0,0,4.91,0.98,3.93
 72-82,0,0,0.98,0,21.6,9.82,0,17.67,0,4.91,2.94,24.54,11.78,0,2.94,6.87,6.87,0.98,6.87,0.98,0,73.62,0.98,6.87,8.83,36.32,0,4.91,7.85,0,0,29.45,0,0,0.98,0,4.91,3.93,0.98,17.67,0.98,2.94
 84-94,0,0,2.12,0,27.61,6.37,0,20.18,0,10.62,1.06,11.68,11.68,0,1.06,26.55,4.25,4.25,1.06,0,1.06,58.41,2.12,4.25,10.62,22.3,5.31,5.31,3.19,0,0,78.59,0,0,3.19,0,4.25,7.43,0,9.56,2.12,4.25
 96-106,0,0,2.19,0,39.34,8.74,1.09,17.49,1.09,7.65,2.19,19.67,16.39,0,3.28,22.95,4.37,3.28,8.74,2.19,1.09,41.53,3.28,3.28,3.28,33.88,0,3.28,7.65,0,0,71.04,0,0,3.28,0,2.19,4.37,2.19,12.02,3.28,2.19
108-118,0,0,2.3,0,38.3,3.83,0.77,11.49,0,7.66,2.3,21.45,26.04,0,0.77,21.45,2.3,6.13,4.6,2.3,1.53,32.17,3.06,1.53,3.83,28.34,0.77,4.6,8.43,0,0.77,45.19,0,0,2.3,0,2.3,9.19,0.77,9.19,0.77,6.13
120,0,0,0,0,31.36,9.8,0,9.8,0,3.92,1.96,15.68,27.44,0,1.96,17.64,3.92,1.96,5.88,1.96,0,45.08,0,1.96,5.88,27.44,1.96,0,3.92,0,1.96,48.99,0,0,5.88,0,3.92,1.96,1.96,11.76,0,1.96
