stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.76,0,0,0,12.59,0,22.03,0,3.15,0,3.15,0,0,0,0,0,0
 14-21,1,0,0,1,23,1,0,2,0,0,0,0,0,44,0,0,3,0,0,0,0,3,6,0,1,7,3,0,0,0,0,778,5,0,3,3,4,0,0,0,0,0
 24-34,0,0,0,9.03,166.63,0.82,0,4.1,0.82,22.98,0,2.46,0.82,48.43,0,0.82,13.13,0.82,0.82,1.64,0,9.85,28.73,0,11.49,158.43,1.64,6.57,1.64,0,0,1539.11,0,0,0,1.64,17.24,0,0,4.1,0,0
 36-46,0,0,0,1.61,268.29,0,0,12.09,4.83,77.34,1.61,2.42,0.81,15.31,0,0,5.64,0,0.81,1.61,0.81,8.86,34.64,0,2.42,107.96,0.81,4.03,0,0,0,1645.18,0,0,0,0,21.75,0,0,0.81,0,0
 48-58,0,0,0,3.44,312.72,0.57,0,23.53,2.87,113.61,1.72,4.59,1.72,20.66,0.57,0,4.59,0,0,0,0,11.48,26.97,0,2.3,90.66,1.15,9.18,0,0,0,1235.98,0,0,0.57,0,22.95,0,0,2.3,0,0.57
 60-70,0,0,0,0,355.31,0,0,37.3,2.94,125.63,1.96,8.83,11.78,11.78,0,0,1.96,0.98,3.93,0.98,0,13.74,14.72,0,4.91,60.85,0.98,3.93,0,0,0,874.54,0,1.96,0,0,11.78,3.93,0,0.98,0,0.98
 72-82,0,0,0,0,442.73,2.94,1.96,53.01,0.98,134.49,3.93,11.78,54.97,12.76,0.98,1.96,16.69,1.96,1.96,0,0,19.63,29.45,0,1.96,82.46,0,12.76,0.98,0,0,866.81,0,0,0,0,4.91,35.34,0,5.89,2.94,2.94
 84-94,0,0,0,0,867.68,3.19,1.06,28.68,2.12,277.19,3.19,5.31,141.25,11.68,1.06,1.06,57.35,1.06,1.06,0,0,15.93,47.79,2.12,4.25,45.67,2.12,25.49,2.12,0,1.06,2011.5,0,1.06,0,0,1.06,139.13,1.06,2.12,0,0
 96-106,0,0,1.09,0,1020.72,12.02,1.09,40.44,1.09,314.74,2.19,19.67,256.82,1.09,3.28,3.28,88.52,1.09,5.46,4.37,0,44.81,56.83,2.19,5.46,125.68,4.37,44.81,6.56,0,2.19,2126.68,0,2.19,1.09,0,3.28,206.55,2.19,6.56,1.09,2.19
108-118,0,0,1.53,0.77,952.86,0.77,3.06,22.98,1.53,403.66,2.3,16.09,267.32,0,0.77,0.77,85.79,0,1.53,2.3,0.77,32.17,55.15,0.77,4.6,82.72,0,24.51,3.06,0,0,1826.06,0,2.3,0,0,2.3,215.24,0,1.53,1.53,3.83
120,0,0,0,0,672.21,0,0,15.68,3.92,244.97,0,7.84,99.95,0,0,3.92,35.28,0,1.96,0,1.96,11.76,45.08,0,1.96,60.75,0,15.68,1.96,0,0,1052.4,0,0,0,0,0,58.79,1.96,1.96,0,0
