stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,131.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,18.39,337.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.39,0,0,0,6.13,0,12.26,0,0,0,0,0,0,0,0,0,0
  7-9,5.26,10.51,0,18.4,0,0,34.17,0,0,0,0,0,15.77,0,0,0,0,0,0,0,0,0,0,0,249.73,10.51,0,0,97.26,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,3.15,18.88,0,9.44,0,0,50.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,412.25,15.73,0,0,154.2,0,0,0,15.73,0,9.44,0,0,0,0,0,0
 14-21,0,0,0,1,32,7,13,0,0,0,5,1,0,1,0,0,0,0,0,0,17,0,0,8,179,5,1,2,5,0,2,41,3,3,43,62,0,0,2,0,0
 24-34,0,0,0.82,0.82,8.21,0.82,36.94,0.82,0.82,0.82,2.46,1.64,0,0,0,5.75,0,0,0.82,2.46,30.37,0,0,10.67,238.87,4.1,2.46,1.64,0,0,13.13,0.82,2.46,0.82,4.1,55,0,0,7.39,0,0.82
 36-46,0,0,0,0,2.42,0,41.89,0.81,0,0,8.06,0.81,0,1.61,0,0,0,0.81,1.61,2.42,24.98,0,1.61,8.86,153.08,1.61,0.81,3.22,0,0,8.06,0,1.61,0,0,45.12,0,0,4.03,0,0
 48-58,0,0,0.57,0,2.87,0,61.97,0.57,0,1.15,17.21,0,0,0.57,0,0.57,0.57,2.3,0.57,1.15,43.61,0.57,0.57,6.89,100.42,0,1.15,0.57,0,0,5.74,0,0.57,0,0,21.23,0,0,2.87,0,0.57
 60-70,0,0,0,0,6.87,0.98,82.45,0.98,0.98,1.96,19.63,0.98,0,0,0,1.96,0.98,0.98,0,1.96,47.11,0,0.98,5.89,82.45,0.98,1.96,0,0,0.98,3.93,0,0,0,0,11.78,0,0,0,0,0.98
 72-82,0,0,0,0,3.93,0,56.94,0,0,4.91,18.65,2.94,0,0,1.96,0,0.98,3.93,0.98,0,48.1,0.98,0.98,15.71,74.61,0,0,0.98,0,0,7.85,0,0,0,0,8.83,1.96,1.96,3.93,0,2.94
 84-94,0,0,1.06,0,8.5,0,33.99,1.06,1.06,2.12,10.62,4.25,0,0,5.31,5.31,1.06,1.06,0,1.06,53.1,1.06,1.06,8.5,45.67,1.06,0,7.43,0,1.06,12.74,0,1.06,0,0,1.06,0,0,1.06,0,0
 96-106,0,0,2.19,0,9.84,0,41.53,0,1.09,3.28,14.21,3.28,0,1.09,1.09,3.28,1.09,2.19,1.09,1.09,44.81,0,3.28,5.46,57.92,0,4.37,8.74,0,0,9.84,0,1.09,0,0,1.09,0,2.19,2.19,0,0
108-118,0,0,0.77,0,11.49,0.77,32.94,0.77,1.53,1.53,22.21,2.3,0,0,4.6,3.06,3.06,1.53,0.77,0,39.83,0.77,0.77,8.43,75.83,0.77,2.3,2.3,0,0.77,10.72,0,0.77,0,0,1.53,0,0.77,5.36,0.77,2.3
120,0,0,0,0,9.8,1.96,15.68,0,7.84,1.96,9.8,5.88,0,0,7.84,0,1.96,1.96,3.92,0,25.48,0,0,1.96,56.83,0,0,1.96,0,1.96,11.76,0,0,0,0,1.96,0,1.96,1.96,0,0
