stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,13.18,237.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.71,0,0,0,0,0,0,0,0,0,0
  5-6,6.13,202.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,2.63,0,2.63,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.43,2.63,0,0,65.72,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,6.29,0,9.44,0,0,0,22.03,0,0,0,0,0,3.15,0,0,0,0,0,3.15,0,0,0,0,0,185.67,22.03,0,0,81.82,0,0,0,0,3.15,0,3.15,0,0,0,0,0
 14-21,1,0,0,0,20,4,0,11,0,0,0,2,2,0,0,0,0,0,0,0,0,17,0,0,26,79,5,0,1,4,0,1,3,27,1,1,19,50,0,1,0,0
 24-34,0.82,0,0,0.82,1.64,0.82,0,16.42,0,0.82,1.64,1.64,0.82,0,4.1,0,0,0,0,2.46,0.82,62.39,0,0,59.1,96.86,0,0,0.82,0,0,0,1.64,1.64,0.82,0.82,5.75,56.64,0,1.64,0,0
 36-46,0,0,0,0,0,0,0,30.62,0,0,1.61,1.61,0,0,0.81,0,0,0,0,0,0,76.54,0,0.81,50.76,70.9,0.81,0,0,0,0,0,0,0,0.81,0,0,69.29,0.81,0,0,0
 48-58,0,0,0,0,1.72,0,0,42.46,0.57,0,2.87,7.46,0,0,0,2.87,0,0,0,0.57,0.57,103.28,0,1.15,24.1,68.28,0,0,0.57,0,0,0.57,0,0,0,1.72,0,51.64,0.57,1.15,0,0
 60-70,0,0,0,0,2.94,0,0,34.35,0.98,0,1.96,3.93,0,0,0.98,2.94,0,0,0,0.98,0,87.36,0,1.96,24.54,51.04,0,0.98,0,0,0,0,0,0,0,0,0,22.58,2.94,2.94,0.98,3.93
 72-82,0,0,0,0,0,0,0,32.39,0.98,0.98,6.87,10.8,0,0,0.98,3.93,0,0,0,3.93,0.98,162.96,0,4.91,40.25,92.28,0,0.98,0.98,0,0.98,0,0.98,0,0.98,0,0,19.63,1.96,2.94,6.87,0.98
 84-94,0,0,0,0,0,0,0,33.99,0,1.06,6.37,12.74,0,0,1.06,5.31,1.06,2.12,0,7.43,0,89.21,0,4.25,22.3,27.61,0,1.06,1.06,0,1.06,0,0,0,2.12,0,0,8.5,3.19,1.06,5.31,5.31
 96-106,0,0,0,0,2.19,0,0,15.3,0,0,1.09,10.93,1.09,0,0,9.84,0,0,1.09,15.3,0,91.8,1.09,0,27.32,39.34,0,2.19,2.19,0,0,0,0,0,0,0,0,8.74,12.02,3.28,10.93,2.19
108-118,0,0,0.77,0,3.06,0,2.3,25.28,0.77,0,2.3,9.19,1.53,0,0,10.72,0.77,0.77,0,14.55,0.77,77.36,0,1.53,19.15,40.6,0.77,0,0.77,0,2.3,0.77,0,0,1.53,2.3,0,6.13,3.06,3.06,9.19,5.36
120,0,0,0,0,1.96,0,0,7.84,0,0,0,11.76,5.88,0,0,21.56,0,0,0,11.76,0,62.71,0,1.96,19.6,41.16,0,0,3.92,0,1.96,0,0,0,3.92,0,0,13.72,1.96,0,11.76,0
