stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,13.18,579.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,6.13,294.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,6.13,0,18.39,0,0,0,0,0,0,0,0,0,0,0
  7-9,18.4,10.51,0,21.03,0,0,0,57.83,0,0,0,0,0,28.92,0,0,0,0,0,0,0,0,0,0,265.5,15.77,0,0,128.81,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,25.18,0,6.29,0,3.15,0,59.79,0,0,0,0,0,12.59,0,0,0,0,0,0,0,0,0,0,346.17,12.59,0,0,141.61,0,0,3.15,0,6.29,0,3.15,3.15,0,0,0,0,0
 14-21,0,0,0,2,27,10,0,7,0,0,0,3,0,1,0,0,0,0,0,0,0,9,0,9,246,8,0,6,3,0,0,1,37,0,2,30,82,0,0,1,0,0
 24-34,0,0,0,0,7.39,1.64,0,48.43,0,0,0,9.03,0,0,0.82,0.82,0.82,0,1.64,0.82,0.82,22.16,0,14.78,454.75,0.82,4.93,0,0,0,5.75,0,0,0,0,9.03,121.49,0,0,4.1,0,0.82
 36-46,0,0,0,0,6.45,0,0,116.82,0,0,0,18.53,0,0,0.81,0,0,0,0.81,0,0.81,30.62,0.81,10.47,531.74,0,4.03,2.42,0,0,4.83,0,0,0,0,0,123.27,0,0,4.03,0,1.61
 48-58,0,0,0,0,1.72,0,0,249.61,0.57,0.57,4.02,28.69,0.57,0,1.15,0.57,0.57,1.15,0.57,0,0,43.04,1.72,6.31,490.03,0,1.15,1.15,0,0,4.02,0,0,0,0,0,91.81,0,0,1.15,0,1.72
 60-70,0,0,0.98,0,3.93,0,0,329.79,0,0.98,0,33.37,0.98,0,0,0,0,0,1.96,0,0,40.24,2.94,5.89,524.13,0,2.94,1.96,0,0,7.85,0,0,0.98,0,0,49.08,0,1.96,5.89,0,0
 72-82,0,0,0,0,5.89,0,0,244.43,0.98,0,3.93,40.25,1.96,0,2.94,0.98,0.98,0,0,0.98,0,52.03,2.94,9.82,334.75,0,5.89,4.91,0,0.98,4.91,0,0,0,0,0,16.69,1.96,1.96,11.78,0,2.94
 84-94,0,0,2.12,0,8.5,0,0,159.31,0,2.12,4.25,20.18,1.06,0,0,6.37,0,0,2.12,0,0,33.99,4.25,3.19,196.48,1.06,4.25,3.19,0,1.06,10.62,0,0,1.06,0,0,21.24,1.06,6.37,7.43,0,1.06
 96-106,0,0,0,0,12.02,0,0,127.86,0,0,0,18.58,1.09,0,0,5.46,2.19,2.19,1.09,0,1.09,22.95,1.09,4.37,157.37,0,1.09,7.65,0,0,8.74,0,0,0,0,0,6.56,2.19,0,8.74,2.19,0
108-118,0,0,0.77,0,6.89,0,0.77,80.43,0.77,1.53,1.53,21.45,3.06,0,0.77,0.77,2.3,2.3,2.3,2.3,0,21.45,1.53,2.3,161.62,0.77,3.06,0.77,0,1.53,3.83,0,0,0.77,0,0,3.06,0.77,0,3.83,0,1.53
120,0,0,0,0,9.8,0,0,47.03,0,5.88,0,27.44,0,0,0,0,0,0,1.96,1.96,0,9.8,5.88,3.92,143.06,0,1.96,0,0,0,9.8,0,0,0,0,0,5.88,0,0,3.92,0,0
