stage,axial,blastomeres,endoderm,erythrocytes,eye,hatching_gland,neural,notochord,paraxial_mesoderm,periderm,pgc,presomitic_mesoderm,pronephros,somites,spinal_cord
  3-4,118.6,1344.15,0,0,0,0,0,0,0,26.36,0,0,0,0,0
  5-6,404.56,4247.84,6.13,0,0,18.39,122.59,18.39,30.65,61.3,0,0,0,0,0
  7-9,297.04,144.58,254.99,0,578.32,446.88,4868.38,354.88,1706.03,7.89,10.51,0,2.63,0,0
 10-12,6.29,135.32,188.82,34.62,324.14,239.17,3449.08,399.67,1450.75,3.15,6.29,6.29,125.88,25.18,12.59
