stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,52.71,593.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,30.65,502.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.78,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,2.63,0,18.4,0,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.63,5.26,0,0,60.46,0,0,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,25.18,0,0,0,9.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.35,6.29,0,0,84.97,0,0,3.15,0,12.59,0,6.29,0,0,0,0,0,0
 14-21,0,0,1,1,11,2,0,10,0,0,0,1,1,1,3,1,0,0,1,1,11,0,0,2,88,3,0,2,3,0,5,0,24,1,112,45,46,0,0,3,0,0
 24-34,0,0,0.82,0,3.28,1.64,0,17.24,0,0,0.82,0.82,0.82,0.82,2.46,11.49,0,0,0,0.82,7.39,0.82,0,5.75,145.29,1.64,5.75,1.64,0,0,9.03,0,0,1.64,55.82,10.67,45.15,0,0,4.1,0,0
 36-46,0,0,0.81,0,2.42,0,0,13.7,3.22,0,0,4.03,0,0.81,0,11.28,0,0,0,2.42,6.45,0,0,3.22,233.64,0.81,9.67,0,0,0,6.45,0,0,0,19.34,0.81,53.98,0,0,1.61,0,0.81
 48-58,0,0,0,0,1.72,1.15,0,40.17,1.15,0,2.3,14.35,0.57,0,4.02,7.46,0.57,0.57,0,1.72,13.77,0.57,0,1.72,304.12,0.57,3.44,1.15,0,0,2.87,0,0,0.57,0.57,0,60.82,0,0,0.57,0,3.44
 60-70,0,0,0,0,5.89,0.98,0,143.3,2.94,0.98,0.98,26.5,0,0,2.94,8.83,1.96,0,0,0.98,23.56,0,0.98,0.98,572.23,1.96,4.91,2.94,0,0.98,2.94,0,0,0.98,0.98,0,68.71,0,0,0.98,0,0.98
 72-82,0,0,2.94,0,2.94,6.87,0,393.65,4.91,0,1.96,49.08,2.94,2.94,10.8,13.74,3.93,0,0,0.98,53.99,0.98,1.96,2.94,731.34,0,5.89,9.82,0,0.98,7.85,0,0,0,2.94,0,65.77,0,0,3.93,0,1.96
 84-94,0,0,1.06,0,12.74,5.31,0,313.3,4.25,1.06,3.19,27.61,4.25,0,16.99,27.61,5.31,1.06,2.12,2.12,43.54,0,1.06,3.19,405.7,3.19,1.06,5.31,0,0,10.62,0,0,1.06,5.31,0,30.8,0,3.19,5.31,0,1.06
 96-106,0,0,0,0,24.04,8.74,2.19,321.3,5.46,2.19,1.09,52.46,2.19,3.28,17.49,44.81,1.09,0,3.28,4.37,38.25,1.09,3.28,4.37,347.53,1.09,2.19,14.21,0,0,10.93,0,0,0,3.28,0,18.58,7.65,0,8.74,2.19,4.37
108-118,0,0,1.53,0,10.72,1.53,1.53,277.28,7.66,2.3,0.77,41.36,3.06,0,21.45,53.62,7.66,1.53,2.3,2.3,23.74,4.6,1.53,9.96,369.19,0.77,5.36,8.43,0,0,9.19,0,0,0.77,12.26,0,19.15,7.66,0.77,1.53,0.77,3.83
120,0,0,0,0,3.92,1.96,0,227.34,13.72,1.96,0,21.56,0,0,21.56,25.48,5.88,0,0,0,19.6,0,1.96,3.92,364.52,0,3.92,5.88,0,0,3.92,0,0,0,1.96,0,19.6,3.92,0,9.8,0,0
