stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,26.36,527.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.36,0,0,0,0,0,0,0,0,0,0,0
  5-6,55.17,643.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.65,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,13.14,7.89,0,21.03,0,0,0,47.32,0,0,0,0,0,13.14,0,0,0,0,0,0,0,0,0,0,0,352.25,2.63,0,0,141.95,5.26,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,6.29,0,22.03,0,6.29,0,15.73,0,0,0,0,0,12.59,0,0,0,0,0,0,0,0,0,0,0,207.7,15.73,0,0,113.29,3.15,3.15,0,15.73,0,0,3.15,0,0,0,0,0
 14-21,0,0,1,0,12,4,0,6,0,0,0,4,2,0,0,0,0,0,1,0,0,6,0,0,10,84,0,1,0,2,0,0,6,1,1,9,35,0,0,1,0,1
 24-34,0,0,0.82,1.64,1.64,0,0,13.95,0,0,0.82,4.93,1.64,0,0,0,0,0.82,0.82,0,0,16.42,0.82,0,9.85,153.5,3.28,2.46,1.64,0.82,1.64,0,0,0,0.82,3.28,32.83,0,0,1.64,0,0.82
 36-46,0,0,0,0,2.42,0,0,36.26,0,0,0.81,3.22,0,0,0.81,0,0,0,0.81,1.61,0,26.59,0,0,8.06,152.27,0,3.22,0.81,0,4.83,0,0,0.81,0,0,44.31,0,0,0.81,0,0
 48-58,0,0,0,0,4.59,0,0,37.87,1.72,0,1.15,8.03,0,0,0.57,0,0,0.57,0,0,0.57,25.25,0,0.57,2.3,128.53,0,0.57,0,0,2.3,0,0,0.57,0,0,30.99,0,0,1.72,0,0
 60-70,0,0,0,0,0.98,0.98,0,64.78,0.98,1.96,0,11.78,0,0,0.98,0,0.98,0,0,0,0,28.46,0,0,2.94,156.06,0,0.98,1.96,0,2.94,0,0,0,0,0,21.59,0,0,1.96,0,0.98
 72-82,0,0,0,0,4.91,6.87,0,76.57,0,0.98,1.96,16.69,0,0,0,0,0,0,0.98,0,0.98,48.1,0,0,8.83,146.27,0,0.98,2.94,0,4.91,0,0,0,0,0,18.65,0,0.98,3.93,0.98,2.94
 84-94,0,0,0,0,7.43,2.12,0,41.42,2.12,1.06,0,9.56,2.12,0,1.06,3.19,1.06,2.12,0,1.06,0,30.8,1.06,1.06,2.12,62.66,0,2.12,0,0,7.43,0,0,0,0,0,2.12,0,0,2.12,0,2.12
 96-106,0,0,0,0,6.56,4.37,0,21.86,0,0,0,12.02,2.19,0,2.19,1.09,0,1.09,0,0,1.09,21.86,0,3.28,3.28,45.9,1.09,1.09,3.28,0,8.74,0,0,0,0,0,4.37,1.09,1.09,3.28,0,1.09
108-118,0,0,0.77,0,2.3,4.6,0.77,27.57,0,4.6,2.3,11.49,2.3,0,0.77,1.53,1.53,1.53,0,0,0,32.17,0,0,2.3,81.19,0,0.77,1.53,0,8.43,0,0,0,0,0,4.6,0,0,2.3,0.77,0.77
120,0,0,0,0,5.88,1.96,0,39.2,0,0,0,19.6,1.96,0,0,5.88,0,1.96,1.96,1.96,0,23.52,0,3.92,5.88,88.19,1.96,1.96,0,0,5.88,0,0,1.96,0,0,0,0,0,5.88,1.96,0
