stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,79.07,909.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.53,0,0,0,0,0,0,0,0,0,0,0
  5-6,30.65,190.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,6.13,0,6.13,0,0,0,0,0,0,0,0,0,0,0
  7-9,5.26,0,0,34.17,0,2.63,10.51,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,136.69,2.63,0,0,28.92,0,2.63,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,6.29,0,103.85,0,12.59,15.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,443.72,28.32,0,0,122.73,0,3.15,3.15,0,6.29,0,6.29,0,0,0,0,0,0
 14-21,0,0,0,27,201,29,16,0,11,0,1,4,0,3,0,1,0,11,1,0,50,0,0,47,421,125,14,40,3,0,2,1,86,12,37,228,118,0,0,7,0,0
 24-34,0,0,0,7.39,96.04,5.75,32.01,0,37.76,4.93,6.57,0.82,0,2.46,3.28,6.57,0,57.46,0,0,62.39,0.82,0.82,50.89,394.01,18.06,15.6,44.33,0,0,1.64,0,0.82,4.93,5.75,25.45,115.74,0,0,20.52,0,0
 36-46,0,0,0,0,16.92,2.42,42.7,0.81,18.53,12.09,27.39,4.83,0,6.45,0.81,1.61,1.61,40.28,0,0,78.15,0.81,4.03,53.98,447.15,15.31,9.67,35.45,0,0,2.42,0,0,3.22,0,0,122.46,0,1.61,22.56,0,0
 48-58,0.57,0,0,0,12.05,0.57,55.66,1.15,9.75,12.62,36.15,1.15,1.15,8.61,1.15,0.57,0.57,24.1,0,0,109.02,1.15,10.33,45.9,381.58,6.89,3.44,32.13,0,0.57,2.87,0,0,3.44,1.15,0,121.65,0,0.57,12.62,0.57,1.15
 60-70,0,0,0,0,7.85,0,89.32,3.93,9.82,10.8,45.15,9.82,0,1.96,1.96,3.93,0,21.59,0,0,153.12,1.96,11.78,39.26,444.63,7.85,1.96,20.61,0,3.93,2.94,0,0,2.94,0,0,103.06,0,3.93,9.82,2.94,1.96
 72-82,0,0,0,0,9.82,1.96,86.39,2.94,6.87,22.58,80.5,6.87,0,2.94,7.85,4.91,0,19.63,0.98,0.98,144.3,0.98,21.6,20.61,368.12,2.94,2.94,49.08,0,6.87,6.87,0,0,4.91,0,0,55.95,5.89,2.94,16.69,7.85,1.96
 84-94,0,0,0,0,16.99,1.06,92.4,7.43,10.62,24.43,55.23,10.62,0,5.31,5.31,6.37,0,9.56,0,0,92.4,0,11.68,23.36,194.35,11.68,10.62,46.73,0,4.25,9.56,0,0,9.56,0,0,35.05,7.43,5.31,21.24,8.5,0
 96-106,0,0,1.09,0,17.49,0,67.76,3.28,7.65,9.84,61.2,12.02,0,2.19,12.02,3.28,0,8.74,3.28,0,95.08,1.09,6.56,16.39,168.3,10.93,14.21,59.01,0,7.65,9.84,1.09,0,2.19,1.09,0,30.6,9.84,4.37,14.21,7.65,0
108-118,0,0,0,0,17.62,1.53,68.17,5.36,11.49,15.32,46.72,7.66,0,3.83,13.79,3.83,0,12.26,1.53,0,72.77,0,6.13,18.38,202.21,9.19,5.36,43.66,0,3.06,6.13,0,0,5.36,1.53,0,16.09,11.49,10.72,9.19,7.66,0
120,0,0,0,0,29.4,0,60.75,3.92,0,7.84,48.99,1.96,0,1.96,9.8,1.96,0,5.88,0,0,66.63,1.96,5.88,19.6,215.58,7.84,7.84,29.4,0,7.84,1.96,0,0,3.92,0,0,23.52,9.8,5.88,5.88,3.92,0
