stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,92.25,1607.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.07,0,0,0,0,0,0,0,0,0,0,0
  5-6,55.17,649.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.52,0,0,0,6.13,0,18.39,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,7.89,0,0,0,0,39.43,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,176.12,26.29,0,0,65.72,0,0,5.26,0,0,0,0,0,0,0,0,0,0
 10-12,3.15,3.15,0,25.18,0,3.15,31.47,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,365.05,40.91,0,0,81.82,0,6.29,3.15,0,25.18,0,0,0,0,0,0,0,0
 14-21,0,0,1,5,110,11,18,0,2,0,2,3,3,6,1,4,0,0,0,1,21,0,0,17,132,66,3,2,8,0,31,0,19,2,1,33,73,0,0,3,0,0
 24-34,0,0,0,1.64,64.85,0.82,33.66,0,4.1,1.64,8.21,0.82,0,3.28,2.46,1.64,0,4.1,0,1.64,72.24,3.28,1.64,42.68,255.29,9.85,4.93,9.03,0,0,103.43,0,0.82,3.28,0,10.67,61.56,0,0,9.03,0,2.46
 36-46,0,0,0,0,17.72,2.42,56.4,0.81,1.61,5.64,11.28,0,0,2.42,0.81,1.61,0,0,0,1.61,56.4,1.61,0.81,27.39,178.86,2.42,4.03,3.22,0,0.81,79.76,0.81,0.81,1.61,0,0.81,50.76,0,0,10.47,0,2.42
 48-58,0,0,0,0.57,14.92,0,115.91,4.59,4.02,6.31,42.46,0.57,0.57,2.87,1.15,0,0.57,1.15,0,2.3,109.02,5.16,3.44,17.21,147.47,2.3,2.3,5.74,0,0.57,46.48,0,0,1.15,0.57,0,41.31,0,0.57,4.59,0,1.15
 60-70,0,0,0,0,19.63,0,163.91,2.94,1.96,3.93,42.21,0,0.98,0.98,4.91,0.98,2.94,2.94,0.98,0.98,154.1,4.91,7.85,6.87,106,0.98,5.89,5.89,0,0,53.98,0,0,0.98,0.98,0,22.58,0,1.96,11.78,0.98,2.94
 72-82,0,0,0,0,19.63,1.96,142.34,0.98,3.93,2.94,53.99,4.91,0,4.91,4.91,0.98,0.98,6.87,0,0,150.19,6.87,10.8,11.78,125.65,0.98,5.89,10.8,0,0,27.49,0,0,0.98,0.98,0,5.89,1.96,5.89,9.82,1.96,1.96
 84-94,0,0,1.06,0,30.8,0,133.82,0,5.31,4.25,19.12,13.81,0,1.06,4.25,2.12,5.31,4.25,0,1.06,92.4,7.43,4.25,10.62,60.54,2.12,3.19,11.68,0,1.06,93.46,0,0,2.12,0,0,2.12,2.12,1.06,9.56,4.25,2.12
 96-106,0,0,1.09,0,18.58,1.09,92.89,0,2.19,1.09,25.14,18.58,0,2.19,8.74,1.09,0,7.65,0,0,69.94,5.46,6.56,7.65,74.31,1.09,9.84,7.65,0,2.19,41.53,0,0,1.09,0,0,2.19,3.28,1.09,5.46,5.46,1.09
108-118,0,0,0,0,36.77,3.06,58.98,1.53,1.53,1.53,24.51,18.38,0,0,13.79,3.83,3.83,4.6,4.6,3.83,44.43,4.6,3.06,2.3,65.87,1.53,3.06,9.19,0,0.77,51.32,0,0,1.53,0,0,0,3.83,1.53,6.89,0.77,3.06
120,0,0,0,0,19.6,5.88,62.71,1.96,0,0,11.76,11.76,0,1.96,13.72,3.92,1.96,3.92,0,0,27.44,5.88,1.96,5.88,64.67,3.92,3.92,5.88,0,1.96,23.52,1.96,0,1.96,0,0,0,1.96,1.96,5.88,1.96,1.96
