stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,79.07,2793.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.14,0,0,0,0,0,0,0,0,0,0,0
  5-6,269.7,2733.82,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,36.78,6.13,0,0,18.39,0,49.04,0,0,0,0,0,0,0,0,0,0,0
  7-9,13.14,23.66,0,28.92,0,0,73.6,0,0,0,0,0,18.4,0,0,0,0,0,0,0,0,0,0,0,538.89,28.92,0,0,276.01,0,5.26,7.89,0,0,0,0,0,0,0,0,0,0
 10-12,0,18.88,0,62.94,0,12.59,37.76,0,0,0,0,0,9.44,0,0,0,0,0,0,0,0,0,0,0,811.92,37.76,0,0,330.43,0,6.29,6.29,0,40.91,0,0,0,0,0,0,0,0
 14-21,0,0,0,11,578,33,50,0,0,0,17,12,0,3,0,3,0,0,1,0,174,0,0,101,425,53,0,5,41,0,32,1,91,6,7,54,206,0,0,4,0,9
 24-34,0,0,0,5.75,138.72,3.28,83.73,0,8.21,9.85,39.4,1.64,0,12.31,0.82,0,3.28,2.46,3.28,2.46,343.12,2.46,0.82,136.26,424.38,16.42,3.28,10.67,0,0.82,28.73,0,3.28,2.46,0.82,21.34,146.11,0,0,31.19,0,21.34
 36-46,0,0,0,0.81,40.28,1.61,33.84,2.42,9.67,8.86,58.81,0.81,0,12.09,0,0,4.83,4.83,0,0,445.54,0,12.89,136.96,231.23,6.45,3.22,13.7,0,0,12.09,0,1.61,1.61,0,0,91.04,0,2.42,24.98,0.81,27.39
 48-58,0.57,0,0,0.57,14.35,0.57,44.18,2.87,5.16,11.48,65.41,0.57,0,10.9,0.57,0,8.03,2.3,0.57,0,499.78,0,24.67,91.81,110.17,2.87,0.57,13.77,0,3.44,3.44,0,0,1.15,0.57,0,70,0,5.16,16.07,1.72,26.4
 60-70,0,0,0,0,13.74,0,41.22,28.46,5.89,12.76,59.87,2.94,0,6.87,0,0,12.76,0.98,1.96,0,605.6,0,56.93,69.69,84.41,1.96,2.94,13.74,0,9.82,5.89,0,0,0,0,0,23.56,0,45.15,5.89,26.5,20.61
 72-82,0,0,0,0,29.45,2.94,87.37,34.36,4.91,27.49,52.03,0.98,0,3.93,0.98,0.98,16.69,3.93,2.94,0,893.31,0,62.83,85.4,113.87,1.96,3.93,19.63,0,13.74,5.89,0,0,1.96,0,0,25.52,0,85.4,13.74,77.55,23.56
 84-94,1.06,0,0,0,37.17,5.31,104.08,59.47,8.5,18.05,43.54,11.68,0,8.5,0,0,16.99,2.12,2.12,2.12,621.29,0,67.97,44.61,67.97,2.12,5.31,25.49,0,7.43,4.25,0,0,0,0,0,25.49,2.12,81.78,14.87,94.52,14.87
 96-106,0,0,1.09,1.09,31.69,6.56,73.22,85.24,7.65,12.02,41.53,4.37,0,9.84,3.28,1.09,30.6,6.56,5.46,1.09,620.74,1.09,51.36,43.71,71.04,2.19,9.84,32.79,1.09,15.3,9.84,0,0,2.19,0,0,16.39,1.09,92.89,14.21,121.31,27.32
108-118,0,0,0.77,0,19.92,3.06,48.26,63.57,4.6,8.43,40.6,7.66,0,2.3,1.53,0,24.51,3.83,6.13,0.77,453.45,0,29.87,28.34,56.68,1.53,6.89,20.68,0,22.98,6.13,0,0,0.77,0.77,0,9.19,0.77,85.79,7.66,67.4,22.98
120,0,0,0,0,25.48,1.96,64.67,54.87,0,5.88,43.12,1.96,0,1.96,0,1.96,13.72,1.96,1.96,0,354.72,0,25.48,33.32,62.71,5.88,1.96,19.6,0,23.52,13.72,0,0,0,0,0,11.76,0,82.31,3.92,74.47,3.92
