stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,131.78,4269.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.6,0,0,0,0,0,0,0,0,0,0
  5-6,73.56,1170.76,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,18.39,18.39,0,0,18.39,0,30.65,0,0,0,0,0,0,0,0,0,0
  7-9,31.54,31.54,0,70.98,0,0,0,102.52,0,0,0,0,0,28.92,0,0,0,0,0,0,0,0,0,0,0,791.24,21.03,0,0,352.25,0,2.63,2.63,0,0,0,0,0,0,0,0,0
 10-12,3.15,37.76,0,50.35,0,9.44,0,163.64,0,0,0,0,0,18.88,0,0,0,0,0,0,0,0,0,0,0,1211.58,37.76,0,0,349.31,0,9.44,6.29,0,62.94,3.15,3.15,0,0,0,0,0
 14-21,0,0,0,14,141,79,0,71,0,0,0,31,9,4,2,1,5,0,0,0,0,104,0,0,73,1239,24,2,15,40,0,13,0,117,9,76,344,0,0,3,0,0
 24-34,0,0,0,3.28,21.34,8.21,0,238.05,0,1.64,0,29.55,0.82,0,1.64,3.28,0.82,1.64,4.1,3.28,0.82,157.6,0,0,55,1532.54,4.93,7.39,12.31,0.82,0,13.95,0,0,1.64,5.75,338.19,0,0,23.8,0,1.64
 36-46,0,0,0,0,6.45,4.03,0,449.56,0,1.61,2.42,29,1.61,0,0.81,1.61,0.81,1.61,0.81,2.42,0.81,97.49,0,5.64,33.84,866.9,5.64,8.06,4.83,0,0,8.06,0,0,0.81,0,236.06,0,0,11.28,0,3.22
 48-58,0,0,0.57,0,9.18,2.3,0,513.56,0,1.15,2.87,42.46,0.57,0,1.15,2.3,0.57,2.87,0,2.3,1.15,123.37,0.57,3.44,31.56,417.16,2.3,4.59,6.31,0,0,2.87,0,0,0,0,80.91,0,0,10.9,0,3.44
 60-70,0,0,0.98,0,13.74,0,0,356.29,0,0.98,1.96,62.82,2.94,0,1.96,2.94,1.96,2.94,3.93,0,0,82.45,0,1.96,15.7,281.7,4.91,2.94,2.94,0,0.98,1.96,0,0,0.98,0,34.35,0,0,8.83,0,0
 72-82,0,0,0.98,0,17.67,4.91,0,147.25,0.98,0,2.94,71.66,3.93,0,3.93,4.91,1.96,0.98,1.96,0,0.98,111.91,0,9.82,13.74,235.6,1.96,1.96,3.93,0,0,4.91,0,0,0,0,12.76,0.98,1.96,24.54,1.96,0
 84-94,0,0,0,0,10.62,6.37,0,118.95,0,1.06,4.25,36.11,5.31,0,2.12,4.25,2.12,5.31,4.25,2.12,1.06,79.65,0,6.37,25.49,175.24,0,3.19,5.31,0,1.06,6.37,0,0,1.06,0,0,2.12,0,15.93,0,0
 96-106,0,0,1.09,0,9.84,2.19,1.09,78.68,0,4.37,0,41.53,4.37,0,5.46,6.56,1.09,2.19,2.19,1.09,0,59.01,1.09,2.19,2.19,127.86,2.19,2.19,3.28,0,2.19,15.3,0,0,2.19,0,7.65,0,2.19,12.02,1.09,0
108-118,0,0,0,0.77,16.85,11.49,0.77,92.68,0,1.53,4.6,32.17,5.36,0,0.77,9.96,1.53,3.06,0,3.06,0,56.68,0,0.77,19.92,175.41,0.77,6.13,3.06,0,0.77,3.06,0,0,0.77,0,2.3,0.77,0,11.49,0.77,1.53
120,0,0,1.96,0,31.36,1.96,0,80.35,0,5.88,1.96,33.32,3.92,0,0,3.92,0,0,0,0,0,37.24,0,3.92,11.76,143.06,0,0,0,0,1.96,3.92,0,0,0,0,7.84,0,0,1.96,0,0
