stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,355.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.71,0,0,0,0,0,0,0,0,0,0,0
  5-6,18.39,67.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,6.13,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,2.63,0,0,0,2.63,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,26.29,0,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,12.59,0,12.59,0,0,0,18.88,0,0,0,0,9.44,0,0,0,0,0,0,0,0,0,0,0,173.08,6.29,0,0,50.35,0,0,0,0,0,0,0,3.15,0,0,0,0,0
 14-21,0,0,0,6,67,19,0,17,0,0,11,7,1,1,0,3,0,0,1,0,23,0,0,22,490,26,4,4,7,0,3,1,24,4,4,22,176,0,0,5,0,0
 24-34,0,0,0.82,0.82,13.13,4.1,0,134.62,2.46,4.93,23.8,1.64,0,0.82,0,0.82,0,2.46,0,0.82,64.03,0.82,0,27.09,895.55,6.57,5.75,10.67,0,0,20.52,0,0,1.64,0,11.49,253.64,0,0,25.45,0,3.28
 36-46,0,0,1.61,0,7.25,1.61,0,294.07,0.81,5.64,20.14,0,0,0.81,0,0,0.81,0,0.81,0.81,60.43,2.42,1.61,21.75,920.88,5.64,1.61,5.64,0,0,4.83,0,0,0,0,0,261.04,0,0,8.86,0,5.64
 48-58,0.57,0,0,0,6.89,1.72,0,399.37,1.15,8.61,38.44,0,0,2.3,0.57,0,2.87,1.15,0,2.3,91.23,0.57,1.72,11.48,815.38,0,5.16,1.72,0,0,12.62,0,0,0,0,0,170.99,0,0.57,4.59,0,4.59
 60-70,0,0,0.98,0,8.83,0.98,0,467.2,0.98,6.87,47.11,0,0,0,0,0,1.96,2.94,0.98,0.98,92.26,1.96,1.96,5.89,1063.97,2.94,4.91,6.87,0,0.98,2.94,0,0,0,0,0,120.73,0,0,6.87,0.98,5.89
 72-82,0,0,2.94,0,15.71,0.98,0,440.77,0.98,12.76,64.79,5.89,0,1.96,6.87,1.96,3.93,3.93,0.98,0,115.84,2.94,6.87,9.82,833.43,2.94,3.93,5.89,0,2.94,5.89,0,0,1.96,0,0,69.7,1.96,5.89,4.91,6.87,0.98
 84-94,0,0,1.06,0,22.3,4.25,1.06,319.67,5.31,4.25,41.42,6.37,0,0,6.37,4.25,2.12,0,3.19,1.06,96.65,3.19,5.31,8.5,503.41,0,3.19,12.74,0,0,24.43,0,0,4.25,0,0,41.42,2.12,5.31,8.5,4.25,1.06
 96-106,0,0,3.28,0,19.67,6.56,0,281.95,3.28,5.46,61.2,7.65,0,2.19,1.09,2.19,5.46,5.46,2.19,0,81.96,2.19,3.28,7.65,384.68,1.09,3.28,19.67,0,1.09,18.58,0,0,6.56,0,0,15.3,1.09,3.28,8.74,4.37,1.09
108-118,0,0,0.77,0,18.38,8.43,1.53,249.7,3.06,6.89,49.02,10.72,0,0,3.06,3.83,3.83,5.36,4.6,1.53,64.34,2.3,3.06,4.6,505.54,2.3,2.3,20.68,0,0.77,19.92,0,0,6.89,0,0,22.21,2.3,5.36,11.49,2.3,3.06
120,0,0,0,0,21.56,17.64,1.96,192.06,1.96,1.96,47.03,13.72,0,0,9.8,0,0,0,0,1.96,43.12,1.96,3.92,7.84,380.2,0,5.88,9.8,0,3.92,19.6,0,0,7.84,0,0,11.76,1.96,1.96,0,3.92,0
