stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,26.36,105.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,98.07,122.59,0,0,0,0,0,0,0,0,0,0,24.52,0,0,0,0,0,0,0,0,0,0,0,42.91,0,0,0,0,0,18.39,0,0,0,0,0,0,0,0,0,0,0
  7-9,52.57,13.14,205.04,0,0,0,39.43,0,0,0,0,0,99.89,0,0,0,0,0,0,0,0,0,0,0,346.99,15.77,0,0,42.06,0,0,7.89,0,2.63,0,0,0,0,0,0,0,0
 10-12,0,34.62,116.44,0,22.03,0,113.29,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,3.15,1705.66,31.47,0,0,185.67,0,6.29,3.15,0,6.29,0,3.15,6.29,0,0,0,0,0
 14-21,0,0,13,879,13,0,15,0,1,0,12,10,0,19,0,10,0,2,0,0,193,2,0,123,180,33,0,2,2,0,9,0,21,4,3,205,174,0,0,2,0,0
 24-34,0,0,0.82,86.19,0.82,0,20.52,3.28,9.85,1.64,32.83,0.82,0,17.24,0,0.82,0,9.85,1.64,0,86.19,0,3.28,38.58,128.87,3.28,0,1.64,0,2.46,0,0,0,4.93,2.46,36.94,86.19,0,0,4.1,0,0.82
 36-46,0,0,0,11.28,0.81,0,13.7,4.03,8.86,1.61,35.45,1.61,0,15.31,0,0,0.81,1.61,3.22,0.81,104.74,0,15.31,16.92,95.87,0,1.61,0,0,1.61,0.81,0,0,1.61,4.03,1.61,45.12,0,0,4.83,0,0.81
 48-58,0,0,0,5.74,0.57,0,18.36,5.16,9.75,2.3,33.28,0,0,16.07,0,0,1.15,1.72,2.3,0,126.81,0.57,24.67,10.9,91.23,0,0.57,5.74,0,3.44,0.57,0,0,0.57,1.72,0,48.77,0,2.3,2.3,0,1.15
 60-70,0,0,0,8.83,0,0,27.48,15.7,6.87,0,61.84,1.96,0,14.72,0,0,6.87,5.89,2.94,0,201.21,0,37.3,13.74,82.45,0.98,1.96,4.91,0,4.91,1.96,0,0,1.96,2.94,0,22.58,0,15.7,2.94,9.82,0
 72-82,0,0,0,8.83,3.93,0,36.32,14.72,4.91,1.96,90.31,1.96,0,19.63,0.98,0.98,9.82,6.87,0.98,0.98,246.4,0,33.38,5.89,96.2,0,0.98,8.83,0,2.94,2.94,0,0,0,1.96,0,25.52,0.98,11.78,5.89,17.67,0
 84-94,0,0,0,23.36,0,0,30.8,24.43,13.81,0,56.29,2.12,0,21.24,1.06,2.12,14.87,2.12,4.25,2.12,144.44,0,41.42,8.5,44.61,0,0,4.25,0,1.06,3.19,0,0,5.31,5.31,0,25.49,1.06,7.43,3.19,18.05,0
 96-106,0,0,1.09,39.34,2.19,1.09,36.06,45.9,7.65,0,75.41,1.09,0,24.04,0,1.09,16.39,0,1.09,0,162.83,0,43.71,10.93,73.22,1.09,1.09,7.65,0,6.56,3.28,0,0,4.37,5.46,0,46.99,0,9.84,12.02,33.88,0
108-118,0,0,1.53,35.23,0.77,0.77,18.38,47.49,16.09,0.77,62.81,3.06,0,16.09,0,0.77,45.19,1.53,1.53,0.77,140.94,0,32.94,13.02,58.98,1.53,0.77,7.66,0,3.06,0.77,0,0,2.3,5.36,0,20.68,0.77,3.83,4.6,21.45,0
120,0,0,0,25.48,1.96,0,13.72,33.32,5.88,0,60.75,1.96,0,13.72,0,0,15.68,0,0,1.96,66.63,0,15.68,5.88,43.12,0,0,7.84,0,1.96,0,0,0,0,3.92,0,17.64,0,3.92,1.96,25.48,1.96
