stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,131.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,12.26,42.91,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0
  7-9,5.26,0,0,0,0,0,0,7.89,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,18.4,2.63,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,3.15,0,0,0,0,0,15.73,0,0,0,0,0,0,0,0,0,0,0,62.94,0,0,0,9.44,0,0,0,3.15,0,0,0,0,0,0,0,0
 14-21,0,0,1,1,12,4,0,11,0,0,0,1,1,0,0,0,2,0,0,0,0,8,0,0,9,40,1,1,0,0,0,3,7,1,1,30,19,0,0,5,0,0
 24-34,0.82,0,2.46,0.82,4.1,0.82,0,13.95,3.28,1.64,0,0.82,0,0,3.28,0,1.64,0,0,0.82,0,25.45,0.82,0.82,11.49,63.21,0,1.64,2.46,0,0,14.78,0,6.57,4.1,3.28,19.7,0,0,4.93,0,0
 36-46,0,0,0,0,9.67,0,0,12.09,9.67,0,0,1.61,0.81,0,3.22,0,0,0.81,1.61,0,0.81,40.28,0,4.03,8.86,92.65,0,4.83,0.81,0,0,11.28,0,4.03,0.81,0,25.78,0,0,3.22,0,2.42
 48-58,0,0,0,0,10.33,0,0,22.38,10.9,2.87,3.44,9.18,0.57,0,1.15,0,0.57,1.15,1.72,0,0.57,72.3,0,6.89,11.48,91.81,0.57,4.02,2.3,0,0,16.07,0,1.72,1.72,0,18.36,0,1.15,6.89,0,4.02
 60-70,0,0,0.98,0,30.43,0.98,0,31.41,17.67,4.91,2.94,41.22,0.98,0,0,0,1.96,3.93,2.94,0.98,3.93,159.99,0,5.89,17.67,139.38,0.98,0.98,2.94,0,0.98,29.45,0,0.98,2.94,0,26.5,0,1.96,6.87,0.98,7.85
 72-82,0,0,2.94,0,40.25,1.96,0.98,76.57,11.78,8.83,8.83,88.35,5.89,0,2.94,2.94,3.93,3.93,6.87,0.98,2.94,303.33,1.96,11.78,34.36,172.77,0,7.85,8.83,0,0,48.1,0,7.85,1.96,0,15.71,0.98,12.76,26.5,13.74,7.85
 84-94,0,0,0,1.06,72.22,4.25,0,54.16,13.81,14.87,1.06,59.47,10.62,0,1.06,3.19,0,6.37,1.06,6.37,6.37,189.04,3.19,9.56,25.49,86.03,2.12,7.43,6.37,0,4.25,76.47,0,15.93,2.12,0,10.62,2.12,5.31,18.05,13.81,5.31
 96-106,0,0,3.28,0,77.59,7.65,2.19,55.74,33.88,7.65,6.56,95.08,24.04,0,4.37,5.46,9.84,9.84,5.46,2.19,2.19,214.2,2.19,16.39,22.95,121.31,3.28,8.74,14.21,0,4.37,72.13,0,7.65,2.19,0,3.28,5.46,4.37,33.88,20.76,9.84
108-118,0,0,0.77,0.77,91.15,2.3,12.26,52.09,32.94,30.64,8.43,91.15,16.85,0,3.06,2.3,9.96,9.96,4.6,6.89,6.89,209.11,0.77,6.13,34.47,105.7,2.3,6.89,5.36,0,4.6,72,0,14.55,7.66,0,7.66,3.83,2.3,17.62,6.89,13.02
120,0,0,3.92,1.96,105.83,1.96,3.92,48.99,21.56,27.44,0,72.51,19.6,0,7.84,7.84,7.84,3.92,3.92,3.92,7.84,194.02,5.88,13.72,37.24,150.9,5.88,7.84,11.76,0,3.92,88.19,0,11.76,1.96,0,9.8,5.88,3.92,15.68,11.76,9.8
