stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,790.68,10726.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303.09,0,0,0,0,0,0,0,0,0,0
  5-6,1048.17,13871.36,0,18.39,0,0,0,0,0,0,0,0,0,24.52,0,0,0,0,0,0,0,0,0,0,0,281.96,30.65,0,0,110.33,0,116.46,0,0,0,0,0,0,0,0,0,0
  7-9,102.52,147.21,0,270.76,0,2.63,0,446.88,0,0,0,0,0,102.52,0,0,0,0,0,0,0,0,0,0,0,4739.57,102.52,0,0,1669.23,0,7.89,26.29,0,5.26,0,0,0,0,0,0,0
 10-12,0,66.09,0,107,0,3.15,0,248.61,0,0,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,1853.56,50.35,0,0,720.66,0,0,18.88,9.44,72.38,3.15,0,0,0,0,0,0
 14-21,0,0,0,14,113,18,0,49,0,0,0,7,10,0,1,0,0,0,0,0,0,50,0,0,37,684,8,3,18,30,0,4,1,89,7,65,197,0,0,2,0,1
 24-34,0,0,0,4.93,36.12,0,0,96.04,0,0.82,0,28.73,2.46,0,2.46,0.82,0.82,0.82,3.28,2.46,0.82,73.06,0,0,27.91,746.16,1.64,6.57,14.78,0,0,9.03,0,0,0,8.21,192.9,0,0,17.24,0,2.46
 36-46,0,0,0,0.81,9.67,0,0,152.27,0,0,3.22,32.23,2.42,0,0.81,1.61,0,0,1.61,3.22,0,62.04,0,0,15.31,567.19,4.03,9.67,6.45,0,0,8.06,0,0.81,0.81,0,140.19,0,0,5.64,0,2.42
 48-58,0,0,0,0.57,11.48,0,0,203.7,0.57,1.15,1.15,49.92,0,0,1.15,2.3,0,1.15,0.57,1.15,1.15,83.2,0,3.44,13.2,306.99,0,1.72,4.02,0,0.57,4.02,0,0,0,0,92.38,0,0.57,4.59,0.57,1.15
 60-70,0,0,0.98,0,18.65,0,0,176.67,0,0,4.91,60.85,2.94,0,2.94,0.98,0,0,2.94,1.96,0.98,64.78,0,5.89,7.85,237.53,0,2.94,3.93,0,0,0.98,0,0,1.96,0,32.39,0,0.98,4.91,1.96,1.96
 72-82,0,0,0.98,0.98,13.74,1.96,0,105.04,0,0.98,1.96,51.05,4.91,0,2.94,2.94,0.98,1.96,3.93,0.98,0,80.5,0.98,4.91,10.8,182.59,0.98,5.89,3.93,0,0,1.96,0,0,0,0,16.69,0,2.94,8.83,3.93,1.96
 84-94,0,0,1.06,0,16.99,0,1.06,103.02,0,4.25,0,43.54,9.56,0,1.06,5.31,3.19,4.25,1.06,2.12,0,58.41,0,3.19,12.74,107.27,3.19,3.19,5.31,0,1.06,7.43,0,0,1.06,0,10.62,3.19,1.06,9.56,1.06,0
 96-106,0,0,2.19,0,18.58,0,1.09,69.94,0,1.09,3.28,25.14,7.65,0,3.28,5.46,3.28,0,5.46,1.09,0,48.09,0,0,5.46,100.54,2.19,3.28,8.74,0,2.19,3.28,0,0,1.09,0,9.84,0,2.19,4.37,6.56,1.09
108-118,0,0,0,0,13.79,3.83,0,54.38,0.77,3.06,1.53,30.64,2.3,0,0,5.36,3.06,3.83,0.77,1.53,0,32.17,0.77,2.3,11.49,117.19,0.77,3.06,2.3,0,1.53,3.06,0,0,1.53,0,3.83,0.77,0.77,3.83,1.53,0.77
120,0,0,0,0,15.68,3.92,0,50.95,0,1.96,0,27.44,1.96,0,0,5.88,0,0,0,1.96,0,23.52,0,1.96,5.88,115.63,1.96,0,3.92,0,1.96,5.88,0,0,0,0,5.88,0,0,1.96,3.92,1.96
