stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,79.07,777.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,30.65,557.8,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,12.26,6.13,0,0,12.26,0,12.26,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,2.63,0,5.26,0,0,0,5.26,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,86.75,5.26,0,0,26.29,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,12.59,0,3.15,0,0,0,18.88,0,0,0,0,0,9.44,0,0,0,0,0,0,0,0,0,0,0,157.35,28.32,0,0,50.35,0,0,0,0,9.44,0,0,0,0,0,0,0,0
 14-21,0,0,1,0,7,70,0,26,0,0,0,7,1,2,3,3,1,0,0,0,0,39,0,0,11,462,7,3,1,6,0,0,4,63,0,7,58,184,0,0,1,0,0
 24-34,0,0,2.46,0,5.75,59.1,0,93.58,0,0,0.82,13.95,0.82,0,1.64,2.46,0.82,0.82,0,0.82,1.64,41.04,0,0,22.16,769.14,6.57,19.7,1.64,0,0,2.46,0,0,0.82,0,18.06,241.33,0,0,4.1,0,4.93
 36-46,0,0,0.81,0,1.61,63.65,0,258.62,1.61,0,1.61,14.5,0,0,0.81,3.22,0,0,0,0.81,3.22,57.2,0,0.81,12.89,1029.65,2.42,20.14,2.42,0,0.81,1.61,0,0,0,0,0,266.68,0,0,8.86,0,2.42
 48-58,0.57,0,0.57,0,2.87,82.05,0,539.95,1.72,0,3.44,55.66,0,0.57,1.72,5.74,0.57,1.15,0.57,0,5.16,122.79,0,4.02,17.79,1237.12,3.44,11.48,1.72,0,1.72,2.3,0,0,0,0.57,0,281.74,0,0.57,2.87,0,5.16
 60-70,0,0,2.94,0,0.98,95.21,0,1067.9,2.94,0,2.94,83.43,0,0,1.96,14.72,0,1.96,0.98,0,0,196.3,0,9.82,10.8,1577.31,3.93,21.59,4.91,0,3.93,0.98,0,0,0,0.98,0,222.81,0,0.98,7.85,0.98,1.96
 72-82,0,0,4.91,0,9.82,158.05,0.98,921.78,1.96,0,5.89,135.47,0.98,0,4.91,20.61,0,3.93,0.98,0.98,2.94,249.34,0.98,7.85,20.61,1226.1,4.91,27.49,12.76,0,0.98,2.94,0.98,0,0,0,0,113.87,0.98,6.87,15.71,7.85,7.85
 84-94,0,0,4.25,0,10.62,177.36,2.12,730.68,1.06,0,11.68,91.34,1.06,0,0,62.66,0,10.62,3.19,1.06,9.56,199.66,0,9.56,27.61,745.55,4.25,21.24,27.61,0,2.12,2.12,0,0,0,2.12,0,70.09,1.06,5.31,9.56,4.25,10.62
 96-106,0,0,3.28,0,16.39,159.56,1.09,515.82,4.37,1.09,7.65,114.75,3.28,0,6.56,65.57,2.19,6.56,3.28,3.28,5.46,210.92,1.09,12.02,36.06,580.3,3.28,29.51,42.62,0,6.56,6.56,1.09,0,1.09,3.28,0,42.62,2.19,5.46,25.14,12.02,17.49
108-118,0,0,2.3,0.77,11.49,146.3,3.06,411.32,2.3,0,5.36,89.62,3.06,0,1.53,65.11,2.3,14.55,4.6,6.89,12.26,169.28,0,9.19,29.11,755.24,6.13,23.74,22.21,0,4.6,3.06,0,0,1.53,0,0,23.74,0.77,4.6,27.57,7.66,12.26
120,0,0,5.88,0,23.52,129.35,0,339.04,0,0,5.88,94.07,1.96,0,3.92,54.87,1.96,3.92,7.84,3.92,1.96,131.31,0,9.8,23.52,654.57,9.8,25.48,21.56,0,0,0,0,0,0,1.96,0,23.52,1.96,5.88,13.72,9.8,7.84
