stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,13.18,131.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,12.26,104.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,0,0,5.26,0,0,0,10.51,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,49.95,5.26,0,0,7.89,0,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.15,0,15.73,0,0,0,12.59,0,0,0,0,0,9.44,0,0,0,0,0,0,0,0,0,0,0,116.44,18.88,0,0,72.38,0,0,0,6.29,0,3.15,0,0,0,0,0,0
 14-21,0,0,0,5,33,6,0,8,0,1,0,5,0,5,2,0,2,0,0,17,6,13,1,0,7,53,18,0,1,3,4,3,11,0,1,16,38,0,0,8,0,7
 24-34,0,0,1.64,0.82,8.21,0,0,9.85,0,0,0,1.64,0,0,0.82,3.28,3.28,0,0,9.85,35.3,15.6,0.82,0,11.49,60.74,2.46,0.82,2.46,0,6.57,0,0,0,0.82,4.1,18.88,0,0,20.52,0,12.31
 36-46,0,0,0,0,0,0,0,5.64,0,0,0,3.22,0,0,1.61,3.22,0.81,0.81,0,0.81,33.84,12.09,0.81,0,5.64,53.17,1.61,0.81,0.81,0,7.25,0,0,1.61,0,0,17.72,0,0,4.03,0,4.03
 48-58,0,0,0,0,0.57,0,0,8.61,0,0,2.87,4.02,0.57,0.57,0,4.02,0.57,2.3,0,0.57,15.49,18.36,1.72,1.72,9.18,31.56,0,0,1.15,0,4.02,0,0,0,0,0,13.77,0,0,5.74,0,7.46
 60-70,0,0,0,0,2.94,0.98,0,18.65,0,2.94,2.94,8.83,0.98,1.96,0,4.91,0.98,2.94,0.98,0,3.93,30.43,1.96,0.98,3.93,64.78,0,0.98,0,0,12.76,0,0,0,0,0,5.89,0,0,4.91,0,2.94
 72-82,0,0,0.98,0,8.83,0,0,21.6,0,0.98,3.93,19.63,3.93,0.98,0,4.91,2.94,6.87,0.98,0.98,3.93,53.01,1.96,1.96,1.96,38.28,0,1.96,0.98,0,6.87,0,0,0,0,0,3.93,0,0,6.87,0,2.94
 84-94,0,0,0,0,5.31,1.06,0,14.87,0,2.12,1.06,6.37,1.06,1.06,0,19.12,2.12,2.12,1.06,4.25,5.31,45.67,2.12,3.19,1.06,28.68,2.12,0,3.19,0,31.86,0,0,1.06,0,0,6.37,0,0,8.5,1.06,0
 96-106,0,0,0,0,9.84,2.19,1.09,14.21,0,1.09,1.09,7.65,4.37,0,1.09,15.3,0,3.28,0,2.19,5.46,28.41,3.28,3.28,4.37,31.69,1.09,1.09,2.19,0,41.53,0,0,0,0,0,1.09,1.09,0,12.02,1.09,3.28
108-118,0,0,0,0,6.89,0.77,3.06,13.02,0.77,1.53,0,11.49,9.19,0,0.77,9.96,3.06,0,0,1.53,3.06,25.28,1.53,0.77,3.06,30.64,0.77,0,0,0,19.92,0,0,0,0,0,0.77,0.77,0.77,6.13,0,0
120,0,0,3.92,0,15.68,0,0,5.88,1.96,1.96,1.96,1.96,3.92,0,0,15.68,0,1.96,0,0,0,23.52,0,1.96,1.96,31.36,0,0,0,0,31.36,0,0,0,0,0,1.96,0,0,3.92,0,0
