stage,axial,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
 14-21,0,0,1,273,45,0,79,0,2,0,15,4,0,17,1,3,2,0,2,0,195,1,0,98,643,50,7,17,39,0,14,1,95,2,45,122,166,0,0,7,0,1
 24-34,0,1.64,5.75,173.2,7.39,0,302.08,0,3.28,8.21,28.73,3.28,0,13.13,0.82,1.64,2.46,9.03,1.64,0,470.35,1.64,3.28,90.29,1818.2,25.45,15.6,64.85,0,2.46,15.6,0,0,3.28,4.1,30.37,305.36,0,0,33.66,0,2.46
 36-46,0,2.42,0,59.62,3.22,0,1015.14,3.22,5.64,4.83,88.62,2.42,0.81,24.98,3.22,2.42,7.25,8.06,2.42,0.81,505.15,0,12.09,106.35,2918.13,24.17,19.34,33.03,0,3.22,11.28,0,0.81,2.42,12.09,1.61,589.75,0,2.42,47.53,0.81,1.61
 48-58,1.15,0,0.57,38.44,2.87,0,1327.78,11.48,5.74,9.75,121.65,1.72,0,26.4,4.59,1.15,5.74,6.31,3.44,1.15,557.16,2.87,18.36,99.84,1934.87,10.9,9.18,29.84,0.57,7.46,14.35,0.57,0,1.15,10.33,0,407.4,0,4.59,47.63,1.15,4.02
 60-70,0.98,1.96,0,38.28,7.85,0,1415.35,11.78,10.8,5.89,105.02,5.89,0.98,20.61,8.83,2.94,10.8,4.91,2.94,0.98,518.24,1.96,24.54,55.95,1848.21,9.82,3.93,20.61,0,4.91,13.74,0,0,1.96,4.91,0,249.31,0.98,12.76,48.09,3.93,4.91
 72-82,0,4.91,0.98,57.92,69.7,0,780.42,20.61,5.89,15.71,94.24,13.74,0.98,19.63,10.8,4.91,10.8,5.89,0.98,2.94,542.86,0.98,17.67,61.84,1427.34,5.89,16.69,32.39,0.98,5.89,20.61,0,0,2.94,7.85,0,112.89,2.94,21.6,77.55,23.56,7.85
 84-94,0,7.43,1.06,60.54,43.54,0,595.8,8.5,9.56,7.43,63.72,19.12,2.12,11.68,16.99,2.12,22.3,6.37,3.19,4.25,343.04,2.12,24.43,48.85,777.41,8.5,5.31,37.17,0,5.31,37.17,1.06,0,5.31,4.25,0,73.28,3.19,16.99,84.96,19.12,4.25
 96-106,0,5.46,0,85.24,49.18,2.19,513.64,19.67,8.74,12.02,63.39,18.58,0,16.39,31.69,5.46,14.21,8.74,6.56,2.19,328.95,7.65,16.39,30.6,733.3,10.93,12.02,50.27,0,7.65,50.27,1.09,0,7.65,9.84,0,48.09,3.28,18.58,80.87,21.86,8.74
108-118,0,0.77,2.3,53.62,26.81,2.3,448.09,23.74,11.49,9.19,55.92,20.68,0,8.43,17.62,4.6,32.17,6.13,6.89,3.06,247.41,3.83,10.72,36.77,920.69,9.19,9.19,36,0,6.13,27.57,0,0,3.06,11.49,0,31.4,7.66,19.92,55.15,13.02,10.72
120,0,1.96,0,41.16,43.12,0,419.39,23.52,15.68,7.84,68.59,11.76,0,5.88,11.76,0,21.56,7.84,11.76,3.92,184.22,5.88,13.72,27.44,979.89,15.68,5.88,37.24,0,5.88,19.6,0,0,1.96,5.88,0,39.2,1.96,13.72,43.12,7.84,0
