stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,118.6,2951.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.07,0,0,0,0,0,0,0,0,0,0
  5-6,324.87,3450.98,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,110.33,18.39,0,0,49.04,0,61.3,0,0,0,0,0,0,0,0,0,0
  7-9,55.2,76.23,0,94.63,0,0,0,165.61,0,0,0,0,0,73.6,0,0,0,0,0,0,0,0,0,0,0,1556.2,47.32,0,0,623.01,0,2.63,2.63,0,0,0,0,0,0,0,0,0
 10-12,0,18.88,0,66.09,0,15.73,0,141.61,0,0,0,0,0,12.59,0,0,0,0,0,0,0,0,0,0,0,1051.09,18.88,0,0,387.08,0,6.29,0,0,56.65,3.15,0,0,0,0,0,0
 14-21,0,0,0,1,25,5,0,8,0,0,0,8,2,0,0,0,2,0,0,0,0,21,0,0,14,192,6,1,3,6,0,7,0,24,3,14,74,0,0,2,0,0
 24-34,0,0,0,0.82,8.21,0.82,0,55,0,2.46,0.82,9.03,1.64,0,0.82,0,2.46,0,0,0,2.46,41.86,0.82,0.82,17.24,389.91,4.1,8.21,6.57,0,0,18.06,0,0,0.82,1.64,96.04,0,0,13.95,0,2.46
 36-46,0,0,0,0,2.42,0,0,107.96,0,0.81,0,9.67,0,0,0.81,0.81,0.81,0,0,0,1.61,33.03,0,3.22,11.28,411.7,0.81,4.03,2.42,0,0,4.03,0,0,0,0,95.07,0,0,4.03,0,0
 48-58,0,0,0.57,0,5.74,0.57,0,148.62,0,0.57,0,21.23,1.15,0,1.72,0.57,0.57,1.72,1.15,0.57,0.57,49.35,1.15,2.3,14.35,325.92,1.15,2.87,1.15,0,0,5.16,0.57,0,0.57,0,64.84,0,0,3.44,0,0
 60-70,0,0,0,0,6.87,0,0,185.51,0,0,2.94,28.46,0,0,0.98,0.98,0,0.98,0,0,0.98,48.09,0,0.98,4.91,310.16,2.94,2.94,3.93,0,0,6.87,0,0,0,0,47.11,0,0,3.93,0.98,0
 72-82,0,0,1.96,0,5.89,2.94,0,111.91,0,0.98,1.96,16.69,5.89,0,0.98,1.96,0,0,0,0,0,53.99,0,1.96,7.85,228.73,0,4.91,0,0,0.98,5.89,0,0,2.94,0,14.72,0,0,10.8,0,0
 84-94,0,0,1.06,0,13.81,2.12,1.06,82.84,0,0,0,9.56,2.12,0,0,3.19,2.12,1.06,1.06,0,1.06,43.54,3.19,5.31,5.31,133.82,3.19,1.06,5.31,0,0,21.24,0,0,0,0,9.56,0,1.06,7.43,1.06,1.06
 96-106,0,0,0,0,8.74,3.28,0,42.62,0,0,1.09,14.21,4.37,0,1.09,4.37,0,0,3.28,0,0,27.32,1.09,0,3.28,83.06,0,3.28,1.09,0,1.09,7.65,0,0,0,0,3.28,0,2.19,5.46,2.19,2.19
108-118,0,0,0,0,8.43,3.83,0,42.89,0.77,1.53,0,12.26,3.83,0,0,3.06,1.53,3.83,0.77,0.77,0,27.57,0.77,1.53,2.3,105.7,0,1.53,3.83,0,0,6.89,0,0,0.77,0,1.53,1.53,0.77,4.6,0,1.53
120,0,0,0,0,11.76,17.64,1.96,48.99,0,0,0,1.96,5.88,0,1.96,3.92,0,3.92,0,0,1.96,19.6,1.96,1.96,3.92,97.99,0,1.96,1.96,0,0,11.76,0,1.96,0,0,5.88,1.96,0,3.92,0,0
