stage,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  5-6,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,1,4,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,262,1,1,0,0,0,0,2,0,0,1,140,0,0,1,0,0
 24-34,0,0.82,0,3.28,0.82,0,10.67,0,0,0,2.46,0,0,0,0,0.82,0,0,0,18.88,5.75,0,0,4.93,589.37,0.82,12.31,3.28,0,0,3.28,0,1.64,0.82,0,212.6,0,0,2.46,0,0.82
 36-46,0,0,0,1.61,0,0,50.76,0,0,0,3.22,0,0,0,0,0,0,0,0,61.23,4.03,0,0,1.61,830.65,0.81,8.06,0,0,0,1.61,0,0,0,0,167.58,0,0,0.81,0,0.81
 48-58,0,0,0,1.72,0,0,224.36,0.57,0,0.57,12.62,0,0,0,0,0,0.57,0,0,39.59,14.92,0,0.57,2.87,1001.86,0,6.31,1.72,0,0,1.15,0,0,0,0,106.15,0,0,0,0,2.3
 60-70,0,0,0,2.94,1.96,0,566.34,0,0.98,0,39.26,0,0,0,1.96,0.98,0,0,0.98,12.76,18.65,0,0,1.96,1492.89,0,2.94,2.94,0,0,2.94,0,0,0,0,131.52,0,0,0.98,0,1.96
 72-82,0,0.98,0,15.71,7.85,0,986.57,1.96,0,0.98,97.18,0,0,0,1.96,0,1.96,1.96,1.96,5.89,47.12,0,2.94,4.91,1735.58,0,5.89,5.89,0,0,3.93,0,0,0.98,0,88.35,2.94,0.98,3.93,0.98,2.94
 84-94,0,1.06,0,23.36,2.12,1.06,562.88,0,2.12,1.06,64.78,5.31,0,0,0,0,3.19,2.12,0,19.12,29.74,0,2.12,2.12,963.27,1.06,5.31,7.43,0,0,3.19,0,0,0,0,44.61,0,1.06,2.12,1.06,1.06
 96-106,0,0,0,20.76,6.56,0,543.14,2.19,1.09,3.28,96.17,1.09,1.09,0,1.09,0,1.09,0,2.19,5.46,38.25,1.09,0,3.28,922.36,2.19,6.56,12.02,0,2.19,17.49,0,0,0,0,27.32,1.09,0,1.09,3.28,2.19
108-118,0,0.77,0,12.26,3.06,0.77,458.05,0.77,1.53,1.53,58.98,0,0,0.77,1.53,1.53,1.53,0.77,2.3,1.53,23.74,0.77,0.77,2.3,1338.9,0,5.36,6.89,0,0,2.3,0,0,0,0,19.92,1.53,0,0.77,0.77,1.53
120,0,0,0,11.76,5.88,0,317.49,0,0,0,47.03,0,0,0,5.88,0,0,0,1.96,1.96,27.44,1.96,0,3.92,1367.93,0,3.92,5.88,0,0,3.92,0,0,0,0,39.2,0,1.96,0,0,0
