stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,645.72,11003.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,540.3,0,0,0,0,0,0,0,0,0,0,0
  5-6,711.04,8900.23,0,6.13,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,263.57,12.26,0,0,110.33,171.63,0,0,0,0,0,0,0,0,0,0,0
  7-9,107.78,120.92,0,173.5,0,0,0,538.89,0,0,0,0,0,210.3,0,0,0,0,0,0,0,0,0,0,0,3937.81,113.03,0,0,1543.05,7.89,34.17,0,0,0,0,0,0,0,0,0,0
 10-12,0,122.73,0,204.55,0,31.47,0,380.78,0,0,0,0,0,78.67,0,0,0,0,0,0,0,0,0,0,0,2725.28,84.97,0,0,1126.61,6.29,25.18,3.15,119.58,0,3.15,6.29,0,0,0,0,0
 14-21,0,0,0,11,168,58,0,33,0,0,0,4,1,4,1,0,1,0,0,1,0,36,0,0,32,280,9,3,10,39,4,4,130,7,3,113,137,0,0,3,0,0
 24-34,0,0,0,2.46,17.24,2.46,0,21.34,0,0.82,0,4.1,0.82,0,0.82,0.82,2.46,0,0,0,0,19.7,0.82,0,9.85,118.2,1.64,4.93,2.46,0,11.49,1.64,0,2.46,0,14.78,31.19,0,0,5.75,0,0
 36-46,0,0,0,0.81,16.92,0,0,33.03,0.81,0.81,0.81,5.64,3.22,0,0.81,1.61,0,0,1.61,2.42,0,14.5,0.81,0,8.86,145.83,0.81,3.22,5.64,0,11.28,1.61,0,2.42,0,0,42.7,0,0,1.61,0,0.81
 48-58,0,0,0,0,5.16,0,0,31.56,0,3.44,1.72,5.16,1.15,0.57,0.57,1.72,0.57,2.3,0.57,1.72,0.57,12.62,0,1.15,4.59,76.89,0.57,0.57,5.74,0,6.89,0.57,0,0,0,0,12.05,0,0,2.3,0,0
 60-70,0,0,0,0,9.82,0.98,0,44.17,0,6.87,1.96,4.91,3.93,0,0,1.96,0.98,1.96,0,0,0,15.7,1.96,0.98,2.94,62.82,1.96,4.91,1.96,0,12.76,0,0,0.98,0,0,7.85,0,0,1.96,0,0
 72-82,0,0,1.96,0,24.54,6.87,0,61.84,0,2.94,1.96,15.71,8.83,0,3.93,3.93,0.98,0.98,1.96,0.98,0,36.32,0.98,1.96,0.98,100.13,0,9.82,9.82,0,15.71,0,0,1.96,0,0,11.78,0.98,0.98,4.91,1.96,0
 84-94,0,0,2.12,0,19.12,6.37,0,41.42,0,8.5,1.06,4.25,10.62,1.06,0,2.12,1.06,0,1.06,2.12,0,19.12,3.19,0,2.12,47.79,1.06,3.19,5.31,0,33.99,0,0,3.19,0,0,1.06,0,2.12,3.19,0,0
 96-106,0,0,3.28,0,14.21,5.46,1.09,22.95,0,7.65,0,6.56,4.37,0,1.09,3.28,2.19,1.09,1.09,4.37,1.09,5.46,2.19,1.09,3.28,28.41,0,3.28,6.56,0,32.79,2.19,0,0,0,0,1.09,0,0,0,0,0
108-118,0,0,0.77,0.77,25.28,3.06,3.83,18.38,0,13.02,1.53,6.13,5.36,0,0,3.83,2.3,1.53,0,0.77,0.77,13.02,0.77,0,6.89,35.23,0,3.83,6.13,0,22.98,2.3,0,1.53,0,0,2.3,1.53,0.77,4.6,0,0
120,0,0,1.96,0,48.99,3.92,1.96,13.72,0,7.84,1.96,5.88,3.92,0,0,5.88,1.96,0,1.96,5.88,0,11.76,1.96,0,0,50.95,0,1.96,3.92,0,41.16,3.92,0,3.92,0,0,3.92,0,0,1.96,0,0
