stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,13.18,144.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.18,0,0,0,0,0,0,0,0,0,0
  5-6,6.13,134.85,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,7.89,0,0,2.63,0,2.63,0,10.51,0,0,0,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,81.49,0,0,0,44.69,0,2.63,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,3.15,0,0,0,3.15,0,0,0,0,0,9.44,0,0,0,0,0,0,0,0,0,0,0,97.56,9.44,0,0,40.91,0,0,0,9.44,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,17,4,0,7,0,1,0,1,2,0,0,0,1,0,0,0,0,12,0,0,6,67,0,0,2,1,0,0,7,0,3,21,30,0,0,1,0,0
 24-34,0,0,0,0.82,8.21,0,0,17.24,0,1.64,0,3.28,0.82,0.82,2.46,0,1.64,0,0.82,0,0.82,17.24,0,0,9.85,111.64,0.82,5.75,2.46,0,0.82,14.78,0,0.82,0,7.39,35.3,0,0,9.03,0,0
 36-46,0,0,0,0,3.22,0,0,17.72,0.81,0,0.81,4.83,0,0,0,0,0,0.81,0,0,0.81,20.95,1.61,0,4.83,107.15,3.22,3.22,1.61,0,0,7.25,0,0.81,0,0.81,23.36,0,0,4.03,0,0
 48-58,0,0,0,0,2.87,0,0,37.87,0.57,0,2.3,13.2,0,0,0.57,1.15,0,0.57,0,1.15,0.57,14.35,0.57,1.15,3.44,78.61,2.3,4.59,1.15,0,0,2.87,0,0,0.57,0,25.82,0,0,3.44,0,1.72
 60-70,0,0,0.98,0,2.94,0.98,0,70.67,0,0,0,12.76,0,0,0,0,0,0,0,0,0.98,29.45,1.96,0.98,0.98,113.86,0,2.94,1.96,0,0,12.76,0,0,0,0,22.58,0,1.96,2.94,0,0
 72-82,0,0,0.98,0,4.91,8.83,0,96.2,0,1.96,2.94,31.41,1.96,0,0.98,1.96,0.98,1.96,0,1.96,0,54.97,1.96,2.94,1.96,119.76,0,19.63,4.91,0,0.98,7.85,0,0.98,0,0,25.52,0,1.96,7.85,0.98,0.98
 84-94,0,0,0,0,11.68,10.62,1.06,57.35,1.06,4.25,0,11.68,3.19,0,0,6.37,3.19,4.25,0,0,1.06,37.17,1.06,0,5.31,77.53,2.12,7.43,4.25,0,0,26.55,0,2.12,0,0,5.31,2.12,1.06,5.31,1.06,0
 96-106,0,0,1.09,0,16.39,12.02,0,55.74,0,5.46,1.09,21.86,6.56,0,1.09,7.65,2.19,0,4.37,1.09,4.37,63.39,2.19,2.19,4.37,62.29,0,12.02,5.46,0,0,32.79,0,1.09,1.09,0,9.84,1.09,1.09,14.21,1.09,3.28
108-118,0,0,2.3,0,17.62,12.26,1.53,58.98,0.77,6.13,3.06,26.04,6.13,0,1.53,3.83,3.83,3.06,3.83,2.3,0.77,38.3,2.3,3.06,10.72,88.09,1.53,8.43,9.19,0,3.06,30.64,0,0.77,0,0,3.83,3.06,0,6.89,2.3,3.83
120,0,0,0,0,17.64,13.72,0,45.08,0,7.84,1.96,27.44,11.76,0,1.96,0,3.92,0,3.92,5.88,0,37.24,0,0,11.76,64.67,0,7.84,5.88,0,0,29.4,0,3.92,0,0,0,0,3.92,9.8,0,0
