stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,39.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,85.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,5.26,2.63,0,0,0,0,0,5.26,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,60.46,0,0,0,28.92,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.62,3.15,0,0,3.15,0,0,0,0,0,3.15,0,0,0,0,0,0
 14-21,0,0,1,2,115,28,0,52,0,0,0,16,5,5,2,0,1,1,1,5,3,61,0,0,47,626,14,4,6,14,0,9,114,6,6,139,202,0,0,7,0,2
 24-34,0,0,1.64,8.21,159.25,24.63,0,341.48,6.57,10.67,9.03,37.76,4.93,1.64,6.57,11.49,11.49,4.93,6.57,12.31,9.03,266.78,6.57,2.46,133.8,1895.36,23.8,19.7,23.8,0.82,0,86.19,3.28,9.85,13.13,73.06,421.1,0,0,39.4,0,14.78
 36-46,0,0,0,0,103.93,12.09,0,522.88,46.73,26.59,10.47,74.12,9.67,4.03,4.03,3.22,11.28,6.45,10.47,10.47,15.31,257.81,4.83,5.64,82.98,1591.2,16.11,12.89,18.53,0,0,129.71,1.61,14.5,9.67,4.03,334.35,0,0,34.64,0,8.86
 48-58,0,0,0,0.57,86.07,6.89,0,781.52,25.82,12.62,16.64,118.2,8.61,6.89,4.02,12.05,5.74,8.61,5.74,7.46,9.18,416.01,6.31,14.92,79.19,1323.19,13.2,8.03,20.08,0,0,83.2,0,5.16,6.31,0.57,259.93,0,1.15,32.13,0,18.36
 60-70,0,0,0,0.98,145.27,14.72,0,613.45,31.41,17.67,15.7,100.12,33.37,1.96,6.87,27.48,12.76,12.76,7.85,10.8,3.93,414.2,1.96,15.7,72.63,777.37,16.69,15.7,19.63,0,1.96,155.08,0.98,5.89,3.93,0,69.69,1.96,6.87,31.41,3.93,8.83
 72-82,0,0,8.83,0.98,106.02,17.67,2.94,421.13,18.65,18.65,29.45,130.56,39.27,0.98,9.82,44.17,7.85,2.94,12.76,5.89,3.93,551.69,2.94,14.72,86.39,686.18,11.78,10.8,25.52,0,0.98,121.73,0,11.78,1.96,0,34.36,6.87,12.76,44.17,16.69,11.78
 84-94,0,0,3.19,0,77.53,15.93,3.19,272.94,3.19,13.81,13.81,66.91,22.3,0,3.19,33.99,18.05,8.5,6.37,12.74,5.31,262.32,5.31,6.37,57.35,284.63,8.5,4.25,18.05,0,0,123.2,0,5.31,1.06,0,36.11,3.19,3.19,26.55,13.81,11.68
 96-106,0,0,2.19,0,90.71,18.58,1.09,131.14,3.28,17.49,12.02,48.09,16.39,0,4.37,34.97,6.56,7.65,8.74,9.84,5.46,260.1,4.37,4.37,50.27,216.38,7.65,6.56,14.21,0,4.37,114.75,0,3.28,1.09,0,9.84,2.19,8.74,22.95,6.56,7.65
108-118,0,0,0,1.53,92.68,19.15,3.83,91.92,2.3,29.87,10.72,32.17,21.45,0,6.89,21.45,15.32,13.02,5.36,7.66,3.83,148.6,3.83,4.6,42.13,180,6.89,4.6,18.38,0,1.53,128.68,0,3.06,1.53,0,5.36,3.83,4.6,25.28,4.6,10.72
120,0,0,1.96,3.92,329.24,92.11,1.96,150.9,19.6,54.87,15.68,72.51,68.59,0,0,88.19,15.68,13.72,9.8,29.4,5.88,244.97,9.8,9.8,101.91,364.52,29.4,7.84,23.52,0,5.88,337.08,0,11.76,1.96,0,11.76,3.92,5.88,62.71,5.88,3.92
