stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,65.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,61.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,0,0,5.26,0,0,0,10.51,0,0,0,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,92,5.26,0,0,15.77,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,6.29,0,12.59,0,3.15,0,15.73,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,132.17,6.29,0,0,31.47,0,0,0,3.15,0,0,0,0,0,0,0,0
 14-21,0,0,1,9,40,15,0,25,0,0,0,6,3,1,0,0,1,0,0,0,2,23,0,0,16,286,6,2,3,4,0,21,31,1,3,60,132,0,0,1,0,0
 24-34,0,0,0,9.03,22.98,3.28,0,86.19,0,1.64,1.64,10.67,7.39,0.82,3.28,5.75,6.57,0,0.82,4.93,0.82,42.68,2.46,0,9.85,590.2,10.67,10.67,5.75,0,0,125.59,0,6.57,1.64,5.75,131.34,0,0,13.95,0,3.28
 36-46,0,0,0.81,2.42,16.92,0,0,151.47,1.61,2.42,2.42,21.75,8.06,0.81,0.81,9.67,3.22,0,2.42,10.47,0,44.31,0,2.42,10.47,642.92,7.25,10.47,1.61,0,0,104.74,0.81,5.64,1.61,0.81,145.83,0,0,8.06,0,0.81
 48-58,0,0,0,0,13.2,1.72,0,281.74,1.72,5.16,1.15,68.28,12.62,6.31,4.59,8.61,1.15,1.72,2.3,4.59,0,64.27,1.72,4.59,13.2,705.21,1.15,7.46,3.44,0,0,66.56,0,10.33,0,0,131.98,0,1.15,8.03,0,1.72
 60-70,0,0,0,0,13.74,0,0,376.9,1.96,5.89,3.93,75.58,18.65,4.91,6.87,5.89,2.94,1.96,4.91,8.83,0.98,72.63,4.91,3.93,4.91,753.81,0.98,6.87,7.85,0,0.98,54.97,0,19.63,0.98,0,84.41,0,1.96,13.74,0,0.98
 72-82,0,0,3.93,0,26.5,2.94,0.98,463.34,1.96,3.93,5.89,98.17,37.3,0.98,5.89,27.49,0.98,1.96,1.96,3.93,1.96,129.58,4.91,9.82,14.72,772.57,3.93,14.72,9.82,0,2.94,57.92,0,32.39,0,0,76.57,3.93,5.89,26.5,2.94,3.93
 84-94,0,0,3.19,0,36.11,3.19,3.19,301.62,1.06,8.5,6.37,72.22,53.1,1.06,2.12,43.54,9.56,5.31,1.06,2.12,1.06,83.9,4.25,11.68,5.31,372.78,1.06,9.56,8.5,0,1.06,140.19,0,53.1,0,0,42.48,3.19,2.12,16.99,5.31,2.12
 96-106,0,0,6.56,0,40.44,5.46,3.28,229.5,0,5.46,5.46,49.18,38.25,0,6.56,50.27,8.74,6.56,7.65,5.46,1.09,103.82,7.65,2.19,13.11,316.93,3.28,30.6,15.3,0,6.56,111.47,0,51.36,0,0,43.71,6.56,1.09,25.14,9.84,5.46
108-118,0,0,1.53,1.53,61.28,4.6,13.02,212.94,1.53,19.92,2.3,59.75,49.02,0,1.53,47.49,9.19,8.43,6.89,9.96,0,75.06,4.6,4.6,16.85,342.39,0.77,19.15,7.66,0,3.06,65.11,0,40.6,0,0,29.11,3.83,3.06,18.38,3.06,3.06
120,0,0,5.88,0,84.27,9.8,3.92,170.5,0,13.72,3.92,54.87,74.47,0,5.88,37.24,5.88,0,0,7.84,0,82.31,3.92,0,15.68,409.6,3.92,17.64,11.76,0,0,72.51,0,29.4,1.96,0,27.44,1.96,0,29.4,1.96,1.96
