stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,105.42,3017.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.31,0,0,0,0,0,0,0,0,0,0,0
  5-6,79.69,1575.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.98,6.13,0,0,18.39,0,67.43,0,0,0,0,0,0,0,0,0,0,0
  7-9,7.89,26.29,0,68.35,0,0,120.92,0,0,0,0,0,44.69,0,0,0,0,0,0,0,0,0,0,0,954.22,49.95,0,0,496.83,0,2.63,10.51,0,0,0,0,0,0,0,0,0,0
 10-12,0,53.5,0,59.79,0,3.15,81.82,0,0,0,0,0,28.32,0,0,0,0,0,0,0,0,0,0,3.15,1340.61,44.06,0,0,459.46,0,3.15,6.29,0,53.5,0,0,0,0,0,0,0,0
 14-21,0,0,2,7,69,16,52,0,0,0,23,7,0,2,0,0,0,0,0,0,38,0,0,24,693,7,3,4,9,0,10,3,64,1,2,67,185,0,0,3,0,0
 24-34,0.82,0.82,0,2.46,48.43,9.85,189.62,0,4.1,0.82,24.63,0,0,1.64,0.82,4.93,2.46,3.28,1.64,0,104.25,2.46,0.82,49.25,1340.46,4.1,9.85,13.95,0,0,29.55,0,0,3.28,0.82,13.13,284.02,0,0,17.24,0,4.93
 36-46,0,0,0.81,0.81,20.14,3.22,315.82,0,1.61,0,36.26,0,2.42,2.42,4.03,1.61,0,0.81,0.81,0,109.57,0.81,4.03,30.62,911.21,1.61,12.89,9.67,0,0,18.53,0,0,3.22,0,0,233.64,0,0,8.06,0,2.42
 48-58,0.57,0,0,0,9.75,3.44,349.45,0,0.57,0.57,59.1,1.15,9.18,0.57,1.72,0.57,1.15,3.44,1.15,1.15,132.55,1.72,5.16,26.4,549.13,2.3,6.31,6.89,0,0,5.74,0,0,1.15,1.15,0,126.81,0,0.57,5.74,0,0.57
 60-70,0,0,0.98,0,18.65,6.87,311.14,0.98,5.89,1.96,56.93,0.98,2.94,2.94,0.98,2.94,3.93,3.93,0,0,144.28,0.98,0.98,7.85,444.63,1.96,5.89,4.91,0,0,22.58,0,0,1.96,1.96,0,67.73,0,2.94,10.8,1.96,3.93
 72-82,0,0,3.93,0,18.65,35.34,337.69,0,0,5.89,79.51,3.93,1.96,5.89,3.93,0,4.91,3.93,0,0,205.17,3.93,7.85,17.67,406.41,3.93,7.85,8.83,0,0.98,17.67,0,0,0,0,0,48.1,1.96,0.98,6.87,2.94,3.93
 84-94,1.06,0,1.06,0,38.23,27.61,253.83,1.06,7.43,8.5,59.47,3.19,2.12,1.06,7.43,8.5,6.37,3.19,0,2.12,149.75,4.25,10.62,16.99,280.38,4.25,6.37,14.87,0,1.06,78.59,0,0,2.12,1.06,0,35.05,5.31,2.12,14.87,5.31,3.19
 96-106,0,0,2.19,0,37.16,18.58,220.76,0,6.56,2.19,81.96,8.74,0,5.46,8.74,4.37,4.37,5.46,3.28,1.09,143.16,5.46,4.37,15.3,201.08,2.19,6.56,16.39,0,1.09,55.74,1.09,0,2.19,1.09,0,10.93,7.65,5.46,20.76,3.28,3.28
108-118,0,0,0.77,0.77,36.77,26.04,148.6,1.53,8.43,6.13,65.11,10.72,0,0.77,3.83,4.6,6.13,4.6,0.77,2.3,157.02,2.3,4.6,28.34,283.41,6.89,13.02,10.72,0,2.3,42.13,0,0,2.3,0,0,12.26,3.06,3.83,9.19,3.06,5.36
120,0,0,0,0,60.75,29.4,127.39,0,5.88,0,62.71,3.92,0,3.92,17.64,1.96,3.92,3.92,0,0,125.43,1.96,1.96,21.56,274.37,7.84,7.84,11.76,0,0,56.83,0,0,1.96,0,0,7.84,1.96,1.96,11.76,3.92,0
