stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,171.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,12.26,67.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,2.63,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.03,0,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.47,0,0,0,3.15,0,0,0,3.15,0,0,0,0,0,0,0,0
 14-21,0,0,1,1,13,1,0,1,0,0,0,4,1,0,0,0,4,0,0,0,0,13,0,0,5,42,2,1,0,0,0,3,3,1,0,8,30,0,0,0,0,0
 24-34,0,0,0,0.82,13.95,0.82,0,12.31,0,1.64,0.82,0,0.82,0.82,0,0,2.46,0,0.82,0.82,0.82,11.49,0,0,4.1,143.65,2.46,3.28,4.1,0,0,19.7,0,2.46,0.82,1.64,37.76,0,0,8.21,0,0
 36-46,0.81,0,0,0,4.03,0,0,20.14,0,0,1.61,1.61,1.61,0,1.61,0,0.81,0,0.81,0,0.81,12.89,0.81,0.81,4.03,208.67,0,1.61,1.61,0,0,10.47,0.81,2.42,0,0,55.59,0,0,4.03,0,0
 48-58,0,0,1.15,0,6.31,1.15,0,40.74,0,0.57,0.57,12.05,0.57,0.57,1.15,1.15,1.72,0.57,2.3,1.72,0,20.66,1.15,1.72,4.02,218.05,1.72,4.02,2.3,0,0,14.35,0,0.57,0,0,53.36,0,0,6.31,0,0.57
 60-70,0,0,0,0,6.87,0,0,93.24,0.98,2.94,0,17.67,1.96,0.98,0.98,0.98,2.94,0,0,0,0,28.46,0.98,0.98,3.93,317.03,0,3.93,1.96,0,0,20.61,0,3.93,0.98,0,32.39,0.98,0,3.93,0,0
 72-82,0,0,0.98,0.98,11.78,2.94,0,107,0,0,1.96,33.38,3.93,0,0.98,3.93,4.91,0,1.96,0.98,0,55.95,1.96,0.98,1.96,319.04,0.98,7.85,3.93,0,0,18.65,0,0,0.98,0,24.54,1.96,3.93,12.76,0.98,0
 84-94,0,0,2.12,0,10.62,3.19,0,76.47,0,6.37,5.31,21.24,10.62,1.06,0,7.43,4.25,0,0,1.06,0,32.92,1.06,4.25,1.06,170.99,0,2.12,4.25,0,0,40.36,0,5.31,1.06,0,19.12,4.25,1.06,5.31,3.19,0
 96-106,0,0,0,0,18.58,4.37,0,54.64,2.19,1.09,1.09,20.76,8.74,0,0,9.84,8.74,1.09,3.28,2.19,0,31.69,4.37,2.19,2.19,134.42,1.09,8.74,0,0,2.19,40.44,0,5.46,0,0,4.37,2.19,4.37,8.74,4.37,1.09
108-118,0,0,0.77,0,16.85,3.06,1.53,44.43,0,2.3,0,21.45,16.09,0,2.3,9.19,4.6,0,1.53,3.83,2.3,23.74,1.53,0.77,0.77,157.02,0.77,4.6,3.83,0,0.77,28.34,0,0,1.53,0,6.89,3.06,2.3,5.36,3.06,0
120,0,0,0,0,17.64,3.92,0,43.12,0,1.96,3.92,21.56,11.76,0,0,3.92,1.96,0,0,1.96,0,17.64,1.96,0,0,195.98,1.96,0,0,0,0,9.8,0,3.92,0,0,1.96,1.96,1.96,3.92,0,0
