stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,26.36,276.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,6.13,165.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,2.63,2.63,2.63,0,0,0,10.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.09,5.26,0,0,39.43,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,34.62,28.32,0,9.44,0,62.94,0,0,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,969.27,12.59,0,0,248.61,0,0,3.15,0,12.59,0,12.59,3.15,0,0,0,0,0
 14-21,0,0,12,346,24,0,127,0,25,0,54,3,0,5,0,2,0,2,1,1,73,1,0,80,2876,5,7,111,35,0,5,2,106,34,74,582,847,0,0,2,0,0
 24-34,0,0,6.57,139.55,0.82,0,95.22,0.82,93.58,4.93,53.36,1.64,0,4.1,0.82,0.82,4.1,25.45,0,0.82,98.5,0.82,0,65.67,1711.48,3.28,24.63,70.59,0,0,4.93,0,0,33.66,16.42,197.83,659.15,0,0,12.31,0,0
 36-46,0,0,0,40.28,0,0,35.45,2.42,48.34,6.45,36.26,0.81,0,0.81,0,0,0.81,14.5,0.81,0,91.04,1.61,0.81,33.84,713.82,1.61,14.5,33.03,0,0,0.81,0.81,0,12.09,8.86,4.83,293.26,0,0,2.42,0,1.61
 48-58,0,0,0.57,40.17,0,0,52.79,2.3,37.87,6.89,35.58,2.3,0.57,1.15,0.57,0,2.87,10.9,0,0,134.84,0,2.3,45.9,241,1.15,5.74,36.72,0.57,0.57,1.15,0,0,9.75,6.89,0,103.86,0,1.15,1.72,0,1.72
 60-70,0,0,0,45.15,0,0,41.22,10.8,32.39,4.91,53.98,0,0,0.98,1.96,2.94,4.91,13.74,1.96,0,159.99,1.96,3.93,21.59,116.8,0.98,9.82,27.48,0,0.98,0,0,0.98,12.76,2.94,0,31.41,0,4.91,5.89,2.94,1.96
 72-82,0,0,0,36.32,1.96,0,47.12,1.96,24.54,7.85,73.62,3.93,0,2.94,0,5.89,0.98,17.67,0.98,0,205.17,0.98,5.89,29.45,121.73,0.98,12.76,29.45,0,0.98,3.93,0,0,12.76,1.96,0,25.52,3.93,6.87,2.94,11.78,0.98
 84-94,0,0,0,56.29,1.06,0,37.17,5.31,55.23,8.5,58.41,3.19,0,0,2.12,9.56,2.12,14.87,4.25,0,122.13,0,8.5,22.3,91.34,0,16.99,54.16,0,1.06,3.19,0,0,45.67,2.12,0,19.12,2.12,5.31,3.19,14.87,0
 96-106,0,0,0,45.9,0,2.19,46.99,1.09,40.44,0,53.55,7.65,0,0,1.09,10.93,1.09,20.76,3.28,0,116.93,1.09,2.19,18.58,77.59,1.09,31.69,52.46,0,2.19,6.56,0,0,25.14,0,0,19.67,4.37,3.28,4.37,10.93,2.19
108-118,0,0,1.53,28.34,0.77,0.77,29.11,2.3,55.92,3.06,52.85,3.83,0,0.77,3.06,5.36,1.53,21.45,4.6,2.3,83.49,0,1.53,16.09,80.43,0.77,22.98,47.49,0,0,3.06,0,0,26.04,5.36,0,13.79,6.13,1.53,0.77,9.19,2.3
120,0,0,0,29.4,1.96,0,27.44,1.96,33.32,5.88,41.16,1.96,0,1.96,1.96,0,0,13.72,0,0,58.79,3.92,3.92,5.88,76.43,0,9.8,29.4,0,1.96,1.96,0,0,11.76,0,0,1.96,3.92,1.96,0,7.84,0
