stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,52.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,7.89,0,0,0,0,0,0,0,0,7.89,0,0,0,0,0,0,0,0,0,0,0,2.63,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,6.29,0,6.29,0,0,47.2,0,0,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,377.64,22.03,0,0,12.59,0,0,3.15,3.15,3.15,0,0,0,0,0,0,0,0
 14-21,0,0,3,4,353,3,33,0,2,0,2,4,0,2,0,0,0,0,0,0,49,0,0,14,314,37,0,6,0,0,10,0,33,6,6,21,211,0,0,0,0,0
 24-34,0,0,0.82,1.64,228.2,1.64,27.91,0,9.03,0.82,44.33,0,0,0.82,0,1.64,0.82,0.82,0,0,499.08,5.75,0,67.31,251.18,13.13,0,11.49,0,0.82,152.68,0,0,1.64,4.1,19.7,212.6,0,0,4.93,0,0.82
 36-46,0,0,0.81,1.61,73.32,0.81,15.31,0.81,16.11,4.83,44.31,1.61,0,0.81,0,0.81,0,0,0,0,518.85,2.42,7.25,66.87,137.77,10.47,0,3.22,0,0,118.43,0,0.81,1.61,0,0.81,122.46,0,1.61,2.42,0,1.61
 48-58,0,0,0,0.57,72.3,1.72,39.59,1.15,13.77,9.18,51.64,0.57,1.72,1.15,0,1.15,1.15,0,1.72,0,736.77,4.02,16.64,58.53,141.73,4.02,1.15,8.03,0,0.57,71.73,0,0,0,0.57,0,103.86,0,0.57,4.02,0.57,1.15
 60-70,0,0,0,0,101.1,1.96,37.3,1.96,26.5,7.85,41.22,6.87,0,0,1.96,0.98,0.98,0,3.93,0,816.63,3.93,38.28,47.11,89.32,4.91,1.96,9.82,0,2.94,120.73,0,0,0.98,0.98,0,53.98,0,12.76,2.94,1.96,0.98
 72-82,0,0,1.96,0,76.57,3.93,59.88,1.96,15.71,13.74,54.97,21.6,0,1.96,0,0,0,0,0.98,0,1166.21,4.91,19.63,65.77,85.4,1.96,0.98,9.82,0,6.87,116.82,0,0,0.98,0,0,65.77,2.94,26.5,4.91,13.74,1.96
 84-94,1.06,0,5.31,0,141.25,0,82.84,1.06,38.23,9.56,52.04,31.86,0,0,3.19,6.37,2.12,0,2.12,1.06,795.47,8.5,28.68,39.3,33.99,3.19,0,6.37,0,7.43,227.28,0,0,0,0,0,53.1,5.31,26.55,4.25,20.18,1.06
 96-106,0,0,0,0,114.75,0,77.59,1.09,26.23,12.02,50.27,32.79,2.19,6.56,0,1.09,1.09,0,1.09,0,763.9,7.65,18.58,34.97,83.06,8.74,2.19,7.65,1.09,17.49,204.36,0,0,2.19,0,0,77.59,6.56,20.76,4.37,18.58,4.37
108-118,0,0,0,0,117.96,0,88.09,0,31.4,11.49,37.53,32.17,0,3.06,0.77,1.53,0,1.53,1.53,0.77,783.58,10.72,18.38,39.83,57.45,9.96,0.77,13.79,0,13.02,160.09,0,0,1.53,0,0,41.36,19.92,20.68,2.3,10.72,0.77
120,0,0,1.96,0,201.86,3.92,74.47,1.96,45.08,3.92,48.99,41.16,0,5.88,3.92,1.96,0,1.96,5.88,0,828.99,13.72,19.6,47.03,50.95,7.84,1.96,19.6,1.96,27.44,205.78,0,0,0,0,0,60.75,7.84,17.64,1.96,13.72,3.92
