stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,1555,24023.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1054.23,0,0,0,0,0,0,0,0,0,0,0
  5-6,1998.26,23985.26,0,36.78,0,0,0,0,0,0,0,0,0,61.3,0,0,0,0,0,0,0,0,0,0,0,711.04,91.94,0,0,232.93,0,619.09,0,0,0,0,0,0,0,0,0,0,0
  7-9,496.83,375.91,0,751.81,0,5.26,0,1479.97,0,0,0,0,0,591.46,0,0,0,0,0,0,0,0,0,0,0,12425.93,546.77,0,0,4660.71,0,47.32,68.35,0,5.26,0,0,0,0,0,0,0,0
 10-12,6.29,355.61,0,569.6,0,75.53,0,1082.56,0,0,0,0,0,267.49,0,0,0,0,0,6.29,0,0,0,0,0,9541.61,431.13,0,0,3779.51,0,18.88,53.5,31.47,418.55,0,62.94,18.88,0,0,0,0,0
 14-21,2,0,0,19,425,166,0,203,0,3,0,29,10,28,9,3,43,2,2,7,11,149,3,0,143,1825,88,13,25,62,0,70,8,367,77,149,608,588,0,0,13,0,8
 24-34,0,0,6.57,6.57,174.84,94.4,0,510.57,19.7,18.88,10.67,63.21,7.39,1.64,9.85,27.91,108.35,7.39,12.31,20.52,41.04,291.4,21.34,0.82,155.96,2904.19,30.37,44.33,47.61,0,0,197.01,0,1.64,70.59,108.35,191.26,721.53,0,0,72.24,0,32.83
 36-46,0,0,3.22,0.81,85.4,91.04,0,830.65,33.03,12.89,25.78,143.41,8.06,1.61,4.83,19.34,51.56,13.7,15.31,12.89,35.45,345.63,16.11,7.25,114.41,3034.96,33.84,52.37,29.81,0,0.81,135.35,2.42,2.42,45.92,91.04,12.09,803.25,0,0.81,52.37,0,32.23
 48-58,0,0,2.3,3.44,108.45,42.46,0,1448.28,50.49,27.54,35.58,320.76,24.1,3.44,9.18,24.67,25.25,26.4,16.07,28.69,29.84,622,11.48,21.8,140.01,2749.1,21.23,37.3,37.3,0,0.57,146.32,0.57,0.57,30.99,111.89,0,666.19,0,2.3,59.68,0.57,33.85
 60-70,0.98,0,2.94,0,137.41,63.8,0,1730.42,60.85,33.37,25.52,379.85,69.69,3.93,15.7,44.17,25.52,38.28,17.67,43.19,16.69,704.73,10.8,40.24,94.23,2560.79,19.63,41.22,39.26,0,2.94,155.08,0,0.98,36.32,60.85,0,343.53,5.89,15.7,49.08,4.91,33.37
 72-82,0,0,23.56,0,127.62,101.11,5.89,1606,44.17,18.65,35.34,379.9,166.88,2.94,17.67,54.97,64.79,25.52,23.56,69.7,11.78,774.53,18.65,28.47,103.07,2130.21,9.82,63.81,66.75,0,3.93,178.66,0.98,0,42.21,31.41,0,183.57,16.69,21.6,74.61,25.52,22.58
 84-94,0,0,12.74,1.06,183.73,83.9,24.43,1160.81,56.29,39.3,30.8,265.51,229.4,2.12,8.5,74.34,84.96,29.74,35.05,123.2,21.24,593.68,18.05,33.99,98.77,1102.39,12.74,49.92,75.4,0,8.5,460.92,0,0,82.84,48.85,0,112.58,18.05,32.92,79.65,27.61,8.5
 96-106,0,0,13.11,0,174.86,121.31,16.39,792.31,51.36,25.14,20.76,218.57,257.91,1.09,13.11,80.87,91.8,18.58,43.71,147.53,18.58,355.18,21.86,15.3,78.68,901.6,12.02,83.06,75.41,1.09,14.21,402.17,2.19,0,88.52,50.27,0,50.27,22.95,21.86,66.66,29.51,12.02
108-118,0,0,18.38,2.3,131.75,68.17,33.7,579.83,49.79,33.7,15.32,185.36,183.07,0,6.89,65.87,59.75,28.34,19.92,121.02,17.62,221.36,9.19,7.66,49.02,918.39,7.66,48.26,53.62,0,5.36,300.26,1.53,0,65.11,37.53,0,26.04,21.45,12.26,45.19,16.09,9.96
120,1.96,0,7.84,1.96,176.38,97.99,15.68,580.1,52.91,37.24,29.4,225.38,190.1,0,1.96,103.87,45.08,9.8,15.68,88.19,9.8,276.33,3.92,13.72,68.59,1322.86,19.6,58.79,64.67,0,7.84,293.97,0,0,48.99,15.68,0,56.83,13.72,11.76,72.51,13.72,3.92
